date,trade_idx,side,entry_time,pnl,win,ovn_pos,daily_bias,range_consumed,fib_dist,golden_zone,rsi_1h,hurst,poc_above,poc_dist,mtf_1h_bull,mtf_4h_bull,mtf_aligned,atr,fib_runway,fib_floor,fib_density,above_P,above_P_pts,near_golden,struct_rr
2025-03-03,0,LONG,10:30,-0.74,0,0.829,BOTH,1.33,28.08,0,50.39,0.0553,1,345.5,0,1,0,80.8,28.1,408.3,1,1,289.4,0,0.07
2025-03-03,1,LONG,10:50,-0.74,0,0.829,BOTH,1.585,47.08,0,48.79,-0.0889,1,326.5,0,1,0,79.8,47.1,389.3,0,1,270.4,0,0.12
2025-03-05,0,SHORT,10:30,-0.74,0,0.167,SHORT,0.65,97.25,0,37.3,-0.1379,1,33.2,0,0,1,86.2,97.2,340.9,0,0,-109.5,0,0.29
2025-03-05,1,SHORT,11:00,179.76,1,0.167,SHORT,0.845,84.5,0,39.1,-0.1134,1,20.5,0,0,1,81.3,84.5,353.6,0,0,-122.2,0,0.24
2025-03-06,0,SHORT,11:35,-0.74,0,0.032,SHORT,0.682,1.07,0,33.14,-0.0693,0,-19.0,0,0,1,64.2,59.2,391.1,2,0,-196.1,0,0.15
2025-03-06,1,SHORT,11:50,187.26,1,0.032,SHORT,0.396,8.58,0,30.38,-0.028,0,-86.8,0,0,1,60.7,51.7,458.8,1,0,-263.8,0,0.11
2025-03-07,0,SHORT,10:30,-0.74,0,0.042,SHORT,1.04,7.08,0,28.42,-0.0564,0,-325.0,0,0,1,81.5,36.1,457.3,2,0,-262.3,0,0.08
2025-03-07,1,SHORT,10:45,84.76,1,0.042,SHORT,0.062,22.68,0,33.81,0.0294,0,-235.0,0,0,1,85.3,22.7,367.3,1,0,-172.3,0,0.06
2025-03-10,0,SHORT,10:30,148.76,1,0.058,SHORT,3.331,58.17,0,19.26,-0.1666,0,-365.0,0,0,1,73.3,58.2,643.5,0,0,-449.6,0,0.09
2025-03-10,1,SHORT,11:00,-188.74,0,0.058,SHORT,5.028,11.83,0,11.07,-0.1793,0,-435.0,0,0,1,62.5,174.8,713.5,1,0,-519.6,0,0.24
2025-03-11,0,LONG,11:15,106.26,1,0.631,BOTH,0.534,35.5,0,61.31,-0.3636,0,-372.0,1,0,0,95.5,270.2,205.3,1,0,-35.5,0,1.32
2025-03-11,1,LONG,11:50,-247.24,0,0.631,BOTH,0.976,6.5,0,62.46,-0.3483,0,-343.0,1,0,0,82.0,241.2,234.3,1,0,-6.5,0,1.03
2025-03-12,0,SHORT,11:05,-203.74,0,0.779,BOTH,3.967,60.0,0,47.06,-0.0638,0,-54.8,0,0,1,67.5,125.8,245.8,0,0,-60.0,0,0.51
2025-03-12,1,LONG,11:45,-0.74,0,0.779,BOTH,1.548,66.84,0,58.24,-0.0075,1,124.2,1,1,1,57.3,66.8,304.8,0,1,119.0,0,0.22
2025-03-13,0,SHORT,10:45,80.26,1,0.591,BOTH,2.11,4.79,0,35.36,0.118,0,-205.0,0,0,1,73.0,4.8,331.9,2,0,-186.1,0,0.01
2025-03-13,1,SHORT,11:25,101.76,1,0.591,BOTH,3.676,14.91,0,32.97,-0.0153,0,-269.8,0,0,1,59.5,130.9,396.7,1,0,-250.8,0,0.33
2025-03-14,0,LONG,10:35,-0.74,0,0.763,BOTH,1.235,6.92,0,77.35,0.1193,1,174.5,1,1,1,67.0,11.2,351.8,3,1,194.6,0,0.03
2025-03-14,1,LONG,11:00,-0.74,0,0.763,BOTH,2.81,27.53,0,82.83,0.1353,1,261.8,1,1,1,60.5,129.7,439.0,1,1,281.8,0,0.3
2025-03-17,0,LONG,13:20,125.76,1,0.667,BOTH,1.153,15.9,0,69.05,0.0886,1,255.8,1,1,1,33.8,17.9,221.2,2,1,125.2,0,0.08
2025-03-17,1,LONG,13:55,126.26,1,0.667,BOTH,3.914,9.5,0,73.82,0.1251,1,330.2,1,1,1,29.0,86.5,295.8,2,1,199.8,0,0.29
2025-03-18,0,SHORT,10:30,-0.74,0,0.069,SHORT,3.46,3.0,0,24.83,0.0955,0,-254.5,0,0,1,54.8,120.2,460.1,1,0,-333.8,0,0.26
2025-03-18,1,SHORT,11:00,-146.74,0,0.069,SHORT,5.531,41.75,0,21.09,0.0751,0,-333.0,0,0,1,48.5,41.8,538.6,0,0,-412.2,0,0.08
2025-03-19,0,LONG,10:30,126.26,1,0.949,LONG,1.465,2.24,0,61.66,-0.0207,1,45.5,1,1,1,43.0,2.2,221.2,3,1,109.5,0,0.01
2025-03-19,1,LONG,13:00,-75.24,0,0.949,LONG,3.304,9.5,0,61.67,-0.0151,1,64.0,1,1,1,24.7,9.5,239.7,3,1,128.0,0,0.04
2025-03-20,0,SHORT,11:55,225.76,1,0.149,SHORT,5.293,6.83,0,47.4,0.1129,1,196.8,0,1,0,37.8,165.7,158.4,1,1,6.8,0,1.05
2025-03-20,1,SHORT,13:20,-0.74,0,0.149,SHORT,2.25,56.92,0,36.42,0.0788,1,88.0,0,0,1,40.7,56.9,267.1,0,0,-101.9,0,0.21
2025-03-24,0,LONG,10:30,-0.74,0,0.871,LONG,1.959,134.42,0,85.18,-0.4475,1,717.2,1,1,1,37.0,999.0,758.8,0,1,627.1,0,
2025-03-24,1,LONG,11:05,-79.24,0,0.871,LONG,4.067,167.67,0,90.21,-0.4233,1,750.5,1,1,1,26.0,999.0,792.0,0,1,660.3,0,
2025-03-25,0,LONG,10:30,84.76,1,0.705,BOTH,0.846,0.58,0,63.99,-0.1666,1,182.0,1,1,1,37.8,0.6,162.2,4,1,102.1,0,0.0
2025-03-25,1,LONG,11:50,-0.74,0,0.705,BOTH,2.17,7.92,0,63.4,-0.1723,1,190.5,1,1,1,18.7,52.2,170.7,3,1,110.6,0,0.31
2025-03-26,0,SHORT,10:30,-0.74,0,0.103,SHORT,3.386,11.25,0,18.65,0.1203,0,-113.0,0,0,1,45.3,54.2,196.4,1,0,-145.2,0,0.28
2025-03-26,1,SHORT,11:35,151.26,1,0.103,SHORT,6.363,20.0,0,19.06,0.019,0,-121.8,0,0,1,25.5,45.5,205.2,1,0,-154.0,0,0.22
2025-03-27,0,SHORT,11:40,-0.74,0,0.178,SHORT,1.321,48.03,0,48.58,0.1624,0,-179.5,0,0,1,34.8,48.0,268.8,0,0,-117.7,0,0.18
2025-03-27,1,SHORT,13:25,-106.24,0,0.178,SHORT,0.543,16.97,0,37.2,0.0742,0,-244.5,0,0,1,35.0,34.2,333.8,2,0,-182.7,0,0.1
2025-03-31,0,SHORT,10:30,55.26,1,0.141,SHORT,0.143,38.75,0,44.96,-0.078,0,-637.5,0,0,1,68.3,38.8,643.5,1,0,-463.0,0,0.06
2025-03-31,1,SHORT,10:40,-185.24,0,0.141,SHORT,1.015,13.75,0,39.11,-0.1074,0,-690.0,0,0,1,61.3,307.5,696.0,1,0,-515.5,0,0.44
2025-04-01,0,LONG,10:35,148.76,1,0.425,BOTH,0.457,42.73,0,58.99,0.1802,1,307.2,1,1,1,65.2,42.7,292.9,0,1,133.1,0,0.15
2025-04-01,1,LONG,11:00,123.26,1,0.425,BOTH,2.324,10.71,0,64.89,0.2339,1,415.0,1,1,1,59.2,43.6,400.7,1,1,240.8,0,0.11
2025-04-03,0,SHORT,10:30,79.76,1,0.087,SHORT,0.387,123.67,0,44.36,0.0652,0,-687.0,0,0,1,79.5,123.7,942.1,0,0,-723.2,0,0.13
2025-04-03,1,SHORT,10:50,86.76,1,0.087,SHORT,2.135,14.92,0,39.61,0.0793,0,-795.8,0,0,1,65.3,14.9,1050.8,1,0,-831.9,0,
2025-04-08,0,LONG,10:30,-267.24,0,0.966,LONG,1.827,15.83,0,74.49,-0.0251,1,623.2,1,1,1,88.7,15.8,1455.2,2,1,810.8,0,
2025-04-09,0,LONG,11:30,-0.74,0,0.684,BOTH,1.49,186.73,0,55.76,0.0248,0,-775.0,1,0,0,98.0,627.8,186.7,0,0,-247.4,0,3.36
2025-04-09,1,LONG,11:45,197.76,1,0.684,BOTH,1.861,215.98,0,56.39,0.0022,0,-745.8,1,0,0,94.2,598.6,216.0,0,0,-218.2,0,2.77
2025-04-10,0,SHORT,11:00,200.26,1,0.125,SHORT,2.037,149.33,0,25.63,-0.2295,1,24.8,0,1,0,95.8,817.9,583.6,0,1,149.3,0,1.4
2025-04-10,1,SHORT,11:30,-0.74,0,0.125,SHORT,3.893,20.83,0,22.53,-0.2385,0,-103.8,0,1,0,83.2,689.4,712.1,1,1,20.8,0,0.97
2025-04-11,0,LONG,11:35,-0.74,0,0.476,BOTH,1.252,113.75,0,56.39,0.1262,1,276.2,1,0,0,99.7,250.5,478.0,0,1,113.8,0,0.52
2025-04-11,1,LONG,13:00,-0.74,0,0.476,BOTH,5.03,49.99,0,59.1,0.1541,1,476.8,1,1,1,64.7,50.0,678.5,0,1,314.2,0,0.07
2025-04-14,0,LONG,10:30,-0.74,0,0.951,LONG,1.285,78.25,0,58.88,0.0069,1,679.0,1,1,1,76.7,132.0,681.5,0,1,471.2,0,0.19
2025-04-14,1,LONG,10:50,-200.24,0,0.951,LONG,0.69,79.25,0,61.72,0.0157,1,731.8,1,1,1,66.3,79.2,734.2,0,1,524.0,0,0.11
2025-04-15,0,LONG,10:30,-0.74,0,0.786,BOTH,0.678,6.75,0,60.54,0.1874,0,-17.5,1,1,1,69.3,190.6,204.1,1,1,6.8,0,0.93
2025-04-15,1,LONG,10:50,-0.74,0,0.786,BOTH,0.651,7.5,0,60.62,-0.0808,0,-16.8,1,1,1,73.3,189.9,204.9,1,1,7.5,0,0.93
2025-04-16,0,SHORT,11:50,-0.74,0,0.169,SHORT,0.448,3.5,0,43.76,0.0223,0,-433.5,0,0,1,41.8,999.0,501.9,1,0,-402.5,0,
2025-04-16,1,SHORT,13:00,166.76,1,0.169,SHORT,0.877,52.5,0,42.95,-0.0477,0,-482.5,0,0,1,34.5,999.0,550.9,0,0,-451.5,0,
2025-04-17,0,LONG,11:10,-172.24,0,0.514,BOTH,1.417,66.33,0,45.84,0.2222,0,-198.5,0,0,0,57.0,151.6,296.2,0,1,66.3,0,0.51
2025-04-17,1,LONG,11:35,-0.74,0,0.514,BOTH,1.706,47.83,0,44.35,0.197,0,-217.0,0,0,0,58.2,170.1,277.7,0,1,47.8,0,0.61
2025-04-21,0,SHORT,10:30,99.26,1,0.143,SHORT,3.99,61.17,0,14.84,0.1425,0,-532.8,0,0,1,50.5,999.0,563.5,0,0,-462.3,0,
2025-04-21,1,SHORT,11:35,-0.74,0,0.143,SHORT,6.984,147.17,0,13.11,0.0068,0,-618.8,0,0,1,41.2,999.0,649.5,0,0,-548.3,0,
2025-04-22,0,LONG,10:30,157.76,1,0.94,LONG,3.123,55.83,0,73.14,0.0166,1,176.0,1,1,1,42.7,55.8,587.8,0,1,409.9,0,0.09
2025-04-22,1,LONG,11:15,-98.24,0,0.94,LONG,7.036,38.42,0,75.49,0.0169,1,270.2,1,1,1,32.3,137.2,682.1,1,1,504.2,0,0.2
2025-04-23,0,LONG,10:30,-0.74,0,0.963,LONG,2.138,188.5,0,81.6,-0.0864,1,1002.0,1,1,1,87.0,999.0,976.1,0,1,818.2,0,
2025-04-23,1,LONG,10:45,-231.74,0,0.963,LONG,2.011,157.0,0,80.72,-0.0662,1,970.5,1,1,1,76.8,999.0,944.6,0,1,786.8,0,
2025-04-24,0,LONG,11:05,-0.74,0,0.851,LONG,7.787,5.12,0,72.81,0.275,1,152.5,1,1,1,37.5,5.1,413.6,1,1,253.7,1,0.01
2025-04-24,1,LONG,11:25,-0.74,0,0.851,LONG,7.392,23.62,0,72.22,0.268,1,134.0,1,1,1,37.0,23.6,395.1,2,1,235.2,1,0.06
2025-04-28,0,LONG,10:35,-179.24,0,0.789,BOTH,0.48,31.74,0,61.85,-0.0257,1,179.8,1,1,1,59.3,31.7,212.7,1,1,90.5,0,0.15
2025-04-29,0,SHORT,11:20,-126.74,0,0.19,SHORT,2.355,64.68,0,43.7,0.2092,0,-6.0,0,1,0,41.8,214.2,64.7,0,1,74.8,0,3.31
2025-05-01,0,LONG,10:30,103.26,1,0.858,LONG,0.54,119.58,0,55.81,0.1524,1,732.8,1,1,1,54.2,179.3,780.7,0,1,599.6,0,0.23
2025-05-01,1,LONG,11:25,-93.74,0,0.858,LONG,3.438,102.58,0,64.08,0.0833,1,809.5,1,1,1,30.8,102.6,857.4,0,1,676.3,0,0.12
2025-05-02,0,LONG,10:30,-0.74,0,0.872,LONG,1.464,0.34,0,69.97,-0.0225,1,149.8,1,1,1,48.2,101.8,267.6,3,1,165.5,0,0.38
2025-05-02,1,LONG,11:25,193.26,1,0.872,LONG,1.546,7.0,0,68.84,0.0037,1,129.5,1,1,1,32.5,19.9,247.3,3,1,145.2,1,0.08
2025-05-05,0,SHORT,10:30,-133.24,0,0.17,SHORT,0.188,13.88,0,39.95,-0.3867,0,-48.0,0,0,1,44.0,13.9,243.6,3,0,-145.2,1,0.06
2025-05-06,0,SHORT,13:20,-0.74,0,0.042,SHORT,1.926,24.83,0,39.59,0.0031,0,-211.5,0,0,1,39.3,64.1,309.5,1,0,-230.8,0,0.21
2025-05-08,0,LONG,10:30,-132.24,0,0.717,BOTH,1.466,39.25,0,57.51,-0.117,1,253.8,0,1,0,43.7,39.2,374.3,1,1,260.0,0,0.1
2025-05-08,1,LONG,11:10,218.26,1,0.717,BOTH,1.505,51.75,0,51.71,-0.0681,1,241.2,0,1,0,50.8,51.8,361.8,0,1,247.5,0,0.14
2025-05-09,0,SHORT,10:40,-126.24,0,0.699,BOTH,2.808,49.91,0,48.49,0.0965,1,29.5,0,0,1,41.7,49.9,224.7,0,0,-87.4,0,0.22
2025-05-09,1,SHORT,11:10,-0.74,0,0.699,BOTH,1.673,42.92,0,49.19,0.1227,1,74.0,0,0,1,43.3,94.4,180.2,0,0,-42.9,0,0.52
2025-05-12,0,LONG,10:40,28.26,1,0.917,LONG,2.439,293.0,0,72.2,0.0993,1,700.8,1,1,1,50.8,999.0,711.1,0,1,626.2,0,
2025-05-12,1,LONG,13:30,-0.74,0,0.917,LONG,0.673,401.75,0,73.76,0.0829,1,809.5,1,1,1,22.7,999.0,819.9,0,1,735.0,0,
2025-05-13,0,LONG,10:45,94.26,1,0.757,BOTH,5.587,51.67,0,86.28,0.0123,1,345.2,1,1,1,36.3,51.7,458.8,0,1,360.9,0,0.11
2025-05-13,1,LONG,11:25,79.26,1,0.757,BOTH,10.095,19.58,0,88.25,-0.0008,1,416.5,1,1,1,27.2,999.0,530.1,1,1,432.2,0,
2025-05-14,0,LONG,10:45,109.76,1,0.533,BOTH,0.708,15.94,0,62.33,-0.1049,1,337.8,1,1,1,41.7,15.9,256.4,1,1,126.8,0,0.06
2025-05-14,1,LONG,13:45,-0.74,0,0.533,BOTH,1.22,14.94,0,58.53,-0.1338,1,338.8,1,1,1,25.0,14.9,257.4,1,1,127.8,0,0.06
2025-05-15,0,LONG,10:50,186.76,1,0.498,BOTH,0.418,21.32,0,42.15,-0.3677,1,7.8,0,0,0,38.8,91.0,21.3,4,0,-34.8,0,4.27
2025-05-15,1,LONG,11:30,85.76,1,0.498,BOTH,3.235,10.74,0,52.86,-0.307,1,88.0,1,1,1,29.8,10.7,101.6,3,1,45.4,0,0.11
2025-05-16,0,LONG,11:30,-0.74,0,0.762,BOTH,1.415,33.42,0,57.19,-0.0822,1,121.5,1,1,1,32.5,74.1,140.9,1,1,33.4,0,0.53
2025-05-16,1,LONG,13:10,-0.74,0,0.762,BOTH,1.058,47.87,0,56.16,-0.1456,1,147.8,1,1,1,18.7,47.9,167.2,0,1,59.7,0,0.29
2025-05-20,0,SHORT,10:30,-125.24,0,0.111,SHORT,0.218,3.67,0,30.34,-0.3615,0,-11.8,0,1,0,41.3,127.7,135.1,1,0,-3.7,0,0.95
2025-05-28,0,LONG,13:00,22.76,1,0.748,BOTH,1.695,8.27,0,55.63,-0.1523,1,222.8,1,1,1,16.7,8.3,217.1,1,1,104.4,0,0.04
2025-05-29,0,LONG,10:50,-151.24,0,0.658,BOTH,3.545,13.25,0,19.32,-0.0162,1,24.5,0,0,0,50.0,49.1,75.6,1,1,13.2,0,0.65
2025-05-29,1,SHORT,13:35,157.76,1,0.658,BOTH,9.858,8.39,0,26.5,0.0006,0,-59.5,0,0,1,26.5,10.2,133.1,4,0,-70.8,0,0.08
2025-05-30,0,LONG,10:30,-123.74,0,0.777,BOTH,0.245,69.58,0,53.75,-0.0554,0,-44.8,1,0,0,40.8,210.9,74.9,0,0,-69.6,0,2.82
2025-06-02,0,LONG,10:30,31.26,1,0.515,BOTH,1.965,9.29,0,68.16,0.37,1,276.2,1,1,1,59.7,29.4,259.9,2,1,134.6,0,0.11
2025-06-02,1,LONG,13:00,140.76,1,0.515,BOTH,7.204,11.33,0,88.29,0.2323,1,329.5,1,1,1,23.7,11.3,313.1,3,1,187.8,1,0.04
2025-06-03,0,LONG,10:30,115.26,1,0.829,BOTH,1.228,12.7,0,73.47,-0.1709,1,323.5,1,1,1,41.3,12.7,272.8,3,1,169.9,1,0.05
2025-06-03,1,LONG,11:10,169.26,1,0.829,BOTH,4.096,43.33,0,78.96,-0.1952,1,389.5,1,1,1,28.5,59.6,338.8,0,1,235.9,0,0.18
2025-06-04,0,LONG,10:30,-0.74,0,0.626,BOTH,0.485,6.82,0,61.02,0.0687,1,187.8,1,1,1,39.2,6.8,184.0,2,1,88.6,0,0.04
2025-06-04,1,LONG,11:35,-72.74,0,0.626,BOTH,1.626,12.93,0,71.14,0.076,1,207.5,1,1,1,23.8,16.5,203.7,3,1,108.3,0,0.08
2025-06-05,0,LONG,10:35,108.26,1,0.536,BOTH,0.344,14.71,0,56.71,-0.4298,1,82.5,1,1,1,57.3,14.7,104.4,2,1,47.1,0,0.14
2025-06-05,1,LONG,10:50,158.26,1,0.536,BOTH,0.395,8.96,0,61.45,-0.3629,1,125.2,1,1,1,58.2,10.1,147.2,4,1,89.8,1,0.07
2025-06-06,0,LONG,10:35,-0.74,0,0.961,LONG,0.532,15.17,0,84.07,-0.0717,1,81.5,1,1,1,38.5,15.2,224.1,2,1,98.2,0,0.07
2025-06-06,1,LONG,11:45,-95.74,0,0.961,LONG,0.54,18.67,0,82.62,-0.0542,1,78.0,1,1,1,31.5,18.7,220.6,2,1,94.7,0,0.08
2025-06-10,0,LONG,10:30,-93.74,0,0.433,BOTH,1.289,12.26,0,51.75,-0.3691,1,11.2,1,1,1,30.8,12.3,96.4,2,1,42.1,0,0.13
2025-06-10,1,LONG,11:45,84.76,1,0.433,BOTH,0.593,19.83,0,27.23,-0.2682,0,-11.0,0,1,0,29.5,34.5,74.2,2,1,19.8,0,0.46
2025-06-11,0,LONG,10:30,-99.24,0,0.662,BOTH,0.857,13.87,0,67.31,0.1003,1,186.5,1,1,1,32.7,13.9,227.6,3,1,140.2,1,0.06
2025-06-11,1,LONG,11:15,-77.74,0,0.662,BOTH,0.853,9.29,0,66.29,0.0025,1,180.2,1,1,1,25.5,20.1,221.3,4,1,133.9,1,0.09
2025-06-12,0,LONG,10:30,-0.74,0,0.58,BOTH,2.968,14.33,0,64.12,0.2717,0,-24.2,1,1,1,31.0,91.3,120.0,1,1,14.3,0,0.76
2025-06-12,1,LONG,11:20,82.76,1,0.58,BOTH,2.949,4.92,0,62.69,0.2743,0,-43.5,1,1,1,24.7,110.5,100.7,1,0,-4.9,0,1.1
2025-06-13,0,LONG,10:35,-0.74,0,0.44,BOTH,0.679,33.75,0,63.81,0.3156,0,-130.0,1,0,0,51.2,256.9,33.8,2,0,-195.2,0,7.6
2025-06-13,1,LONG,10:50,82.76,1,0.44,BOTH,1.394,3.0,0,66.76,0.2454,0,-99.2,1,0,0,47.0,226.2,64.5,1,0,-164.5,0,3.51
2025-06-16,0,LONG,10:40,-95.74,0,0.855,LONG,5.722,7.08,0,83.98,-0.0906,1,253.0,1,1,1,31.5,103.8,357.1,1,1,260.3,0,0.29
2025-06-16,1,LONG,13:00,-0.74,0,0.855,LONG,7.338,26.42,0,82.63,-0.0608,1,219.5,1,1,1,20.0,26.4,323.6,1,1,226.8,0,0.08
2025-06-23,0,LONG,10:30,-138.24,0,0.803,BOTH,2.655,12.25,0,80.28,-0.2273,1,280.0,1,1,1,45.7,93.2,306.3,1,1,225.0,0,0.3
2025-06-23,1,LONG,13:00,155.76,1,0.803,BOTH,0.513,1.48,0,62.19,-0.1129,1,185.0,1,1,1,51.2,1.5,211.3,3,1,130.0,1,0.01
2025-06-24,0,LONG,10:30,91.26,1,0.706,BOTH,1.266,15.58,0,63.11,-0.0543,1,547.5,1,1,1,31.0,204.1,498.9,1,1,367.1,0,0.41
2025-06-24,1,LONG,11:55,124.26,1,0.706,BOTH,3.66,52.58,0,63.01,-0.2741,1,584.5,1,1,1,20.8,167.1,535.9,0,1,404.1,0,0.31
2025-06-25,0,LONG,10:40,-86.74,0,0.903,LONG,0.509,12.75,0,73.6,-0.0416,1,226.2,1,1,1,28.5,54.5,200.5,3,1,133.2,0,0.27
2025-06-26,0,LONG,10:30,-0.74,0,0.781,BOTH,0.849,18.62,0,74.76,-0.0556,1,70.2,1,1,1,32.7,42.5,178.6,2,1,117.5,0,0.24
2025-06-26,1,LONG,11:30,114.26,1,0.781,BOTH,1.474,19.12,0,77.76,-0.1535,1,70.8,1,1,1,19.2,42.0,179.1,2,1,118.0,0,0.23
2025-06-27,0,LONG,10:30,-0.74,0,0.453,BOTH,2.524,37.5,0,72.15,0.2002,1,219.2,1,1,1,27.3,41.5,247.8,2,1,168.8,0,0.17
2025-06-27,1,LONG,11:00,43.76,1,0.453,BOTH,2.219,30.25,0,68.8,0.2014,1,212.0,1,1,1,27.8,48.8,240.5,2,1,161.5,0,0.2
2025-06-30,0,LONG,10:45,-0.74,0,0.768,BOTH,1.528,4.03,0,49.44,0.0276,1,28.0,0,1,0,27.0,4.0,219.7,3,1,134.2,1,0.02
2025-06-30,1,LONG,13:10,-94.24,0,0.768,BOTH,2.548,2.28,0,36.95,0.0145,1,29.8,0,1,0,15.5,2.3,221.5,3,1,136.0,1,0.01
2025-07-03,0,LONG,10:40,21.76,1,0.933,LONG,4.633,58.25,0,86.84,-0.0983,1,374.5,1,1,1,24.5,70.2,345.7,0,1,266.2,0,0.2
2025-07-03,1,LONG,13:00,38.76,1,0.933,LONG,7.63,61.75,0,79.5,-0.0697,1,378.0,1,1,1,15.3,66.8,349.2,0,1,269.8,0,0.19
2025-07-08,0,LONG,10:30,-91.24,0,0.772,BOTH,0.417,24.79,0,52.7,0.0045,0,-15.5,1,0,0,30.0,24.8,126.3,1,1,50.8,0,0.2
2025-07-08,1,LONG,11:00,88.26,1,0.772,BOTH,1.052,26.25,0,50.85,0.0697,0,-40.0,0,0,0,35.2,49.3,101.8,1,1,26.2,0,0.48
2025-07-09,0,LONG,10:30,11.26,1,0.993,LONG,0.68,17.58,0,66.21,0.4581,1,91.0,1,1,1,30.2,17.6,150.7,2,1,104.2,0,0.12
2025-07-09,1,LONG,11:25,3.76,1,0.993,LONG,0.046,9.93,0,59.97,0.3687,1,72.0,1,1,1,32.3,36.6,131.7,5,1,85.2,0,0.28
2025-07-10,0,LONG,10:45,-0.74,0,0.943,LONG,3.101,27.12,0,44.8,0.1033,0,-45.5,0,0,0,32.2,121.3,27.1,1,0,-47.1,0,4.48
2025-07-14,0,LONG,10:35,121.26,1,0.904,LONG,0.031,11.58,0,70.49,-0.2814,1,40.0,1,1,1,40.3,72.2,49.1,1,0,-11.6,0,1.47
2025-07-14,1,LONG,11:10,19.76,1,0.904,LONG,2.434,6.48,0,76.79,-0.2406,1,105.8,1,1,1,26.5,6.5,114.8,3,1,54.2,0,0.06
2025-07-15,0,LONG,10:30,-104.74,0,0.914,LONG,0.978,38.0,0,66.7,0.1258,1,216.0,1,1,1,34.5,44.2,263.2,1,1,181.0,0,0.17
2025-07-15,1,LONG,11:20,-91.74,0,0.914,LONG,1.517,26.0,0,51.4,0.131,1,204.0,1,1,1,30.2,56.2,251.2,2,1,169.0,0,0.22
2025-07-16,0,LONG,10:30,-102.74,0,0.937,LONG,1.781,18.58,0,52.0,0.0073,0,-177.8,0,0,0,33.8,175.1,18.6,3,0,-121.7,0,9.41
2025-07-16,1,LONG,11:00,-103.24,0,0.937,LONG,1.699,21.08,0,47.95,-0.0944,0,-175.2,1,0,0,34.0,172.6,21.1,3,0,-119.2,0,8.18
2025-07-17,0,LONG,10:30,104.26,1,0.589,BOTH,2.415,12.25,0,70.95,0.3078,1,181.0,1,1,1,29.5,80.2,266.5,2,1,174.0,0,0.3
2025-07-17,1,LONG,11:15,35.26,1,0.589,BOTH,5.182,28.0,0,79.63,0.2748,1,233.2,1,1,1,23.8,28.0,318.8,1,1,226.2,0,0.09
2025-07-18,0,LONG,11:45,-60.74,0,0.768,BOTH,2.723,37.31,0,45.28,-0.0777,1,154.0,0,1,0,19.8,37.3,124.3,1,1,44.9,0,0.3
2025-07-21,0,LONG,10:45,-67.74,0,0.495,BOTH,6.192,23.25,0,73.66,0.4182,1,193.0,1,1,1,22.2,37.0,216.7,2,1,163.2,0,0.17
2025-07-21,1,LONG,13:05,1.76,1,0.495,BOTH,10.714,24.25,0,76.23,0.2924,1,205.8,1,1,1,14.0,24.2,229.5,2,1,176.0,0,0.11
2025-07-22,0,LONG,10:30,-0.74,0,0.784,BOTH,3.281,21.67,0,34.25,0.2148,0,-75.2,0,0,0,43.7,213.3,21.7,1,0,-148.3,0,9.83
2025-07-22,1,LONG,13:00,-0.74,0,0.784,BOTH,7.004,23.67,0,35.5,0.1506,0,-73.2,0,0,0,20.2,211.3,23.7,1,0,-146.3,0,8.92
2025-07-23,0,LONG,10:50,182.26,1,0.808,BOTH,2.234,36.17,0,47.97,-0.1754,1,26.2,0,0,0,30.7,129.7,57.3,1,0,-36.2,0,2.26
2025-07-23,1,LONG,13:00,-0.74,0,0.808,BOTH,1.131,7.08,0,49.62,-0.0674,1,69.5,0,0,0,22.3,86.4,100.6,1,1,7.1,0,0.86
2025-07-24,0,LONG,10:35,20.26,1,0.594,BOTH,0.627,8.83,0,37.69,-0.312,1,129.5,0,1,0,33.5,8.8,170.2,4,1,100.8,1,0.05
2025-07-24,1,LONG,13:00,174.76,1,0.594,BOTH,0.222,12.92,0,49.38,-0.2576,1,153.8,0,1,0,14.7,56.4,194.4,3,1,125.1,0,0.29
2025-07-30,0,LONG,10:30,-78.24,0,0.552,BOTH,1.091,9.0,0,61.95,-0.1282,0,-99.2,1,0,0,25.7,90.8,72.8,1,0,-9.0,0,1.25
2025-07-30,1,LONG,11:20,45.76,1,0.552,BOTH,0.686,22.25,0,56.14,-0.1202,0,-112.5,1,0,0,21.5,104.1,59.6,1,0,-22.2,0,1.75
2025-08-01,0,SHORT,10:30,55.76,1,0.136,SHORT,1.387,32.0,0,33.54,0.0835,0,-694.5,0,0,1,57.5,233.2,649.1,1,0,-478.5,0,0.36
2025-08-01,1,SHORT,10:40,7.26,1,0.136,SHORT,2.377,81.0,0,29.33,0.0722,0,-743.5,0,0,1,54.2,184.2,698.1,0,0,-527.5,0,0.26
2025-08-04,0,LONG,10:40,-0.74,0,0.989,LONG,4.016,6.0,0,83.09,0.3629,1,275.2,1,1,1,31.5,6.0,418.6,1,1,301.2,0,0.01
2025-08-04,1,LONG,10:55,81.76,1,0.989,LONG,3.946,11.5,0,81.96,0.0099,1,269.8,1,1,1,30.7,11.5,413.1,1,1,295.8,0,0.03
2025-08-06,0,LONG,10:30,88.26,1,0.679,BOTH,0.692,16.92,0,72.79,-0.3292,1,25.2,1,0,0,51.7,124.8,91.5,1,0,-16.9,0,1.36
2025-08-06,1,LONG,10:55,82.26,1,0.679,BOTH,2.532,47.08,0,78.52,-0.2918,1,103.0,1,1,1,44.8,47.1,169.2,0,1,60.8,0,0.28
