date,side,pnl,win,fib_runway,fib_floor,fib_density,above_P,above_P_pts,near_golden,struct_rr
2025-03-20,SHORT,225.76,1,165.7,158.4,1,1,6.8,0,1.05
2025-03-20,SHORT,-0.74,0,56.9,267.1,0,0,-101.9,0,0.21
2025-03-24,LONG,-0.74,0,999.0,758.8,0,1,627.1,0,
2025-03-24,LONG,-79.24,0,999.0,792.0,0,1,660.3,0,
2025-03-25,LONG,84.76,1,0.6,162.2,4,1,102.1,0,0.0
2025-03-25,LONG,-0.74,0,52.2,170.7,3,1,110.6,0,0.31
2025-03-26,SHORT,-0.74,0,54.2,196.4,1,0,-145.2,0,0.28
2025-03-26,SHORT,151.26,1,45.5,205.2,1,0,-154.0,0,0.22
2025-03-27,SHORT,-0.74,0,48.0,268.8,0,0,-117.7,0,0.18
2025-03-27,SHORT,-106.24,0,34.2,333.8,2,0,-182.7,0,0.1
2025-03-31,SHORT,55.26,1,38.8,643.5,1,0,-463.0,0,0.06
2025-03-31,SHORT,-185.24,0,307.5,696.0,1,0,-515.5,0,0.44
2025-04-01,LONG,148.76,1,42.7,292.9,0,1,133.1,0,0.15
2025-04-01,LONG,123.26,1,43.6,400.7,1,1,240.8,0,0.11
2025-04-03,SHORT,79.76,1,123.7,942.1,0,0,-723.2,0,0.13
2025-04-03,SHORT,86.76,1,14.9,1050.8,1,0,-831.9,0,
2025-04-08,LONG,-267.24,0,15.8,1455.2,2,1,810.8,0,
2025-04-09,LONG,-0.74,0,627.8,186.7,0,0,-247.4,0,3.36
2025-04-09,LONG,197.76,1,598.6,216.0,0,0,-218.2,0,2.77
2025-04-10,SHORT,200.26,1,817.9,583.6,0,1,149.3,0,1.4
2025-04-10,SHORT,-0.74,0,689.4,712.1,1,1,20.8,0,0.97
2025-04-11,LONG,-0.74,0,250.5,478.0,0,1,113.8,0,0.52
2025-04-11,LONG,-0.74,0,50.0,678.5,0,1,314.2,0,0.07
2025-04-14,LONG,-0.74,0,132.0,681.5,0,1,471.2,0,0.19
2025-04-14,LONG,-200.24,0,79.2,734.2,0,1,524.0,0,0.11
2025-04-15,LONG,-0.74,0,190.6,204.1,1,1,6.8,0,0.93
2025-04-15,LONG,-0.74,0,189.9,204.9,1,1,7.5,0,0.93
2025-04-16,SHORT,-0.74,0,999.0,501.9,1,0,-402.5,0,
2025-04-16,SHORT,166.76,1,999.0,550.9,0,0,-451.5,0,
2025-04-17,LONG,-172.24,0,151.6,296.2,0,1,66.3,0,0.51
2025-04-17,LONG,-0.74,0,170.1,277.7,0,1,47.8,0,0.61
2025-04-21,SHORT,99.26,1,999.0,563.5,0,0,-462.3,0,
2025-04-21,SHORT,-0.74,0,999.0,649.5,0,0,-548.3,0,
2025-04-22,LONG,157.76,1,55.8,587.8,0,1,409.9,0,0.09
2025-04-22,LONG,-98.24,0,137.2,682.1,1,1,504.2,0,0.2
2025-04-23,LONG,-0.74,0,999.0,976.1,0,1,818.2,0,
2025-04-23,LONG,-231.74,0,999.0,944.6,0,1,786.8,0,
2025-04-24,LONG,-0.74,0,5.1,413.6,1,1,253.7,1,0.01
2025-04-24,LONG,-0.74,0,23.6,395.1,2,1,235.2,1,0.06
2025-04-28,LONG,-179.24,0,31.7,212.7,1,1,90.5,0,0.15
2025-04-29,SHORT,-126.74,0,214.2,64.7,0,1,74.8,0,3.31
2025-05-01,LONG,103.26,1,179.3,780.7,0,1,599.6,0,0.23
2025-05-01,LONG,-93.74,0,102.6,857.4,0,1,676.3,0,0.12
2025-05-02,LONG,-0.74,0,101.8,267.6,3,1,165.5,0,0.38
2025-05-02,LONG,193.26,1,19.9,247.3,3,1,145.2,1,0.08
2025-05-05,SHORT,-133.24,0,13.9,243.6,3,0,-145.2,1,0.06
2025-05-06,SHORT,-0.74,0,64.1,309.5,1,0,-230.8,0,0.21
2025-05-08,LONG,-132.24,0,39.2,374.3,1,1,260.0,0,0.1
2025-05-08,LONG,218.26,1,51.8,361.8,0,1,247.5,0,0.14
2025-05-09,SHORT,-126.24,0,49.9,224.7,0,0,-87.4,0,0.22
2025-05-09,SHORT,-0.74,0,94.4,180.2,0,0,-42.9,0,0.52
2025-05-12,LONG,28.26,1,999.0,711.1,0,1,626.2,0,
2025-05-12,LONG,-0.74,0,999.0,819.9,0,1,735.0,0,
2025-05-13,LONG,94.26,1,51.7,458.8,0,1,360.9,0,0.11
2025-05-13,LONG,79.26,1,999.0,530.1,1,1,432.2,0,
2025-05-14,LONG,109.76,1,15.9,256.4,1,1,126.8,0,0.06
2025-05-14,LONG,-0.74,0,14.9,257.4,1,1,127.8,0,0.06
2025-05-15,LONG,186.76,1,91.0,21.3,4,0,-34.8,0,4.27
2025-05-15,LONG,85.76,1,10.7,101.6,3,1,45.4,0,0.11
2025-05-16,LONG,-0.74,0,74.1,140.9,1,1,33.4,0,0.53
