strategy,family,direction,symbol,regime,sharpe,wr,active_days
RSI Revert,Reversion,LONG,HL,NORMAL,-0.424,41.2,17
RSI Revert,Reversion,LONG,HL,WEAK,0.041,47.6,21
RSI Revert,Reversion,SHORT,HL,ALL,0.336,48.9,135
RSI Revert,Reversion,SHORT,HL,STRONG,-1.107,36.7,30
RSI Revert,Reversion,SHORT,HL,NORMAL,0.741,62.5,24
RSI Revert,Reversion,SHORT,HL,CAUTIOUS,0.415,42.1,19
RSI Revert,Reversion,SHORT,HL,WEAK,0.162,57.1,21
RSI Revert,Reversion,SHORT,HL,CHOPPY,0.513,48.8,41
Zscore Revert,Reversion,LONG,HL,ALL,1.56,63.3,49
Zscore Revert,Reversion,SHORT,HL,ALL,0.18,51.9,129
Zscore Revert,Reversion,SHORT,HL,STRONG,-1.114,33.3,30
Zscore Revert,Reversion,SHORT,HL,NORMAL,-0.527,55.6,18
Zscore Revert,Reversion,SHORT,HL,CAUTIOUS,0.765,50.0,20
Zscore Revert,Reversion,SHORT,HL,WEAK,1.057,70.0,20
Zscore Revert,Reversion,SHORT,HL,CHOPPY,0.365,56.1,41
Keltner Revert,Reversion,LONG,HL,ALL,1.424,62.7,51
Keltner Revert,Reversion,SHORT,HL,ALL,-0.798,45.7,129
Keltner Revert,Reversion,SHORT,HL,STRONG,-1.436,30.8,26
Keltner Revert,Reversion,SHORT,HL,NORMAL,-0.984,46.2,26
Keltner Revert,Reversion,SHORT,HL,CAUTIOUS,0.775,54.2,24
Keltner Revert,Reversion,SHORT,HL,WEAK,0.076,52.9,17
Keltner Revert,Reversion,SHORT,HL,CHOPPY,0.014,47.2,36
MFI Revert,Reversion,SHORT,HL,ALL,0.601,51.9,79
MFI Revert,Reversion,SHORT,HL,STRONG,-0.791,40.0,20
MFI Revert,Reversion,SHORT,HL,CAUTIOUS,0.578,46.7,15
MFI Revert,Reversion,SHORT,HL,WEAK,0.971,60.0,15
MFI Revert,Reversion,SHORT,HL,CHOPPY,0.66,60.0,15
RSI Momentum,Momentum,LONG,HL,ALL,-0.336,51.1,135
RSI Momentum,Momentum,LONG,HL,STRONG,1.107,63.3,30
RSI Momentum,Momentum,LONG,HL,NORMAL,-0.741,37.5,24
RSI Momentum,Momentum,LONG,HL,CAUTIOUS,-0.415,57.9,19
RSI Momentum,Momentum,LONG,HL,WEAK,-0.162,42.9,21
RSI Momentum,Momentum,LONG,HL,CHOPPY,-0.513,51.2,41
RSI Momentum,Momentum,SHORT,HL,ALL,-1.281,40.8,76
RSI Momentum,Momentum,SHORT,HL,STRONG,-1.43,29.4,17
RSI Momentum,Momentum,SHORT,HL,NORMAL,0.424,58.8,17
RSI Momentum,Momentum,SHORT,HL,WEAK,-0.041,52.4,21
Donchian/Turtle,Momentum,LONG,HL,ALL,0.539,52.2,138
Donchian/Turtle,Momentum,LONG,HL,STRONG,0.995,63.3,30
Donchian/Turtle,Momentum,LONG,HL,NORMAL,0.836,48.0,25
Donchian/Turtle,Momentum,LONG,HL,CAUTIOUS,-0.885,40.9,22
Donchian/Turtle,Momentum,LONG,HL,WEAK,-0.119,52.6,19
Donchian/Turtle,Momentum,LONG,HL,CHOPPY,0.203,52.4,42
Donchian/Turtle,Momentum,SHORT,HL,ALL,-0.689,44.4,90
Donchian/Turtle,Momentum,SHORT,HL,STRONG,-1.753,28.6,21
Donchian/Turtle,Momentum,SHORT,HL,NORMAL,0.78,50.0,18
Donchian/Turtle,Momentum,SHORT,HL,WEAK,0.454,55.2,29
ADX Trend,Momentum,LONG,HL,ALL,1.198,55.0,200
ADX Trend,Momentum,LONG,HL,STRONG,2.297,72.0,50
ADX Trend,Momentum,LONG,HL,NORMAL,0.264,41.7,36
ADX Trend,Momentum,LONG,HL,CAUTIOUS,-0.209,53.6,28
ADX Trend,Momentum,LONG,HL,WEAK,0.628,61.3,31
ADX Trend,Momentum,LONG,HL,CHOPPY,-0.509,45.5,55
ADX Trend,Momentum,SHORT,HL,ALL,-0.771,47.2,144
ADX Trend,Momentum,SHORT,HL,STRONG,-2.241,30.8,39
ADX Trend,Momentum,SHORT,HL,NORMAL,-0.85,44.0,25
ADX Trend,Momentum,SHORT,HL,CAUTIOUS,0.069,41.2,17
ADX Trend,Momentum,SHORT,HL,WEAK,1.374,70.0,40
ADX Trend,Momentum,SHORT,HL,CHOPPY,-0.636,43.5,23
RSI Revert,Reversion,LONG,HWM,ALL,0.491,51.2,43
RSI Revert,Reversion,SHORT,HWM,ALL,-1.08,44.7,188
RSI Revert,Reversion,SHORT,HWM,STRONG,-2.359,30.0,50
RSI Revert,Reversion,SHORT,HWM,NORMAL,-1.156,37.1,35
RSI Revert,Reversion,SHORT,HWM,CAUTIOUS,1.133,66.7,21
RSI Revert,Reversion,SHORT,HWM,WEAK,1.871,62.9,35
RSI Revert,Reversion,SHORT,HWM,CHOPPY,-1.592,42.6,47
Zscore Revert,Reversion,LONG,HWM,ALL,0.684,50.9,55
Zscore Revert,Reversion,LONG,HWM,WEAK,0.299,36.8,19
Zscore Revert,Reversion,SHORT,HWM,ALL,-0.606,45.0,140
Zscore Revert,Reversion,SHORT,HWM,STRONG,-2.429,28.2,39
Zscore Revert,Reversion,SHORT,HWM,NORMAL,-2.025,20.0,25
Zscore Revert,Reversion,SHORT,HWM,CAUTIOUS,1.229,70.0,20
Zscore Revert,Reversion,SHORT,HWM,WEAK,2.04,74.1,27
Zscore Revert,Reversion,SHORT,HWM,CHOPPY,-0.932,44.8,29
Keltner Revert,Reversion,SHORT,HWM,ALL,-0.148,45.6,158
Keltner Revert,Reversion,SHORT,HWM,STRONG,-1.942,30.0,40
Keltner Revert,Reversion,SHORT,HWM,NORMAL,-1.649,30.8,26
Keltner Revert,Reversion,SHORT,HWM,CAUTIOUS,1.166,66.7,18
Keltner Revert,Reversion,SHORT,HWM,WEAK,2.477,69.7,33
Keltner Revert,Reversion,SHORT,HWM,CHOPPY,-1.447,41.5,41
MFI Revert,Reversion,SHORT,HWM,ALL,-0.434,45.8,96
MFI Revert,Reversion,SHORT,HWM,STRONG,-2.496,19.2,26
MFI Revert,Reversion,SHORT,HWM,WEAK,2.076,81.0,21
MFI Revert,Reversion,SHORT,HWM,CHOPPY,-1.356,39.3,28
RSI Momentum,Momentum,LONG,HWM,ALL,1.08,55.3,188
RSI Momentum,Momentum,LONG,HWM,STRONG,2.359,70.0,50
RSI Momentum,Momentum,LONG,HWM,NORMAL,1.156,62.9,35
RSI Momentum,Momentum,LONG,HWM,CAUTIOUS,-1.133,33.3,21
RSI Momentum,Momentum,LONG,HWM,WEAK,-1.871,37.1,35
RSI Momentum,Momentum,LONG,HWM,CHOPPY,1.592,57.4,47
RSI Momentum,Momentum,SHORT,HWM,ALL,-0.491,48.8,43
Donchian/Turtle,Momentum,LONG,HWM,ALL,0.475,55.1,198
Donchian/Turtle,Momentum,LONG,HWM,STRONG,2.766,76.0,50
Donchian/Turtle,Momentum,LONG,HWM,NORMAL,1.637,69.4,36
Donchian/Turtle,Momentum,LONG,HWM,CAUTIOUS,-1.416,32.0,25
Donchian/Turtle,Momentum,LONG,HWM,WEAK,-2.465,30.8,39
Donchian/Turtle,Momentum,LONG,HWM,CHOPPY,1.129,54.2,48
Donchian/Turtle,Momentum,SHORT,HWM,ALL,-1.323,45.8,48
Donchian/Turtle,Momentum,SHORT,HWM,WEAK,-0.497,62.5,16
ADX Trend,Momentum,LONG,HWM,ALL,2.099,58.4,221
ADX Trend,Momentum,LONG,HWM,STRONG,2.538,73.4,64
ADX Trend,Momentum,LONG,HWM,NORMAL,1.749,70.0,40
ADX Trend,Momentum,LONG,HWM,CAUTIOUS,-0.878,32.1,28
ADX Trend,Momentum,LONG,HWM,WEAK,-1.354,38.5,39
ADX Trend,Momentum,LONG,HWM,CHOPPY,1.515,60.0,50
ADX Trend,Momentum,SHORT,HWM,ALL,-0.859,49.0,153
ADX Trend,Momentum,SHORT,HWM,STRONG,-2.097,20.0,35
ADX Trend,Momentum,SHORT,HWM,NORMAL,-0.354,52.0,25
ADX Trend,Momentum,SHORT,HWM,CAUTIOUS,-0.386,42.9,21
ADX Trend,Momentum,SHORT,HWM,WEAK,1.671,75.0,32
ADX Trend,Momentum,SHORT,HWM,CHOPPY,-0.184,55.0,40
RSI Revert,Reversion,LONG,IREN,ALL,0.718,56.2,80
RSI Revert,Reversion,LONG,IREN,STRONG,1.991,73.1,26
RSI Revert,Reversion,LONG,IREN,WEAK,-1.117,40.9,22
RSI Revert,Reversion,LONG,IREN,CHOPPY,-1.042,26.7,15
RSI Revert,Reversion,SHORT,IREN,ALL,-0.928,48.6,144
RSI Revert,Reversion,SHORT,IREN,STRONG,-1.396,38.2,34
RSI Revert,Reversion,SHORT,IREN,NORMAL,-2.044,26.1,23
RSI Revert,Reversion,SHORT,IREN,CAUTIOUS,0.462,55.6,18
RSI Revert,Reversion,SHORT,IREN,WEAK,1.31,73.7,19
RSI Revert,Reversion,SHORT,IREN,CHOPPY,-0.462,54.0,50
Zscore Revert,Reversion,LONG,IREN,ALL,0.2,46.4,69
Zscore Revert,Reversion,LONG,IREN,STRONG,1.634,72.2,18
Zscore Revert,Reversion,LONG,IREN,WEAK,-1.442,23.8,21
Zscore Revert,Reversion,SHORT,IREN,ALL,-0.88,51.0,143
Zscore Revert,Reversion,SHORT,IREN,STRONG,-1.287,44.1,34
Zscore Revert,Reversion,SHORT,IREN,NORMAL,-1.517,30.8,26
Zscore Revert,Reversion,SHORT,IREN,WEAK,1.624,78.3,23
Zscore Revert,Reversion,SHORT,IREN,CHOPPY,-0.138,57.4,47
Keltner Revert,Reversion,LONG,IREN,ALL,0.107,43.8,73
Keltner Revert,Reversion,LONG,IREN,STRONG,1.999,88.9,18
Keltner Revert,Reversion,LONG,IREN,WEAK,-2.193,16.0,25
Keltner Revert,Reversion,SHORT,IREN,ALL,-1.006,49.7,147
Keltner Revert,Reversion,SHORT,IREN,STRONG,-1.328,39.4,33
Keltner Revert,Reversion,SHORT,IREN,NORMAL,-1.556,32.1,28
Keltner Revert,Reversion,SHORT,IREN,CAUTIOUS,-0.655,43.8,16
Keltner Revert,Reversion,SHORT,IREN,WEAK,1.394,77.3,22
Keltner Revert,Reversion,SHORT,IREN,CHOPPY,-0.157,56.2,48
MFI Revert,Reversion,LONG,IREN,ALL,0.228,36.4,22
MFI Revert,Reversion,SHORT,IREN,ALL,-2.271,39.0,77
MFI Revert,Reversion,SHORT,IREN,STRONG,-1.344,28.6,21
MFI Revert,Reversion,SHORT,IREN,CHOPPY,-0.37,52.0,25
RSI Momentum,Momentum,LONG,IREN,ALL,0.928,51.4,144
RSI Momentum,Momentum,LONG,IREN,STRONG,1.396,61.8,34
RSI Momentum,Momentum,LONG,IREN,NORMAL,2.044,73.9,23
RSI Momentum,Momentum,LONG,IREN,CAUTIOUS,-0.462,44.4,18
RSI Momentum,Momentum,LONG,IREN,WEAK,-1.31,26.3,19
RSI Momentum,Momentum,LONG,IREN,CHOPPY,0.462,46.0,50
RSI Momentum,Momentum,SHORT,IREN,ALL,-0.718,43.8,80
RSI Momentum,Momentum,SHORT,IREN,STRONG,-1.991,26.9,26
RSI Momentum,Momentum,SHORT,IREN,WEAK,1.117,59.1,22
RSI Momentum,Momentum,SHORT,IREN,CHOPPY,1.042,73.3,15
Donchian/Turtle,Momentum,LONG,IREN,ALL,0.854,49.4,166
Donchian/Turtle,Momentum,LONG,IREN,STRONG,1.797,62.5,40
Donchian/Turtle,Momentum,LONG,IREN,NORMAL,1.799,66.7,33
Donchian/Turtle,Momentum,LONG,IREN,CAUTIOUS,-0.148,46.7,15
Donchian/Turtle,Momentum,LONG,IREN,WEAK,-1.594,26.7,30
Donchian/Turtle,Momentum,LONG,IREN,CHOPPY,0.071,41.7,48
Donchian/Turtle,Momentum,SHORT,IREN,ALL,-0.846,50.0,108
Donchian/Turtle,Momentum,SHORT,IREN,STRONG,-2.202,25.0,32
Donchian/Turtle,Momentum,SHORT,IREN,NORMAL,-0.647,40.0,20
Donchian/Turtle,Momentum,SHORT,IREN,WEAK,1.605,74.1,27
Donchian/Turtle,Momentum,SHORT,IREN,CHOPPY,0.731,75.0,16
ADX Trend,Momentum,LONG,IREN,ALL,0.974,49.5,210
ADX Trend,Momentum,LONG,IREN,STRONG,2.255,66.7,51
ADX Trend,Momentum,LONG,IREN,NORMAL,1.682,60.5,43
ADX Trend,Momentum,LONG,IREN,CAUTIOUS,-0.076,45.5,22
ADX Trend,Momentum,LONG,IREN,WEAK,-1.61,23.5,34
ADX Trend,Momentum,LONG,IREN,CHOPPY,-0.107,43.3,60
ADX Trend,Momentum,SHORT,IREN,ALL,-1.074,48.4,153
ADX Trend,Momentum,SHORT,IREN,STRONG,-2.671,26.0,50
ADX Trend,Momentum,SHORT,IREN,NORMAL,-1.64,29.4,17
ADX Trend,Momentum,SHORT,IREN,CAUTIOUS,-0.529,40.0,15
ADX Trend,Momentum,SHORT,IREN,WEAK,2.809,79.5,39
ADX Trend,Momentum,SHORT,IREN,CHOPPY,0.045,59.4,32
RSI Revert,Reversion,LONG,KKR,ALL,-0.493,47.2,123
RSI Revert,Reversion,LONG,KKR,STRONG,2.777,86.7,30
RSI Revert,Reversion,LONG,KKR,NORMAL,1.242,57.1,21
RSI Revert,Reversion,LONG,KKR,CAUTIOUS,-0.636,37.5,16
RSI Revert,Reversion,LONG,KKR,WEAK,-1.742,18.9,37
RSI Revert,Reversion,LONG,KKR,CHOPPY,-0.551,36.8,19
RSI Revert,Reversion,SHORT,KKR,ALL,-0.286,51.9,162
RSI Revert,Reversion,SHORT,KKR,STRONG,-2.385,20.5,44
RSI Revert,Reversion,SHORT,KKR,NORMAL,-1.181,40.6,32
RSI Revert,Reversion,SHORT,KKR,CAUTIOUS,2.045,88.9,18
RSI Revert,Reversion,SHORT,KKR,WEAK,2.936,85.7,28
RSI Revert,Reversion,SHORT,KKR,CHOPPY,-0.014,55.0,40
Zscore Revert,Reversion,LONG,KKR,ALL,-0.351,49.0,100
Zscore Revert,Reversion,LONG,KKR,STRONG,2.211,76.9,26
Zscore Revert,Reversion,LONG,KKR,NORMAL,0.893,56.2,16
Zscore Revert,Reversion,LONG,KKR,WEAK,-1.445,20.7,29
Zscore Revert,Reversion,LONG,KKR,CHOPPY,0.021,52.9,17
Zscore Revert,Reversion,SHORT,KKR,ALL,-0.244,46.4,97
Zscore Revert,Reversion,SHORT,KKR,STRONG,-1.431,18.2,22
Zscore Revert,Reversion,SHORT,KKR,NORMAL,-1.363,31.2,16
Zscore Revert,Reversion,SHORT,KKR,WEAK,1.999,75.0,16
Zscore Revert,Reversion,SHORT,KKR,CHOPPY,-0.196,51.7,29
Keltner Revert,Reversion,LONG,KKR,ALL,-0.448,45.7,81
Keltner Revert,Reversion,LONG,KKR,STRONG,2.2,84.2,19
Keltner Revert,Reversion,LONG,KKR,WEAK,-1.218,19.2,26
Keltner Revert,Reversion,SHORT,KKR,ALL,0.567,56.4,110
Keltner Revert,Reversion,SHORT,KKR,STRONG,-1.301,18.2,22
Keltner Revert,Reversion,SHORT,KKR,NORMAL,-0.842,45.8,24
Keltner Revert,Reversion,SHORT,KKR,CAUTIOUS,1.037,76.5,17
Keltner Revert,Reversion,SHORT,KKR,WEAK,2.107,86.7,15
Keltner Revert,Reversion,SHORT,KKR,CHOPPY,1.149,65.6,32
MFI Revert,Reversion,LONG,KKR,ALL,-0.804,46.9,64
MFI Revert,Reversion,LONG,KKR,STRONG,1.79,87.5,16
MFI Revert,Reversion,SHORT,KKR,ALL,0.982,76.5,17
RSI Momentum,Momentum,LONG,KKR,ALL,0.286,48.1,162
RSI Momentum,Momentum,LONG,KKR,STRONG,2.385,79.5,44
RSI Momentum,Momentum,LONG,KKR,NORMAL,1.181,59.4,32
RSI Momentum,Momentum,LONG,KKR,CAUTIOUS,-2.045,11.1,18
RSI Momentum,Momentum,LONG,KKR,WEAK,-2.936,14.3,28
RSI Momentum,Momentum,LONG,KKR,CHOPPY,0.014,45.0,40
RSI Momentum,Momentum,SHORT,KKR,ALL,0.493,52.8,123
RSI Momentum,Momentum,SHORT,KKR,STRONG,-2.777,13.3,30
RSI Momentum,Momentum,SHORT,KKR,NORMAL,-1.242,42.9,21
RSI Momentum,Momentum,SHORT,KKR,CAUTIOUS,0.636,62.5,16
RSI Momentum,Momentum,SHORT,KKR,WEAK,1.742,81.1,37
RSI Momentum,Momentum,SHORT,KKR,CHOPPY,0.551,63.2,19
Donchian/Turtle,Momentum,LONG,KKR,ALL,0.887,54.1,133
Donchian/Turtle,Momentum,LONG,KKR,STRONG,2.366,86.1,36
Donchian/Turtle,Momentum,LONG,KKR,NORMAL,1.084,65.4,26
Donchian/Turtle,Momentum,LONG,KKR,CAUTIOUS,-1.085,27.8,18
Donchian/Turtle,Momentum,LONG,KKR,WEAK,-2.151,21.1,19
Donchian/Turtle,Momentum,LONG,KKR,CHOPPY,0.251,44.1,34
Donchian/Turtle,Momentum,SHORT,KKR,ALL,0.311,52.7,148
Donchian/Turtle,Momentum,SHORT,KKR,STRONG,-2.458,22.9,35
Donchian/Turtle,Momentum,SHORT,KKR,NORMAL,-0.593,50.0,24
Donchian/Turtle,Momentum,SHORT,KKR,CAUTIOUS,0.863,66.7,18
Donchian/Turtle,Momentum,SHORT,KKR,WEAK,1.601,79.1,43
Donchian/Turtle,Momentum,SHORT,KKR,CHOPPY,-0.382,42.9,28
ADX Trend,Momentum,LONG,KKR,ALL,-0.021,53.4,163
ADX Trend,Momentum,LONG,KKR,STRONG,2.455,88.4,43
ADX Trend,Momentum,LONG,KKR,NORMAL,1.333,62.5,32
ADX Trend,Momentum,LONG,KKR,CAUTIOUS,-0.751,32.0,25
ADX Trend,Momentum,LONG,KKR,WEAK,-2.5,13.0,23
ADX Trend,Momentum,LONG,KKR,CHOPPY,-0.77,45.0,40
ADX Trend,Momentum,SHORT,KKR,ALL,0.312,52.8,176
ADX Trend,Momentum,SHORT,KKR,STRONG,-2.988,25.0,48
ADX Trend,Momentum,SHORT,KKR,NORMAL,-1.398,40.7,27
ADX Trend,Momentum,SHORT,KKR,WEAK,2.746,80.4,46
ADX Trend,Momentum,SHORT,KKR,CHOPPY,0.237,51.2,41
RSI Revert,Reversion,LONG,LLY,ALL,0.914,52.4,84
RSI Revert,Reversion,LONG,LLY,STRONG,1.359,73.3,15
RSI Revert,Reversion,LONG,LLY,NORMAL,0.567,46.7,15
RSI Revert,Reversion,LONG,LLY,WEAK,-1.329,33.3,18
RSI Revert,Reversion,LONG,LLY,CHOPPY,0.961,65.2,23
RSI Revert,Reversion,SHORT,LLY,ALL,0.709,53.9,141
RSI Revert,Reversion,SHORT,LLY,STRONG,-0.569,46.9,32
RSI Revert,Reversion,SHORT,LLY,NORMAL,0.064,41.4,29
RSI Revert,Reversion,SHORT,LLY,WEAK,1.445,64.7,34
RSI Revert,Reversion,SHORT,LLY,CHOPPY,0.641,57.1,35
Zscore Revert,Reversion,LONG,LLY,ALL,0.519,57.4,68
Zscore Revert,Reversion,LONG,LLY,STRONG,0.897,72.2,18
Zscore Revert,Reversion,LONG,LLY,WEAK,-0.922,42.1,19
Zscore Revert,Reversion,LONG,LLY,CHOPPY,0.231,53.3,15
Zscore Revert,Reversion,SHORT,LLY,ALL,-0.045,48.4,64
Zscore Revert,Reversion,SHORT,LLY,CHOPPY,-0.191,45.8,24
Keltner Revert,Reversion,LONG,LLY,ALL,1.156,56.0,75
Keltner Revert,Reversion,LONG,LLY,STRONG,1.464,75.0,16
Keltner Revert,Reversion,LONG,LLY,WEAK,-0.976,33.3,18
Keltner Revert,Reversion,LONG,LLY,CHOPPY,1.018,66.7,15
Keltner Revert,Reversion,SHORT,LLY,ALL,-0.072,50.0,94
Keltner Revert,Reversion,SHORT,LLY,STRONG,-0.257,56.5,23
Keltner Revert,Reversion,SHORT,LLY,WEAK,0.983,56.0,25
Keltner Revert,Reversion,SHORT,LLY,CHOPPY,-0.296,42.3,26
MFI Revert,Reversion,SHORT,LLY,ALL,0.447,53.1,98
MFI Revert,Reversion,SHORT,LLY,STRONG,-1.224,34.8,23
MFI Revert,Reversion,SHORT,LLY,NORMAL,0.178,54.2,24
MFI Revert,Reversion,SHORT,LLY,WEAK,1.606,71.4,21
MFI Revert,Reversion,SHORT,LLY,CHOPPY,-0.013,47.6,21
RSI Momentum,Momentum,LONG,LLY,ALL,-0.709,46.1,141
RSI Momentum,Momentum,LONG,LLY,STRONG,0.569,53.1,32
RSI Momentum,Momentum,LONG,LLY,NORMAL,-0.064,58.6,29
RSI Momentum,Momentum,LONG,LLY,WEAK,-1.445,35.3,34
RSI Momentum,Momentum,LONG,LLY,CHOPPY,-0.641,42.9,35
RSI Momentum,Momentum,SHORT,LLY,ALL,-0.914,47.6,84
RSI Momentum,Momentum,SHORT,LLY,STRONG,-1.359,26.7,15
RSI Momentum,Momentum,SHORT,LLY,NORMAL,-0.567,53.3,15
RSI Momentum,Momentum,SHORT,LLY,WEAK,1.329,66.7,18
RSI Momentum,Momentum,SHORT,LLY,CHOPPY,-0.961,34.8,23
Donchian/Turtle,Momentum,LONG,LLY,ALL,-0.372,47.2,125
Donchian/Turtle,Momentum,LONG,LLY,STRONG,0.471,51.7,29
Donchian/Turtle,Momentum,LONG,LLY,NORMAL,0.004,58.3,24
Donchian/Turtle,Momentum,LONG,LLY,WEAK,-0.744,40.0,25
Donchian/Turtle,Momentum,LONG,LLY,CHOPPY,0.15,48.5,33
Donchian/Turtle,Momentum,SHORT,LLY,ALL,-0.718,47.2,125
Donchian/Turtle,Momentum,SHORT,LLY,STRONG,-1.656,31.4,35
Donchian/Turtle,Momentum,SHORT,LLY,NORMAL,-0.745,46.2,26
Donchian/Turtle,Momentum,SHORT,LLY,CAUTIOUS,-0.271,53.3,15
Donchian/Turtle,Momentum,SHORT,LLY,WEAK,1.333,66.7,27
Donchian/Turtle,Momentum,SHORT,LLY,CHOPPY,-0.246,45.5,22
ADX Trend,Momentum,LONG,LLY,ALL,0.369,49.5,190
ADX Trend,Momentum,LONG,LLY,STRONG,1.079,56.0,50
ADX Trend,Momentum,LONG,LLY,NORMAL,0.056,58.5,41
ADX Trend,Momentum,LONG,LLY,CAUTIOUS,-0.24,37.0,27
ADX Trend,Momentum,LONG,LLY,WEAK,-1.36,41.0,39
ADX Trend,Momentum,LONG,LLY,CHOPPY,0.752,48.5,33
ADX Trend,Momentum,SHORT,LLY,ALL,-1.449,40.6,138
ADX Trend,Momentum,SHORT,LLY,STRONG,-2.182,23.5,34
ADX Trend,Momentum,SHORT,LLY,NORMAL,-0.88,42.3,26
ADX Trend,Momentum,SHORT,LLY,WEAK,0.921,61.3,31
ADX Trend,Momentum,SHORT,LLY,CHOPPY,-1.241,33.3,36
RSI Revert,Reversion,LONG,MDB,ALL,1.373,58.3,103
RSI Revert,Reversion,LONG,MDB,STRONG,1.669,79.3,29
RSI Revert,Reversion,LONG,MDB,WEAK,0.047,35.7,28
RSI Revert,Reversion,LONG,MDB,CHOPPY,0.325,47.6,21
RSI Revert,Reversion,SHORT,MDB,ALL,0.244,53.9,141
RSI Revert,Reversion,SHORT,MDB,STRONG,-1.549,32.5,40
RSI Revert,Reversion,SHORT,MDB,NORMAL,-0.821,58.3,24
RSI Revert,Reversion,SHORT,MDB,CAUTIOUS,1.474,73.3,15
RSI Revert,Reversion,SHORT,MDB,WEAK,2.121,70.0,30
RSI Revert,Reversion,SHORT,MDB,CHOPPY,0.83,53.1,32
Zscore Revert,Reversion,LONG,MDB,ALL,-0.377,47.5,59
Zscore Revert,Reversion,LONG,MDB,WEAK,-0.93,32.0,25
Zscore Revert,Reversion,SHORT,MDB,ALL,-0.256,50.8,122
Zscore Revert,Reversion,SHORT,MDB,STRONG,-0.982,43.8,32
Zscore Revert,Reversion,SHORT,MDB,NORMAL,-0.952,46.2,26
Zscore Revert,Reversion,SHORT,MDB,CAUTIOUS,0.775,66.7,15
Zscore Revert,Reversion,SHORT,MDB,WEAK,1.505,64.0,25
Zscore Revert,Reversion,SHORT,MDB,CHOPPY,-0.675,41.7,24
Keltner Revert,Reversion,LONG,MDB,ALL,0.3,56.2,80
Keltner Revert,Reversion,LONG,MDB,STRONG,1.486,80.0,25
Keltner Revert,Reversion,LONG,MDB,WEAK,-0.824,25.0,24
Keltner Revert,Reversion,SHORT,MDB,ALL,1.144,57.2,138
Keltner Revert,Reversion,SHORT,MDB,STRONG,-0.976,40.0,35
Keltner Revert,Reversion,SHORT,MDB,NORMAL,0.417,63.0,27
Keltner Revert,Reversion,SHORT,MDB,CAUTIOUS,1.303,66.7,21
Keltner Revert,Reversion,SHORT,MDB,WEAK,1.829,73.3,30
Keltner Revert,Reversion,SHORT,MDB,CHOPPY,0.381,48.0,25
MFI Revert,Reversion,LONG,MDB,ALL,1.602,70.0,40
MFI Revert,Reversion,LONG,MDB,STRONG,1.891,93.3,15
MFI Revert,Reversion,SHORT,MDB,ALL,0.027,50.0,22
RSI Momentum,Momentum,LONG,MDB,ALL,-0.244,46.1,141
RSI Momentum,Momentum,LONG,MDB,STRONG,1.549,67.5,40
RSI Momentum,Momentum,LONG,MDB,NORMAL,0.821,41.7,24
RSI Momentum,Momentum,LONG,MDB,CAUTIOUS,-1.474,26.7,15
RSI Momentum,Momentum,LONG,MDB,WEAK,-2.121,30.0,30
RSI Momentum,Momentum,LONG,MDB,CHOPPY,-0.83,46.9,32
RSI Momentum,Momentum,SHORT,MDB,ALL,-1.373,41.7,103
RSI Momentum,Momentum,SHORT,MDB,STRONG,-1.669,20.7,29
RSI Momentum,Momentum,SHORT,MDB,WEAK,-0.047,64.3,28
RSI Momentum,Momentum,SHORT,MDB,CHOPPY,-0.325,52.4,21
Donchian/Turtle,Momentum,LONG,MDB,ALL,-0.135,47.5,120
Donchian/Turtle,Momentum,LONG,MDB,STRONG,1.193,62.5,32
Donchian/Turtle,Momentum,LONG,MDB,NORMAL,0.334,45.8,24
Donchian/Turtle,Momentum,LONG,MDB,CAUTIOUS,-1.014,35.3,17
Donchian/Turtle,Momentum,LONG,MDB,WEAK,-1.943,26.9,26
Donchian/Turtle,Momentum,LONG,MDB,CHOPPY,0.937,61.9,21
Donchian/Turtle,Momentum,SHORT,MDB,ALL,-0.943,48.5,101
Donchian/Turtle,Momentum,SHORT,MDB,STRONG,-2.046,24.1,29
Donchian/Turtle,Momentum,SHORT,MDB,CAUTIOUS,0.41,68.8,16
Donchian/Turtle,Momentum,SHORT,MDB,WEAK,0.701,69.2,26
Donchian/Turtle,Momentum,SHORT,MDB,CHOPPY,-0.833,57.9,19
ADX Trend,Momentum,LONG,MDB,ALL,-1.081,44.5,191
ADX Trend,Momentum,LONG,MDB,STRONG,1.618,67.3,49
ADX Trend,Momentum,LONG,MDB,NORMAL,0.207,50.0,36
ADX Trend,Momentum,LONG,MDB,CAUTIOUS,-1.969,26.5,34
ADX Trend,Momentum,LONG,MDB,WEAK,-2.024,24.1,29
ADX Trend,Momentum,LONG,MDB,CHOPPY,-0.453,41.9,43
ADX Trend,Momentum,SHORT,MDB,ALL,-0.5,49.5,200
ADX Trend,Momentum,SHORT,MDB,STRONG,-2.76,18.0,50
ADX Trend,Momentum,SHORT,MDB,NORMAL,-1.316,31.2,32
ADX Trend,Momentum,SHORT,MDB,CAUTIOUS,0.156,59.1,22
ADX Trend,Momentum,SHORT,MDB,WEAK,1.666,77.8,54
ADX Trend,Momentum,SHORT,MDB,CHOPPY,0.693,59.5,42
RSI Revert,Reversion,LONG,MRVL,ALL,0.126,57.0,93
RSI Revert,Reversion,LONG,MRVL,STRONG,2.195,81.0,21
RSI Revert,Reversion,LONG,MRVL,WEAK,-1.17,36.0,25
RSI Revert,Reversion,LONG,MRVL,CHOPPY,0.191,59.1,22
