strategy,family,direction,symbol,regime,sharpe,wr,active_days
ADX Trend,Momentum,SHORT,CACI,CHOPPY,0.423,57.1,42
RSI Revert,Reversion,LONG,CIFR,ALL,0.716,50.0,76
RSI Revert,Reversion,LONG,CIFR,STRONG,2.342,84.2,19
RSI Revert,Reversion,LONG,CIFR,WEAK,-1.458,30.4,23
RSI Revert,Reversion,LONG,CIFR,CHOPPY,1.017,46.7,15
RSI Revert,Reversion,SHORT,CIFR,ALL,-0.664,52.4,124
RSI Revert,Reversion,SHORT,CIFR,STRONG,-1.773,34.5,29
RSI Revert,Reversion,SHORT,CIFR,NORMAL,-1.02,40.0,20
RSI Revert,Reversion,SHORT,CIFR,WEAK,1.722,75.0,20
RSI Revert,Reversion,SHORT,CIFR,CHOPPY,-0.541,53.3,45
Zscore Revert,Reversion,LONG,CIFR,ALL,0.855,45.8,83
Zscore Revert,Reversion,LONG,CIFR,STRONG,2.431,80.0,20
Zscore Revert,Reversion,LONG,CIFR,WEAK,-2.353,12.5,24
Zscore Revert,Reversion,SHORT,CIFR,ALL,0.058,57.5,146
Zscore Revert,Reversion,SHORT,CIFR,STRONG,-1.349,45.2,31
Zscore Revert,Reversion,SHORT,CIFR,NORMAL,-1.419,33.3,24
Zscore Revert,Reversion,SHORT,CIFR,WEAK,2.404,80.0,30
Zscore Revert,Reversion,SHORT,CIFR,CHOPPY,-0.074,60.0,50
Keltner Revert,Reversion,LONG,CIFR,ALL,-0.303,41.9,43
Keltner Revert,Reversion,LONG,CIFR,WEAK,-0.847,35.0,20
Keltner Revert,Reversion,SHORT,CIFR,ALL,-0.383,56.8,125
Keltner Revert,Reversion,SHORT,CIFR,STRONG,-1.499,40.7,27
Keltner Revert,Reversion,SHORT,CIFR,NORMAL,-1.245,42.1,19
Keltner Revert,Reversion,SHORT,CIFR,WEAK,2.002,82.6,23
Keltner Revert,Reversion,SHORT,CIFR,CHOPPY,-0.361,55.6,45
MFI Revert,Reversion,SHORT,CIFR,ALL,-1.769,46.5,86
MFI Revert,Reversion,SHORT,CIFR,STRONG,-1.723,33.3,24
MFI Revert,Reversion,SHORT,CIFR,NORMAL,-1.569,40.0,20
MFI Revert,Reversion,SHORT,CIFR,CHOPPY,-0.701,51.9,27
RSI Momentum,Momentum,LONG,CIFR,ALL,0.664,47.6,124
RSI Momentum,Momentum,LONG,CIFR,STRONG,1.773,65.5,29
RSI Momentum,Momentum,LONG,CIFR,NORMAL,1.02,60.0,20
RSI Momentum,Momentum,LONG,CIFR,WEAK,-1.722,25.0,20
RSI Momentum,Momentum,LONG,CIFR,CHOPPY,0.541,46.7,45
RSI Momentum,Momentum,SHORT,CIFR,ALL,-0.716,50.0,76
RSI Momentum,Momentum,SHORT,CIFR,STRONG,-2.342,15.8,19
RSI Momentum,Momentum,SHORT,CIFR,WEAK,1.458,69.6,23
RSI Momentum,Momentum,SHORT,CIFR,CHOPPY,-1.017,53.3,15
Donchian/Turtle,Momentum,LONG,CIFR,ALL,0.197,43.0,149
Donchian/Turtle,Momentum,LONG,CIFR,STRONG,1.719,59.4,32
Donchian/Turtle,Momentum,LONG,CIFR,NORMAL,1.168,55.2,29
Donchian/Turtle,Momentum,LONG,CIFR,WEAK,-2.174,22.2,27
Donchian/Turtle,Momentum,LONG,CIFR,CHOPPY,-0.149,39.6,48
Donchian/Turtle,Momentum,SHORT,CIFR,ALL,-0.775,50.5,93
Donchian/Turtle,Momentum,SHORT,CIFR,STRONG,-2.46,23.1,26
Donchian/Turtle,Momentum,SHORT,CIFR,NORMAL,-0.715,43.8,16
Donchian/Turtle,Momentum,SHORT,CIFR,WEAK,1.746,78.6,28
ADX Trend,Momentum,LONG,CIFR,ALL,0.042,44.6,177
ADX Trend,Momentum,LONG,CIFR,STRONG,1.369,58.1,31
ADX Trend,Momentum,LONG,CIFR,NORMAL,0.988,46.9,32
ADX Trend,Momentum,LONG,CIFR,CAUTIOUS,-0.894,32.1,28
ADX Trend,Momentum,LONG,CIFR,WEAK,-2.111,31.2,32
ADX Trend,Momentum,LONG,CIFR,CHOPPY,0.849,50.0,54
ADX Trend,Momentum,SHORT,CIFR,ALL,-1.63,45.6,149
ADX Trend,Momentum,SHORT,CIFR,STRONG,-3.084,24.0,50
ADX Trend,Momentum,SHORT,CIFR,NORMAL,-1.18,40.9,22
ADX Trend,Momentum,SHORT,CIFR,CAUTIOUS,0.172,40.0,15
ADX Trend,Momentum,SHORT,CIFR,WEAK,2.064,73.5,34
ADX Trend,Momentum,SHORT,CIFR,CHOPPY,-0.735,57.1,28
RSI Revert,Reversion,LONG,COHR,ALL,0.154,60.0,35
RSI Revert,Reversion,SHORT,COHR,ALL,-0.541,42.5,153
RSI Revert,Reversion,SHORT,COHR,STRONG,-2.921,12.1,33
RSI Revert,Reversion,SHORT,COHR,NORMAL,-1.639,27.3,22
RSI Revert,Reversion,SHORT,COHR,CAUTIOUS,0.336,45.5,22
RSI Revert,Reversion,SHORT,COHR,WEAK,1.628,83.9,31
RSI Revert,Reversion,SHORT,COHR,CHOPPY,0.028,42.2,45
Zscore Revert,Reversion,LONG,COHR,ALL,0.865,61.8,55
Zscore Revert,Reversion,LONG,COHR,WEAK,-0.741,36.4,22
Zscore Revert,Reversion,SHORT,COHR,ALL,-0.066,48.2,141
Zscore Revert,Reversion,SHORT,COHR,STRONG,-2.732,15.2,33
Zscore Revert,Reversion,SHORT,COHR,NORMAL,-1.588,35.7,28
Zscore Revert,Reversion,SHORT,COHR,CAUTIOUS,0.776,60.0,20
Zscore Revert,Reversion,SHORT,COHR,WEAK,1.967,93.1,29
Zscore Revert,Reversion,SHORT,COHR,CHOPPY,-0.157,45.2,31
Keltner Revert,Reversion,LONG,COHR,ALL,0.405,58.5,41
Keltner Revert,Reversion,LONG,COHR,WEAK,-0.571,40.0,20
Keltner Revert,Reversion,SHORT,COHR,ALL,-0.232,44.6,139
Keltner Revert,Reversion,SHORT,COHR,STRONG,-2.494,18.8,32
Keltner Revert,Reversion,SHORT,COHR,NORMAL,-1.261,35.7,28
Keltner Revert,Reversion,SHORT,COHR,CAUTIOUS,-0.766,36.8,19
Keltner Revert,Reversion,SHORT,COHR,WEAK,1.585,95.7,23
Keltner Revert,Reversion,SHORT,COHR,CHOPPY,0.624,45.9,37
MFI Revert,Reversion,SHORT,COHR,ALL,0.708,44.6,65
MFI Revert,Reversion,SHORT,COHR,CHOPPY,0.754,37.5,24
RSI Momentum,Momentum,LONG,COHR,ALL,0.541,57.5,153
RSI Momentum,Momentum,LONG,COHR,STRONG,2.921,87.9,33
RSI Momentum,Momentum,LONG,COHR,NORMAL,1.639,72.7,22
RSI Momentum,Momentum,LONG,COHR,CAUTIOUS,-0.336,54.5,22
RSI Momentum,Momentum,LONG,COHR,WEAK,-1.628,16.1,31
RSI Momentum,Momentum,LONG,COHR,CHOPPY,-0.028,57.8,45
RSI Momentum,Momentum,SHORT,COHR,ALL,-0.154,40.0,35
Donchian/Turtle,Momentum,LONG,COHR,ALL,0.805,56.3,197
Donchian/Turtle,Momentum,LONG,COHR,STRONG,3.685,86.5,52
Donchian/Turtle,Momentum,LONG,COHR,NORMAL,1.272,59.5,37
Donchian/Turtle,Momentum,LONG,COHR,CAUTIOUS,-0.054,50.0,26
Donchian/Turtle,Momentum,LONG,COHR,WEAK,-2.259,10.8,37
Donchian/Turtle,Momentum,LONG,COHR,CHOPPY,0.045,60.0,45
Donchian/Turtle,Momentum,SHORT,COHR,ALL,-0.66,40.6,64
Donchian/Turtle,Momentum,SHORT,COHR,STRONG,-2.51,5.6,18
Donchian/Turtle,Momentum,SHORT,COHR,WEAK,0.923,71.4,21
ADX Trend,Momentum,LONG,COHR,ALL,-0.538,53.4,161
ADX Trend,Momentum,LONG,COHR,STRONG,2.889,87.2,39
ADX Trend,Momentum,LONG,COHR,NORMAL,0.236,63.0,27
ADX Trend,Momentum,LONG,COHR,CAUTIOUS,-0.942,43.5,23
ADX Trend,Momentum,LONG,COHR,WEAK,-2.595,11.5,26
ADX Trend,Momentum,LONG,COHR,CHOPPY,-1.109,47.8,46
ADX Trend,Momentum,SHORT,COHR,ALL,-1.718,37.0,108
ADX Trend,Momentum,SHORT,COHR,STRONG,-3.088,6.1,33
ADX Trend,Momentum,SHORT,COHR,NORMAL,-1.557,35.3,17
ADX Trend,Momentum,SHORT,COHR,WEAK,1.527,75.0,20
ADX Trend,Momentum,SHORT,COHR,CHOPPY,-0.534,46.4,28
RSI Revert,Reversion,LONG,CRM,ALL,-0.39,45.8,144
RSI Revert,Reversion,LONG,CRM,STRONG,1.943,67.5,40
RSI Revert,Reversion,LONG,CRM,NORMAL,0.179,50.0,20
RSI Revert,Reversion,LONG,CRM,CAUTIOUS,-1.138,28.6,21
RSI Revert,Reversion,LONG,CRM,WEAK,-1.509,25.0,36
RSI Revert,Reversion,LONG,CRM,CHOPPY,0.15,51.9,27
RSI Revert,Reversion,SHORT,CRM,ALL,1.526,53.2,111
RSI Revert,Reversion,SHORT,CRM,STRONG,-0.999,29.6,27
RSI Revert,Reversion,SHORT,CRM,NORMAL,1.017,45.0,20
RSI Revert,Reversion,SHORT,CRM,WEAK,2.219,87.5,24
RSI Revert,Reversion,SHORT,CRM,CHOPPY,0.444,51.7,29
Zscore Revert,Reversion,LONG,CRM,ALL,0.094,48.6,74
Zscore Revert,Reversion,LONG,CRM,STRONG,0.962,65.0,20
Zscore Revert,Reversion,LONG,CRM,WEAK,-0.558,31.8,22
Zscore Revert,Reversion,SHORT,CRM,ALL,0.78,53.7,82
Zscore Revert,Reversion,SHORT,CRM,STRONG,-1.126,34.8,23
Zscore Revert,Reversion,SHORT,CRM,NORMAL,-0.407,43.8,16
Zscore Revert,Reversion,SHORT,CRM,WEAK,2.048,84.2,19
Zscore Revert,Reversion,SHORT,CRM,CHOPPY,0.446,50.0,18
Keltner Revert,Reversion,LONG,CRM,ALL,0.101,50.5,107
Keltner Revert,Reversion,LONG,CRM,STRONG,2.187,69.7,33
Keltner Revert,Reversion,LONG,CRM,NORMAL,1.193,66.7,15
Keltner Revert,Reversion,LONG,CRM,WEAK,-1.051,31.0,29
Keltner Revert,Reversion,LONG,CRM,CHOPPY,-0.025,47.4,19
Keltner Revert,Reversion,SHORT,CRM,ALL,0.391,46.6,88
Keltner Revert,Reversion,SHORT,CRM,STRONG,-1.902,22.7,22
Keltner Revert,Reversion,SHORT,CRM,NORMAL,-0.482,33.3,18
Keltner Revert,Reversion,SHORT,CRM,WEAK,2.274,89.5,19
Keltner Revert,Reversion,SHORT,CRM,CHOPPY,-0.105,38.1,21
MFI Revert,Reversion,LONG,CRM,ALL,1.002,55.2,58
MFI Revert,Reversion,LONG,CRM,STRONG,2.115,78.9,19
MFI Revert,Reversion,SHORT,CRM,ALL,-0.304,39.4,33
RSI Momentum,Momentum,LONG,CRM,ALL,-1.526,46.8,111
RSI Momentum,Momentum,LONG,CRM,STRONG,0.999,70.4,27
RSI Momentum,Momentum,LONG,CRM,NORMAL,-1.017,55.0,20
RSI Momentum,Momentum,LONG,CRM,WEAK,-2.219,12.5,24
RSI Momentum,Momentum,LONG,CRM,CHOPPY,-0.444,48.3,29
RSI Momentum,Momentum,SHORT,CRM,ALL,0.39,54.2,144
RSI Momentum,Momentum,SHORT,CRM,STRONG,-1.943,32.5,40
RSI Momentum,Momentum,SHORT,CRM,NORMAL,-0.179,50.0,20
RSI Momentum,Momentum,SHORT,CRM,CAUTIOUS,1.138,71.4,21
RSI Momentum,Momentum,SHORT,CRM,WEAK,1.509,75.0,36
RSI Momentum,Momentum,SHORT,CRM,CHOPPY,-0.15,48.1,27
Donchian/Turtle,Momentum,LONG,CRM,ALL,-1.002,47.7,107
Donchian/Turtle,Momentum,LONG,CRM,STRONG,0.691,65.5,29
Donchian/Turtle,Momentum,LONG,CRM,NORMAL,-0.105,52.4,21
Donchian/Turtle,Momentum,LONG,CRM,WEAK,-1.84,26.1,23
Donchian/Turtle,Momentum,LONG,CRM,CHOPPY,-0.378,45.8,24
Donchian/Turtle,Momentum,SHORT,CRM,ALL,-0.227,49.2,132
Donchian/Turtle,Momentum,SHORT,CRM,STRONG,-1.602,34.2,38
Donchian/Turtle,Momentum,SHORT,CRM,NORMAL,-1.342,38.1,21
Donchian/Turtle,Momentum,SHORT,CRM,CAUTIOUS,0.976,68.8,16
Donchian/Turtle,Momentum,SHORT,CRM,WEAK,0.971,66.7,33
Donchian/Turtle,Momentum,SHORT,CRM,CHOPPY,0.19,45.8,24
ADX Trend,Momentum,LONG,CRM,ALL,-0.776,47.4,190
ADX Trend,Momentum,LONG,CRM,STRONG,1.491,67.4,43
ADX Trend,Momentum,LONG,CRM,NORMAL,0.835,61.8,34
ADX Trend,Momentum,LONG,CRM,CAUTIOUS,-1.43,31.2,32
ADX Trend,Momentum,LONG,CRM,WEAK,-1.677,29.3,41
ADX Trend,Momentum,LONG,CRM,CHOPPY,-0.876,45.0,40
ADX Trend,Momentum,SHORT,CRM,ALL,-0.204,47.1,174
ADX Trend,Momentum,SHORT,CRM,STRONG,-2.559,19.0,42
ADX Trend,Momentum,SHORT,CRM,NORMAL,-0.016,46.9,32
ADX Trend,Momentum,SHORT,CRM,CAUTIOUS,0.171,64.7,17
ADX Trend,Momentum,SHORT,CRM,WEAK,1.294,69.6,46
ADX Trend,Momentum,SHORT,CRM,CHOPPY,0.4,43.2,37
RSI Revert,Reversion,LONG,DECK,ALL,-0.729,45.3,117
RSI Revert,Reversion,LONG,DECK,STRONG,1.598,70.4,27
RSI Revert,Reversion,LONG,DECK,NORMAL,-0.267,45.0,20
RSI Revert,Reversion,LONG,DECK,WEAK,-2.366,12.0,25
RSI Revert,Reversion,LONG,DECK,CHOPPY,-0.563,48.4,31
RSI Revert,Reversion,SHORT,DECK,ALL,0.228,50.4,127
RSI Revert,Reversion,SHORT,DECK,STRONG,-1.971,31.4,35
RSI Revert,Reversion,SHORT,DECK,NORMAL,-1.838,30.4,23
RSI Revert,Reversion,SHORT,DECK,CAUTIOUS,-0.704,40.0,15
RSI Revert,Reversion,SHORT,DECK,WEAK,1.858,89.3,28
RSI Revert,Reversion,SHORT,DECK,CHOPPY,1.014,57.7,26
Zscore Revert,Reversion,LONG,DECK,ALL,0.312,49.6,113
Zscore Revert,Reversion,LONG,DECK,STRONG,1.331,63.0,27
Zscore Revert,Reversion,LONG,DECK,NORMAL,0.097,47.6,21
Zscore Revert,Reversion,LONG,DECK,WEAK,-1.126,18.2,22
Zscore Revert,Reversion,LONG,DECK,CHOPPY,0.581,59.5,37
Zscore Revert,Reversion,SHORT,DECK,ALL,0.162,53.2,111
Zscore Revert,Reversion,SHORT,DECK,STRONG,-2.05,29.0,31
Zscore Revert,Reversion,SHORT,DECK,NORMAL,-0.987,54.2,24
Zscore Revert,Reversion,SHORT,DECK,CAUTIOUS,0.328,66.7,18
Zscore Revert,Reversion,SHORT,DECK,WEAK,1.226,72.2,18
Zscore Revert,Reversion,SHORT,DECK,CHOPPY,0.726,60.0,20
Keltner Revert,Reversion,LONG,DECK,ALL,-0.39,47.3,146
Keltner Revert,Reversion,LONG,DECK,STRONG,1.976,70.6,34
Keltner Revert,Reversion,LONG,DECK,NORMAL,0.364,51.6,31
Keltner Revert,Reversion,LONG,DECK,WEAK,-2.345,14.7,34
Keltner Revert,Reversion,LONG,DECK,CHOPPY,-0.032,52.8,36
Keltner Revert,Reversion,SHORT,DECK,ALL,-0.031,50.6,89
Keltner Revert,Reversion,SHORT,DECK,STRONG,-1.49,33.3,24
Keltner Revert,Reversion,SHORT,DECK,NORMAL,-0.782,52.4,21
Keltner Revert,Reversion,SHORT,DECK,CAUTIOUS,0.129,56.2,16
Keltner Revert,Reversion,SHORT,DECK,WEAK,1.196,75.0,16
MFI Revert,Reversion,LONG,DECK,ALL,-0.958,45.5,44
MFI Revert,Reversion,SHORT,DECK,ALL,1.011,58.1,31
RSI Momentum,Momentum,LONG,DECK,ALL,-0.228,49.6,127
RSI Momentum,Momentum,LONG,DECK,STRONG,1.971,68.6,35
RSI Momentum,Momentum,LONG,DECK,NORMAL,1.838,69.6,23
RSI Momentum,Momentum,LONG,DECK,CAUTIOUS,0.704,60.0,15
RSI Momentum,Momentum,LONG,DECK,WEAK,-1.858,10.7,28
RSI Momentum,Momentum,LONG,DECK,CHOPPY,-1.014,42.3,26
RSI Momentum,Momentum,SHORT,DECK,ALL,0.729,54.7,117
RSI Momentum,Momentum,SHORT,DECK,STRONG,-1.598,29.6,27
RSI Momentum,Momentum,SHORT,DECK,NORMAL,0.267,55.0,20
RSI Momentum,Momentum,SHORT,DECK,WEAK,2.366,88.0,25
RSI Momentum,Momentum,SHORT,DECK,CHOPPY,0.563,51.6,31
Donchian/Turtle,Momentum,LONG,DECK,ALL,-0.546,48.3,147
Donchian/Turtle,Momentum,LONG,DECK,STRONG,2.2,67.5,40
Donchian/Turtle,Momentum,LONG,DECK,NORMAL,1.231,53.3,30
Donchian/Turtle,Momentum,LONG,DECK,CAUTIOUS,-0.289,47.8,23
Donchian/Turtle,Momentum,LONG,DECK,WEAK,-1.694,22.2,27
Donchian/Turtle,Momentum,LONG,DECK,CHOPPY,-0.75,40.7,27
Donchian/Turtle,Momentum,SHORT,DECK,ALL,-0.242,50.7,136
Donchian/Turtle,Momentum,SHORT,DECK,STRONG,-1.509,35.3,34
Donchian/Turtle,Momentum,SHORT,DECK,NORMAL,-0.177,50.0,26
Donchian/Turtle,Momentum,SHORT,DECK,WEAK,1.456,81.8,33
Donchian/Turtle,Momentum,SHORT,DECK,CHOPPY,-0.367,40.0,35
ADX Trend,Momentum,LONG,DECK,ALL,-0.172,45.9,170
ADX Trend,Momentum,LONG,DECK,STRONG,0.83,61.2,49
ADX Trend,Momentum,LONG,DECK,NORMAL,1.763,58.8,34
ADX Trend,Momentum,LONG,DECK,CAUTIOUS,0.426,48.0,25
ADX Trend,Momentum,LONG,DECK,WEAK,-2.293,18.8,32
ADX Trend,Momentum,LONG,DECK,CHOPPY,-0.942,33.3,30
ADX Trend,Momentum,SHORT,DECK,ALL,0.901,52.9,189
ADX Trend,Momentum,SHORT,DECK,STRONG,-2.127,27.3,44
ADX Trend,Momentum,SHORT,DECK,NORMAL,-0.343,47.1,34
ADX Trend,Momentum,SHORT,DECK,CAUTIOUS,-0.062,44.4,18
ADX Trend,Momentum,SHORT,DECK,WEAK,2.128,86.7,45
ADX Trend,Momentum,SHORT,DECK,CHOPPY,0.72,52.1,48
RSI Revert,Reversion,LONG,FCX,ALL,1.729,56.1,98
RSI Revert,Reversion,LONG,FCX,STRONG,2.302,75.0,24
RSI Revert,Reversion,LONG,FCX,WEAK,-0.233,36.0,25
RSI Revert,Reversion,LONG,FCX,CHOPPY,1.024,58.6,29
RSI Revert,Reversion,SHORT,FCX,ALL,0.448,45.5,154
RSI Revert,Reversion,SHORT,FCX,STRONG,-2.445,21.4,42
RSI Revert,Reversion,SHORT,FCX,NORMAL,-1.663,33.3,27
RSI Revert,Reversion,SHORT,FCX,CAUTIOUS,0.928,57.1,21
RSI Revert,Reversion,SHORT,FCX,WEAK,1.967,71.9,32
RSI Revert,Reversion,SHORT,FCX,CHOPPY,0.843,53.1,32
Zscore Revert,Reversion,LONG,FCX,ALL,1.369,58.9,90
Zscore Revert,Reversion,LONG,FCX,STRONG,2.087,80.0,20
Zscore Revert,Reversion,LONG,FCX,NORMAL,0.749,53.3,15
Zscore Revert,Reversion,LONG,FCX,WEAK,-0.115,42.9,28
Zscore Revert,Reversion,LONG,FCX,CHOPPY,1.154,66.7,18
Zscore Revert,Reversion,SHORT,FCX,ALL,-0.035,46.2,106
Zscore Revert,Reversion,SHORT,FCX,STRONG,-1.711,26.9,26
Zscore Revert,Reversion,SHORT,FCX,NORMAL,-1.746,33.3,18
Zscore Revert,Reversion,SHORT,FCX,CAUTIOUS,0.45,55.6,18
Zscore Revert,Reversion,SHORT,FCX,WEAK,1.767,72.2,18
Zscore Revert,Reversion,SHORT,FCX,CHOPPY,0.639,50.0,26
Keltner Revert,Reversion,LONG,FCX,ALL,2.286,63.6,88
Keltner Revert,Reversion,LONG,FCX,STRONG,2.339,83.3,24
Keltner Revert,Reversion,LONG,FCX,WEAK,0.261,45.8,24
Keltner Revert,Reversion,LONG,FCX,CHOPPY,1.243,63.2,19
Keltner Revert,Reversion,SHORT,FCX,ALL,0.33,45.2,93
Keltner Revert,Reversion,SHORT,FCX,STRONG,-1.657,20.8,24
Keltner Revert,Reversion,SHORT,FCX,NORMAL,-1.716,26.7,15
Keltner Revert,Reversion,SHORT,FCX,CAUTIOUS,0.97,56.2,16
Keltner Revert,Reversion,SHORT,FCX,WEAK,1.158,68.8,16
Keltner Revert,Reversion,SHORT,FCX,CHOPPY,0.971,59.1,22
MFI Revert,Reversion,LONG,FCX,ALL,0.698,45.5,33
MFI Revert,Reversion,SHORT,FCX,ALL,0.126,40.9,22
RSI Momentum,Momentum,LONG,FCX,ALL,-0.448,54.5,154
RSI Momentum,Momentum,LONG,FCX,STRONG,2.445,78.6,42
RSI Momentum,Momentum,LONG,FCX,NORMAL,1.663,66.7,27
RSI Momentum,Momentum,LONG,FCX,CAUTIOUS,-0.928,42.9,21
RSI Momentum,Momentum,LONG,FCX,WEAK,-1.967,28.1,32
RSI Momentum,Momentum,LONG,FCX,CHOPPY,-0.843,46.9,32
RSI Momentum,Momentum,SHORT,FCX,ALL,-1.729,43.9,98
RSI Momentum,Momentum,SHORT,FCX,STRONG,-2.302,25.0,24
RSI Momentum,Momentum,SHORT,FCX,WEAK,0.233,64.0,25
RSI Momentum,Momentum,SHORT,FCX,CHOPPY,-1.024,41.4,29
Donchian/Turtle,Momentum,LONG,FCX,ALL,0.28,54.3,129
Donchian/Turtle,Momentum,LONG,FCX,STRONG,2.023,71.9,32
Donchian/Turtle,Momentum,LONG,FCX,NORMAL,2.013,69.2,26
Donchian/Turtle,Momentum,LONG,FCX,CAUTIOUS,-0.863,39.1,23
Donchian/Turtle,Momentum,LONG,FCX,WEAK,-1.271,34.8,23
Donchian/Turtle,Momentum,LONG,FCX,CHOPPY,-0.685,48.0,25
Donchian/Turtle,Momentum,SHORT,FCX,ALL,-1.991,41.1,112
Donchian/Turtle,Momentum,SHORT,FCX,STRONG,-2.501,16.0,25
Donchian/Turtle,Momentum,SHORT,FCX,NORMAL,-0.954,46.7,15
Donchian/Turtle,Momentum,SHORT,FCX,WEAK,0.497,65.6,32
Donchian/Turtle,Momentum,SHORT,FCX,CHOPPY,-1.726,33.3,30
ADX Trend,Momentum,LONG,FCX,ALL,1.166,54.3,208
ADX Trend,Momentum,LONG,FCX,STRONG,2.939,83.0,47
ADX Trend,Momentum,LONG,FCX,NORMAL,1.169,55.6,45
ADX Trend,Momentum,LONG,FCX,CAUTIOUS,0.413,44.8,29
ADX Trend,Momentum,LONG,FCX,WEAK,-1.68,32.3,31
ADX Trend,Momentum,LONG,FCX,CHOPPY,-0.521,46.4,56
ADX Trend,Momentum,SHORT,FCX,ALL,-0.976,47.1,153
ADX Trend,Momentum,SHORT,FCX,STRONG,-2.845,25.5,47
ADX Trend,Momentum,SHORT,FCX,NORMAL,-1.167,41.2,17
ADX Trend,Momentum,SHORT,FCX,CAUTIOUS,0.676,55.6,18
ADX Trend,Momentum,SHORT,FCX,WEAK,0.453,63.2,38
ADX Trend,Momentum,SHORT,FCX,CHOPPY,0.568,57.6,33
RSI Revert,Reversion,LONG,GILD,ALL,0.005,56.4,55
RSI Revert,Reversion,LONG,GILD,STRONG,0.877,66.7,15
RSI Revert,Reversion,SHORT,GILD,ALL,-0.684,45.8,155
RSI Revert,Reversion,SHORT,GILD,STRONG,-0.865,39.5,43
RSI Revert,Reversion,SHORT,GILD,NORMAL,-0.053,48.0,25
RSI Revert,Reversion,SHORT,GILD,CAUTIOUS,-0.28,56.2,16
RSI Revert,Reversion,SHORT,GILD,WEAK,0.797,58.1,31
RSI Revert,Reversion,SHORT,GILD,CHOPPY,-0.788,37.5,40
Zscore Revert,Reversion,LONG,GILD,ALL,0.567,53.0,66
Zscore Revert,Reversion,LONG,GILD,STRONG,1.002,56.2,16
Zscore Revert,Reversion,LONG,GILD,WEAK,-0.102,47.1,17
Zscore Revert,Reversion,LONG,GILD,CHOPPY,-0.457,47.1,17
Zscore Revert,Reversion,SHORT,GILD,ALL,-1.157,42.6,122
Zscore Revert,Reversion,SHORT,GILD,STRONG,-1.016,38.5,26
Zscore Revert,Reversion,SHORT,GILD,NORMAL,-0.628,43.8,16
Zscore Revert,Reversion,SHORT,GILD,CAUTIOUS,0.002,47.4,19
Zscore Revert,Reversion,SHORT,GILD,WEAK,0.373,52.0,25
Zscore Revert,Reversion,SHORT,GILD,CHOPPY,-1.007,36.1,36
Keltner Revert,Reversion,LONG,GILD,ALL,1.062,61.5,26
Keltner Revert,Reversion,SHORT,GILD,ALL,-0.668,47.2,123
Keltner Revert,Reversion,SHORT,GILD,STRONG,-0.576,46.4,28
Keltner Revert,Reversion,SHORT,GILD,NORMAL,-0.628,44.4,18
Keltner Revert,Reversion,SHORT,GILD,CAUTIOUS,-0.232,55.6,18
Keltner Revert,Reversion,SHORT,GILD,WEAK,0.576,57.1,28
Keltner Revert,Reversion,SHORT,GILD,CHOPPY,-0.667,35.5,31
MFI Revert,Reversion,SHORT,GILD,ALL,-1.008,43.1,65
MFI Revert,Reversion,SHORT,GILD,STRONG,-0.767,37.5,16
MFI Revert,Reversion,SHORT,GILD,WEAK,0.751,60.0,15
MFI Revert,Reversion,SHORT,GILD,CHOPPY,-0.952,33.3,15
RSI Momentum,Momentum,LONG,GILD,ALL,0.684,54.2,155
RSI Momentum,Momentum,LONG,GILD,STRONG,0.865,60.5,43
RSI Momentum,Momentum,LONG,GILD,NORMAL,0.053,52.0,25
RSI Momentum,Momentum,LONG,GILD,CAUTIOUS,0.28,43.8,16
RSI Momentum,Momentum,LONG,GILD,WEAK,-0.797,41.9,31
RSI Momentum,Momentum,LONG,GILD,CHOPPY,0.788,62.5,40
RSI Momentum,Momentum,SHORT,GILD,ALL,-0.005,43.6,55
RSI Momentum,Momentum,SHORT,GILD,STRONG,-0.877,33.3,15
Donchian/Turtle,Momentum,LONG,GILD,ALL,0.798,53.3,182
Donchian/Turtle,Momentum,LONG,GILD,STRONG,1.177,63.0,46
Donchian/Turtle,Momentum,LONG,GILD,NORMAL,0.834,56.5,23
Donchian/Turtle,Momentum,LONG,GILD,CAUTIOUS,0.044,45.8,24
Donchian/Turtle,Momentum,LONG,GILD,WEAK,-1.077,38.1,42
Donchian/Turtle,Momentum,LONG,GILD,CHOPPY,0.762,59.6,47
Donchian/Turtle,Momentum,SHORT,GILD,ALL,0.02,47.3,55
Donchian/Turtle,Momentum,SHORT,GILD,WEAK,0.281,60.0,15
Donchian/Turtle,Momentum,SHORT,GILD,CHOPPY,0.457,53.3,15
ADX Trend,Momentum,LONG,GILD,ALL,0.5,54.5,202
ADX Trend,Momentum,LONG,GILD,STRONG,1.245,66.7,54
ADX Trend,Momentum,LONG,GILD,NORMAL,-0.128,51.4,35
ADX Trend,Momentum,LONG,GILD,CAUTIOUS,0.177,46.7,30
ADX Trend,Momentum,LONG,GILD,WEAK,-1.02,45.0,40
ADX Trend,Momentum,LONG,GILD,CHOPPY,0.727,55.8,43
ADX Trend,Momentum,SHORT,GILD,ALL,-0.675,44.1,127
ADX Trend,Momentum,SHORT,GILD,STRONG,-0.011,60.9,23
ADX Trend,Momentum,SHORT,GILD,NORMAL,-0.847,29.6,27
ADX Trend,Momentum,SHORT,GILD,WEAK,0.787,58.6,29
ADX Trend,Momentum,SHORT,GILD,CHOPPY,-1.45,28.6,35
RSI Revert,Reversion,LONG,HL,ALL,1.281,59.2,76
RSI Revert,Reversion,LONG,HL,STRONG,1.43,70.6,17
