scan_date,score,is_catalyst,drift
2026-08-04,151,0,0.6795119724524654
2026-08-04,113,0,-1.065384132538807
2026-08-04,133,0,0.18699134221089464
2026-08-04,83,0,0.9231121308645385
2026-08-04,97,0,-1.0191109928160413
2026-08-04,137,1,0.3017095903571667
2026-08-04,143,1,0.1610031617737473
2026-08-04,162,1,0.10724232600518135
2026-08-04,146,1,2.5450079624516464
2026-08-04,162,1,-3.586698733520957
2026-08-04,147,1,0.5603948354867043
2026-08-04,111,1,1.5680838773540309
2026-08-04,152,1,-1.3414229910714288
2026-08-04,152,1,1.5536053566854502
2026-08-04,128,1,0.23376458475846285
2026-08-04,93,0,-1.0011554819410402
2026-08-04,152,0,-0.12029878061330823
2026-08-04,118,0,-0.7737471389770507
2026-08-04,87,0,-0.16735826215691701
2026-08-04,118,0,-1.6258176898027559
2026-08-04,83,0,0.7731121308645381
2026-08-04,82,0,-1.2138178249495173
2026-08-04,108,0,1.8962517164152075
2026-08-04,102,0,-1.7291109928160417
2026-08-04,156,0,0.44951197245246544
2026-08-04,118,0,-1.2853841325388067
2026-08-04,108,0,-0.28300865778910533
2026-08-04,111,0,0.6317636989584141
2026-08-04,92,0,-1.1182777414890315
2026-08-04,133,1,0.25100316177374715
2026-08-04,137,1,0.4217095903571666
2026-08-04,147,1,0.017242326005181496
2026-08-04,117,1,1.1203948354867048
2026-08-04,106,1,1.438083877354031
2026-08-04,137,1,-2.806698733520957
2026-08-04,157,1,-0.5114229910714285
2026-08-04,147,1,1.5236053566854508
2026-08-04,137,0,-0.2002987806133083
2026-08-04,83,0,-0.6437471389770508
2026-08-04,103,0,-0.6411554819410399
2026-08-04,83,0,0.8131121308645382
2026-08-04,143,0,1.6762517164152069
2026-08-04,141,0,0.5095119724524655
2026-08-04,103,0,-1.3753841325388065
2026-08-04,108,0,-1.365817689802756
2026-08-04,87,0,-1.0691109928160416
2026-08-04,167,1,-0.22829040964283331
2026-08-04,138,1,1.6110031617737466
2026-08-04,137,1,0.18724232600518143
2026-08-04,131,1,2.4750079624516466
2026-08-04,117,1,1.2203948354867045
2026-08-04,111,1,1.6980838773540308
2026-08-04,142,1,-2.916698733520957
2026-08-04,97,1,0.673623949744163
2026-08-04,162,1,-0.7414229910714285
2026-08-04,152,1,1.6336053566854503
2026-08-04,128,1,-0.006235415241537368
2026-08-04,147,0,-0.37029878061330823
2026-08-04,98,0,-0.7737471389770507
2026-08-04,103,0,-0.5211554819410407
2026-08-04,143,0,-2.085817689802756
2026-08-04,128,0,1.666251716415207
2026-08-04,151,0,0.2995119724524651
2026-08-04,97,0,-0.2530086577891053
2026-08-04,97,0,-1.3091109928160414
2026-08-04,133,1,1.2710031617737467
2026-08-04,162,1,0.0017095903571666682
2026-08-04,141,1,2.025007962451647
2026-08-04,137,1,0.3172423260051822
2026-08-04,117,1,1.030394835486705
2026-08-04,106,1,1.4480838773540308
2026-08-04,97,1,0.673623949744163
2026-08-04,162,1,-0.6514229910714286
2026-08-04,142,1,-2.4066987335209573
2026-08-04,152,1,1.5836053566854513
2026-08-04,113,0,-1.1111554819410405
2026-08-04,116,0,-0.22029878061330876
2026-08-04,87,0,0.10342580494431797
2026-08-04,108,0,1.666251716415207
2026-08-04,122,0,0.09748707098857512
2026-08-04,113,0,-1.705817689802756
2026-08-04,82,0,-1.3091109928160414
2026-08-04,133,1,1.341003161773747
2026-08-04,142,1,-0.008290409642833119
2026-08-04,137,1,0.16724232600518185
2026-08-04,141,1,1.7150079624516463
2026-08-04,122,1,1.5003948354867047
2026-08-04,106,1,1.4080838773540307
2026-08-04,172,1,-1.0814229910714286
2026-08-04,152,1,-2.756698733520957
2026-08-04,172,1,1.2036053566854505
2026-08-04,143,0,-1.9011554819410406
2026-08-04,136,0,-0.5602987806133086
2026-08-04,93,0,0.5850837190398455
2026-08-04,97,0,-0.25735826215691704
2026-08-04,83,0,-2.7686450195312498
2026-08-04,137,0,-0.4025129290114249
2026-08-04,101,0,-0.8551616840977823
2026-08-04,146,0,0.029511972452465063
2026-08-04,117,0,-0.30300865778910535
2026-08-04,108,0,-1.365817689802756
2026-08-04,82,0,-1.3291109928160414
2026-08-04,133,1,1.7910031617737463
2026-08-04,137,1,0.3017095903571667
2026-08-04,132,1,0.7172423260051826
2026-08-04,122,1,1.4103948354867049
2026-08-04,111,1,1.4980838773540306
2026-08-04,157,1,-1.4614229910714285
2026-08-04,137,1,-3.126698733520957
2026-08-04,98,0,-1.7511554819410402
2026-08-04,93,0,0.5850837190398455
2026-08-04,82,0,-0.7737471389770507
2026-08-04,141,0,-0.41029878061330827
2026-08-04,103,0,-2.78864501953125
2026-08-04,107,0,0.38311213086453844
