symbol,price,dvol_m,atr_pct,rank_score
ENOV,27.06999969482422,27.702798340034484,7.319647496925233,3.5512281586839483
VLO,309.6499938964844,815.633799647522,3.539941985133192,3.539941985133192
OC,143.91000366210938,162.47096332244874,4.681001539526453,3.5341926695399413
BHE,78.44999694824219,45.3312898235321,6.430846284456239,3.528784578589527
ADSK,218.3500061035156,488.4263726264954,3.54934827716601,3.5286281269914106
CSL,345.3900146484375,199.31384418182373,4.434323586561577,3.523459201018286
FICO,1257.1099853515625,306.2402903503418,3.982376886269734,3.523022683874274
GVA,124.02999877929688,124.47103151092529,4.974028106991668,3.5134421417146355
DKS,217.36000061035156,273.0983273757935,4.082760517833268,3.5098710836509874
NOVT,148.7100067138672,80.72570133895874,5.519852805469189,3.498951740090634
STZ,132.8699951171875,324.4129100341797,3.8904835971087626,3.491689522165775
ORLY,86.05000305175781,749.1944461517334,3.4880042768685704,3.4880042768685704
T,21.809999465942383,1643.219460314083,3.487915071498965,3.487915071498965
AAP,53.15999984741211,97.41220735988615,5.248306684766967,3.4868241892005276
XYZ,79.94000244140625,388.4733089263916,3.712963256854512,3.485928272002435
EXPE,268.7699890136719,383.7082410446167,3.71347824475459,3.47567103439477
VZ,43.59000015258789,1179.3934288833618,3.472291512130464,3.472291512130464
RMD,198.9900054931641,300.6595604141235,3.9424080277399223,3.4716651028682186
BKNG,181.67999267578125,1302.047911483765,3.464489503163077,3.464489503163077
EXTR,30.34000015258789,64.10029451465607,5.7891506295840065,3.464075547376065
VEEV,195.3800048828125,390.63444866638184,3.681103834558609,3.4608135442833983
CNC,66.44000244140625,311.0084687046051,3.889655333403938,3.4543128834633405
ALGN,176.75999450683594,190.47778306121828,4.39094138057022,3.4496594217411145
LFUS,397.75,144.13709947662355,4.6897727196998185,3.4363962744696392
DOW,29.920000076293945,356.8620021121025,3.7335279331634585,3.4316420493440885
PTCT,78.58999633789062,158.097770451355,4.575645437127313,3.431162598743445
IPGP,104.33000183105467,34.086342611694334,6.700579276533543,3.4238517354307874
ILMN,186.6499938964844,360.7717524040222,3.7132142647510418,3.4222807985411237
PGR,207.9499969482422,781.6824952499389,3.398481387510909,3.398481387510909
HPQ,24.84000015258789,360.4377737754822,3.683575799962612,3.3941785511254445
SW,44.29999923706055,256.57292882499695,4.0019336492877,3.3871161590563603
PINS,23.200000762939453,274.39214843025206,3.931650845186789,3.383961098372546
ENS,196.5500030517578,106.8548450958252,4.959480116312595,3.3720360355160803
APO,120.47000122070312,565.7631207321167,3.3689468545985006,3.3689468545985006
GPN,77.81999969482422,264.3814236656189,3.947752302687384,3.3663954307662194
TYL,319.510009765625,227.19511235961917,4.086389916767738,3.3550349520435616
CASY,859.1199951171875,415.7153986785889,3.508572562024645,3.3503253976803866
SNX,242.6199951171875,280.1266630996704,3.872016856993786,3.3499116274904606
NTNX,55.08000183105469,194.5569232185364,4.237861781321487,3.3470789717277847
CAG,14.279999732971191,240.91052255067825,4.01660706122573,3.346422632064316
KGS,65.19000244140625,120.57146729507448,4.759494435305451,3.335258186471196
PODD,164.05999755859375,240.25951931762697,3.998974155271182,3.32947874878712
ACHC,34.5,93.48820444641112,5.051760150285488,3.321921965624328
TMUS,192.42999267578125,978.6433033477784,3.32068785161507,3.32068785161507
DT,44.40999984741211,195.4648428211212,4.189211169269691,3.3125078439611237
THC,194.91000366210935,227.57406223831177,4.031165609432135,3.311073562978876
PI,138.3699951171875,44.987384748840334,6.034285811327956,3.30488279489232
DAL,84.16999816894531,678.8068570838929,3.287564173401526,3.287564173401526
ABT,100.68000030517578,1107.1399563426971,3.282677542909309,3.282677542909309
CW,707.8400268554688,180.56463684692383,4.223412205924613,3.2740035375866783
HLIT,12.029999732971191,25.433714895153045,6.893481665913804,3.2737730818076565
SPGI,450.8399963378906,1076.5881457089538,3.259798258178763,3.259798258178763
BOOT,152.47000122070312,97.44791338806152,4.900260226765485,3.2558904109491165
DLTR,125.94000244140624,404.3601399902344,3.429069981342177,3.2518157624341226
MS,215.5,1186.2338170310975,3.2475968090003007,3.2475968090003007
MAN,52.34000015258789,43.02320766773224,5.9896843039722105,3.2440469308376487
FMC,11.210000038146973,42.26323927764893,6.008665298465483,3.239859725461322
LYFT,15.520000457763672,166.42912662067414,4.263623260031619,3.2384981646677935
AZO,3046.43994140625,971.4428037597656,3.234267333456016,3.234267333456016
VSXY,81.44999694824219,128.3999566383362,4.5286336011474155,3.223783756906797
TTWO,236.67999267578125,567.8130657989502,3.222857938602704,3.222857938602704
VRTX,485.6499938964844,782.1236795669556,3.218365938455868,3.218365938455868
LBRT,23.84000015258789,85.90510818223953,4.99760255604831,3.2175400485292625
KDP,30.90999984741211,458.8070876411438,3.276792262890524,3.207110605766709
TGTX,54.869998931884766,130.85709233455657,4.482282285676386,3.2059446458852543
ETSY,84.0999984741211,215.48978325500488,3.956769053091295,3.2059361771839496
COCO,73.18000030517578,77.67235349121094,5.098289331761939,3.2007267055119932
EAT,189.3500061035156,167.50289154891968,4.201968984084604,3.196803326638857
ARES,125.68000030517578,269.64922482910157,3.728289437734802,3.1949709480425716
ZBH,91.12000274658205,215.93812014541624,3.9375079834188176,3.191988186269093
FAST,45.4900016784668,402.4220702205658,3.3633761546652616,3.1856890847490935
GOOG,346.1199951171875,7535.036782637024,3.1821116636743274,3.1821116636743274
KRYS,354.8599853515625,116.77547286682127,4.575770730987443,3.180970661443923
FFIV,409.1000061035156,227.87853398590087,3.865453448822495,3.176024183153396
VGNT,40.0099983215332,57.554185402297975,5.44506753302944,3.1716115978287
TPL,415.7000122070313,143.8717434967041,4.309941565116375,3.1566232976590487
IDXX,567.4400024414062,355.5182749206543,3.42188584722658,3.1422338222660513
PEP,137.1199951171875,1286.4231665519717,3.138544035750182,3.138544035750182
SPXC,211.72999572753903,149.89972808303833,4.238889545672793,3.1366048548094807
CPB,22.079999923706055,168.7765558815956,4.1149072414127446,3.1365020717466585
EFX,177.0800018310547,268.19862692718505,3.6585567164626487,3.13098818281124
KD,12.149999618530272,50.82812421345711,5.534391448009117,3.125024259696657
ZTS,76.55999755859375,452.3661075519562,3.1991724173747023,3.1200938712014468
CART,45.81999969482422,203.45229270477296,3.9058110396821046,3.1194955798320243
PTGX,140.91000366210938,103.24885807724,4.626407733359595,3.118693667487589
AESI,14.06999969482422,38.505682223892215,5.9026307313319775,3.109455308072897
TKO,185.1300048828125,261.4856190208435,3.641456674982656,3.0966676582800994
MDT,83.19999694824219,717.9664221660614,3.093234243773574,3.093234243773574
EZPW,32.09000015258789,38.87573201694489,5.854071790656045,3.0912575344431366
TSCO,30.510000228881836,291.4304806248665,3.537481972420849,3.0909037208576122
CYTK,80.18000030517578,187.34788245162963,3.950040637950921,3.090446713631316
VRSK,200.67999267578125,363.9833569976807,3.3443438787809323,3.089148652346424
CI,281.45001220703125,412.4159525970459,3.241124963865758,3.0887811536527074
TGT,139.60000610351562,626.0492792846679,3.0884165590520265,3.0884165590520265
BX,126.91000366210938,542.7987203639984,3.0871127105707505,3.0871127105707505
TEX,65.38999938964844,91.44491999359133,4.714569751848078,3.0831131278722865
SHAK,58.0,107.30090563716888,4.514039795974205,3.0723715103485962
FND,56.790000915527344,130.9297441947937,4.29150076864906,3.069914452423609
ZBRA,267.3999938964844,189.9973197219849,3.909338449226032,3.0693586526371153
FOXA,57.619998931884766,399.2380719955444,3.238583839153051,3.0614038970020254
ROK,461.8500061035156,347.5292167953491,3.3494168395275516,3.058260875233248
CERT,6.929999828338623,28.117835747361184,6.269841122396258,3.0532299038545183
FOUR,50.310001373291016,61.16007517662048,5.162705223303633,3.053175932352062
LIF,53.790000915527344,34.47122820014954,5.953443207716499,3.050632574738687
TREX,45.130001068115234,81.77226982440949,4.795669418494933,3.049707938621062
LAZ,43.15999984741211,82.50568608360291,4.78121267903253,3.047309260471709
BRKR,58.22999954223633,119.47130646057128,4.357106147665312,3.046292087717922
IRM,123.81999969482422,270.00905486068723,3.5523909548445975,3.0452491921715614
MIR,15.970000267028809,65.52473238039016,5.060828493095731,3.044951871669237
CRL,224.3500061035156,200.1098741241455,3.8157858607961255,3.034999494159264
CRH,102.91999816894533,417.7045625404358,3.1723663503072292,3.032900329545272
PLAB,28.850000381469727,38.02069365463257,5.773705738828035,3.031915923066913
GEHC,63.06999969482422,330.60802851257324,3.3568126428999396,3.027003687988513
GPC,124.81999969482422,219.05084379577636,3.705908503900387,3.0150076904131384
MOS,22.1299991607666,190.95931821346284,3.834485029578188,3.014392213811406
UFPT,242.0500030517578,54.26907632064819,5.250685821478627,3.0137806427001452
DHI,149.38999938964844,338.85494880981446,3.3206466885328365,3.0128924346813752
KNX,76.68000030517578,267.96143423194883,3.521126320136051,3.0127089522168786
