symbol,gap_fill_rate,gap_go_rate,trend_1d,trend_3d,reversal_tendency,vol_move_corr,up_vol_ratio,avg_atr_pct,avg_range_pct,return_skew,vol_clustering,intraday_revert_rate,val_gap_fill,val_gap_go,val_trend_1d,consistency,fvg_density,fvg_fill_rate,orb_breakout_rate,orb_hold_1h,vwap_reclaim_rate,morning_continuation,catalyst_wr,catalyst_avg,data_years,high_perf
CVX,0.44426229508196724,0.7950819672131147,0.38461538461538464,0.4461538461538462,0.4990482588735864,0.31311762402786764,0.9637038443972958,2.8230008238246778,2.472336334331353,-0.24956386026469404,0.2486898324325274,0.5238568588469185,0.43820224719101125,0.7528089887640449,0.5,0.993939952109044,25.787799942179817,0.6704035874439462,0.5341365461847389,0.46443514644351463,0.5502008032128514,0.0,0.43870967741935485,-0.317554768330992,6.0,False
XOM,0.42789223454833597,0.786053882725832,0.43820224719101125,0.4606741573033708,0.4664511958629606,0.3970303317430651,0.967435301715696,3.0404418803469286,2.679208273614293,0.047126109459323176,0.18329760804599388,0.47912524850894633,0.43617021276595747,0.7712765957446809,0.5,0.9917220217823786,26.97311361665221,0.662379421221865,0.5220883534136547,0.5278969957081545,0.5522088353413654,0.0,0.49032258064516127,-0.11287711701711757,6.0,False
OXY,0.5266030013642565,0.7216916780354706,0.4482758620689655,0.43103448275862066,0.5022276835262407,0.4507762605685013,1.1063182380027847,5.193935434173332,4.562998392855784,-0.8095092492607663,0.2672446832058884,0.5129224652087475,0.49361702127659574,0.7531914893617021,0.47368421052631576,0.9670140199123392,28.765539173171433,0.6653266331658292,0.4779116465863454,0.5093457943925234,0.5481927710843374,0.0,0.5106382978723404,0.7746037119552605,6.0,False
SLB,0.5207756232686981,0.7437673130193906,0.5,0.5347222222222222,0.5233656592285723,0.35928919841189877,0.9912448023855706,4.311732253774599,3.8128184195252572,-0.31116324188761746,0.187065404236164,0.510934393638171,0.5639097744360902,0.7593984962406015,0.6111111111111112,0.9568658488326078,24.71812662619254,0.6900584795321637,0.4799196787148594,0.502262443438914,0.5662650602409639,0.0,0.46511627906976744,-0.1636134855835015,6.0,False
HAL,0.522911051212938,0.7264150943396226,0.5149700598802395,0.5568862275449101,0.525637196336121,0.3286848851662968,1.0145753660707006,4.783233861754493,4.180107439962684,-0.8278281585602331,0.16227880115843915,0.4860834990059642,0.5677655677655677,0.6959706959706959,0.53125,0.9551454834473703,25.296328418618096,0.6857142857142857,0.4738955823293173,0.5829383886255924,0.5341365461847389,0.0,0.4486486486486487,-0.13252107351275078,6.0,False
DVN,0.53315649867374,0.7320954907161804,0.5116279069767442,0.5465116279069767,0.5231384482357245,0.3691591042686906,0.9827940665419247,5.082343253682399,4.525044607776593,-0.47072860814690637,0.24505030013000276,0.49801192842942343,0.5190839694656488,0.7366412213740458,0.52,0.9859274707919088,27.3778548713501,0.6779303062302007,0.5020080321285141,0.4751131221719457,0.5381526104417671,0.0,0.42168674698795183,-0.47069851592114653,6.0,False
XLE,0.4538341158059468,0.7762128325508607,0.4574468085106383,0.46808510638297873,0.46967651954829714,0.33526577380312433,0.9838132613400848,3.0628969336325773,2.6549365059040566,-0.4265066218981093,0.22479190926072848,0.4990059642147117,0.453551912568306,0.7814207650273224,0.5,0.9997177967623592,27.406764960971376,0.6719409282700421,0.5502008032128514,0.5220883534136547,0.5421686746987951,0.0,0.46629213483146065,-0.3096993943236772,6.0,False
UNH,0.5186104218362283,0.7419354838709677,0.4411764705882353,0.5294117647058824,0.5252047210158141,0.3204194380574374,0.9868421841972785,2.3668482731180425,2.2040193629177867,-0.10454828876380208,0.33984287829643833,0.5357852882703777,0.45454545454545453,0.7967914438502673,0.5,0.9359350327092262,25.729979762937262,0.6404494382022472,0.4759036144578313,0.5046296296296297,0.5461847389558233,0.0,0.44776119402985076,-0.5062844902223161,6.0,False
MRNA,0.6028368794326241,0.6879432624113475,0.4895397489539749,0.5439330543933054,0.5485209235209235,0.5581659223539779,1.1685097433559932,6.613339382449078,6.156122798059587,0.6889810615224455,0.2318669607647046,0.5049701789264414,0.5962732919254659,0.7049689440993789,0.5,0.9934364124928418,25.924855491329478,0.6789297658862876,0.4718875502008032,0.45544554455445546,0.5602409638554217,0.0,0.5563380281690141,1.9666231532741856,6.0,False
PFE,0.4597402597402597,0.7428571428571429,0.3673469387755102,0.5510204081632653,0.5053085709589942,0.42692162683863505,1.0343609711295796,2.399358547945946,2.2064968900617283,0.3471663654490604,0.21016772687467689,0.5009940357852882,0.46846846846846846,0.7927927927927928,0.4375,0.9912717912717912,22.781150621566926,0.6637055837563451,0.45180722891566266,0.43523316062176165,0.5863453815261044,0.0,0.5,0.3126595664556011,6.0,False
ABBV,0.49127906976744184,0.7674418604651163,0.5769230769230769,0.7307692307692307,0.5238282478766908,0.4599315806173048,0.9279665022311061,2.2123512861601617,2.0593017292313505,-0.5932670097675175,0.20647825486939944,0.5168986083499006,0.552,0.768,0.5333333333333333,0.9392790697674418,23.706273489447813,0.6853658536585366,0.4919678714859438,0.5113122171945701,0.5682730923694779,0.0,0.4421052631578947,-0.48605617083815705,6.0,False
ISRG,0.4685185185185185,0.774074074074074,0.4927536231884058,0.5942028985507246,0.5176045242715226,0.4272738662268723,0.9356615675273331,2.9671357677266736,2.6793424557376135,-0.006618409352443354,0.1863407371163843,0.48906560636182905,0.5406698564593302,0.7511961722488039,0.5263157894736842,0.9278486620591884,26.329479768786126,0.7244785949506037,0.5040160642570282,0.5291479820627802,0.5642570281124498,0.0,0.5144927536231884,0.18794631130524717,6.0,False
DXCM,0.5954465849387041,0.6882661996497373,0.5573770491803278,0.5737704918032787,0.489390139264735,0.4307830374687588,1.0126493540449786,4.1398705648383896,3.879532464849574,0.21431982946029488,0.07345982262433215,0.4970178926441352,0.6741071428571429,0.6428571428571429,0.4878048780487805,0.9213394420815612,23.786127167630056,0.6889428918590522,0.45180722891566266,0.44,0.5662650602409639,0.0,0.5206611570247934,-0.18978885576297763,6.0,False
HIMS,0.639871382636656,0.6479099678456591,0.536144578313253,0.5481927710843374,0.46574700328132324,0.33547974041823975,0.9529488460798279,5.46170934632185,5.094504304054052,0.7484756573277143,0.3302622001476864,0.5089463220675944,0.6518324607329843,0.7382198952879581,0.5255474452554745,0.9880389219036717,26.626192541196875,0.6525515743756786,0.46586345381526106,0.5095238095238095,0.5662650602409639,0.0,0.5609756097560976,1.4198452177640748,6.0,False
XBI,0.5678294573643411,0.7054263565891473,0.5196078431372549,0.5196078431372549,0.5277570789865872,0.39022668436315777,1.015304841857465,3.274488869811161,3.0667326448671326,-0.12357287326815597,0.16266076548216504,0.47514910536779326,0.45754716981132076,0.7830188679245284,0.4,0.8897177124469797,25.20959814975426,0.6559633027522935,0.5321285140562249,0.5232067510548524,0.5542168674698795,0.0,0.5064935064935064,0.022222066512891762,6.0,False
COST,0.47305389221556887,0.7754491017964071,0.39285714285714285,0.5,0.4877796188898095,0.4274588447153406,0.9114518171031545,2.032812219878891,1.9062423061957572,-0.017247378845790928,0.1937375030749912,0.5178926441351889,0.45454545454545453,0.7272727272727273,0.5,0.9814915623298857,26.1271676300578,0.7123893805309734,0.5040160642570282,0.49767441860465117,0.572289156626506,0.0,0.4745762711864407,-0.3219865193371847,6.0,False
NKE,0.43956043956043955,0.7838827838827839,0.36065573770491804,0.5081967213114754,0.5064221640073033,0.43969191594890406,0.9768404365838925,2.6756701869764496,2.3290416331897337,0.30104657262590456,0.18707852883855436,0.4970178926441352,0.46846846846846846,0.7432432432432432,0.5,0.9710919710919711,27.551315409077766,0.6526757607555089,0.4598393574297189,0.4838709677419355,0.4979919678714859,0.0,0.422360248447205,-0.4742376650002092,6.0,False
SBUX,0.40315315315315314,0.777027027027027,0.37777777777777777,0.4888888888888889,0.4885892116182573,0.4292279702041752,0.9589341915877488,2.452219699860442,2.1712574567605136,0.19862279056336074,0.2917312409490353,0.5039761431411531,0.5238095238095238,0.673469387755102,0.2608695652173913,0.8793436293436293,26.936416184971097,0.6824034334763949,0.4779116465863454,0.49295774647887325,0.5461847389558233,0.0,0.5,0.07460527774277015,6.0,False
CMG,0.5557768924302788,0.7091633466135459,0.6181818181818182,0.5818181818181818,0.4729525607741326,0.40920120751854516,1.0022951523044075,2.8775466031526924,2.6425310478124673,0.7642353165661603,0.24660788070145678,0.5129224652087475,0.5177664974619289,0.766497461928934,0.4230769230769231,0.9619896050316501,27.782596126047988,0.6482830385015609,0.46586345381526106,0.5258215962441315,0.5421686746987951,0.0,0.5190839694656488,-0.1084844949130335,6.0,False
UBER,0.5832083958020989,0.7016491754122939,0.5253164556962026,0.5632911392405063,0.4850597609561753,0.4084089087938906,1.0301586762435375,4.679718828311087,4.277156324698414,1.2710870592189734,0.1971768750368944,0.5139165009940357,0.5595667870036101,0.7184115523465704,0.4411764705882353,0.9763583912015111,26.510552182711763,0.6990185387131952,0.42369477911646586,0.5257731958762887,0.5602409638554217,0.0,0.5506329113924051,0.726265013063839,6.0,False
BAC,0.4371941272430669,0.7732463295269169,0.4861111111111111,0.5555555555555556,0.4749699519230769,0.3969888315129154,0.9814615173389292,2.9497550822336596,2.5500793399473087,0.44308128394322405,0.3579894049145296,0.510934393638171,0.46938775510204084,0.8112244897959183,0.26666666666666666,0.967806372141026,27.1176640647586,0.6929637526652452,0.5040160642570282,0.5535714285714286,0.5220883534136547,0.0,0.4774193548387097,-0.15089541349607638,6.0,False
C,0.456198347107438,0.7735537190082644,0.4444444444444444,0.5277777777777778,0.4624130111814841,0.3926155839634098,0.9433463564014954,3.104013848413741,2.673284831062414,0.08529334319356892,0.41364780959651887,0.5069582504970179,0.4533333333333333,0.7422222222222222,0.47619047619047616,0.9971349862258954,27.146574154379877,0.6421725239616614,0.5060240963855421,0.5391304347826087,0.5461847389558233,0.0,0.44025157232704404,-0.15767534174106218,6.0,False
WFC,0.43645484949832775,0.7709030100334449,0.47674418604651164,0.5116279069767442,0.5063017675689523,0.40774718754746897,0.9660922333496206,3.217700191642457,2.8036812912665137,0.021905045543304552,0.35712256951806776,0.5009940357852882,0.5233160621761658,0.7564766839378239,0.6111111111111112,0.9131387873221619,27.002023706273487,0.671306209850107,0.4939759036144578,0.5152838427947598,0.5381526104417671,0.0,0.4397163120567376,-0.2756039655476093,6.0,False
V,0.45233265720081134,0.7829614604462475,0.23684210526315788,0.42105263157894735,0.5272091944886063,0.311330833762806,0.9155143806761655,2.3392285073925105,2.087562852738174,0.3069322762624203,0.32083569115591987,0.5099403578528827,0.45901639344262296,0.7377049180327869,0.5,0.9933162637581884,23.735183579069094,0.6954933008526187,0.5220883534136547,0.5434782608695652,0.5542168674698795,0.0,0.36363636363636365,-0.6705317949632076,6.0,False
MA,0.44106463878326996,0.7756653992395437,0.4375,0.5208333333333334,0.5110953414593422,0.32089320165462104,0.9298538999553562,2.6120266519959876,2.3334967078206326,0.4312289018735308,0.28844559453738366,0.5168986083499006,0.4861111111111111,0.75,0.5,0.9549535276721588,25.469788956345763,0.7048808172531215,0.5341365461847389,0.504424778761062,0.5582329317269076,0.0,0.3923076923076923,-0.5990351365384589,6.0,False
COIN,0.6179159049360147,0.6983546617915904,0.48,0.44,0.48189267776896644,0.5109736881254816,1.1223975115014286,7.994643377248698,7.178648640874199,0.28568933164078053,0.1641226779119221,0.5292397660818714,0.5419664268585132,0.7050359712230215,0.453781512605042,0.9240505219224985,28.323699421965316,0.6622448979591836,0.4879518072289157,0.5069124423963134,0.5421686746987951,0.0,0.6025641025641025,1.8891109424693435,4.7,False
RTX,0.4896694214876033,0.7417355371900827,0.5357142857142857,0.5892857142857143,0.4811161856638486,0.2938205055875217,0.94427423656236,2.6564411707158313,2.3831991640820096,0.1205175191670514,0.3004630793075717,0.5139165009940357,0.5319148936170213,0.7659574468085106,0.4,0.957754527870582,24.57357617808615,0.6811764705882353,0.5281124497991968,0.4678111587982833,0.5622489959839357,0.0,0.44881889763779526,-0.26076224457730823,6.0,False
LMT,0.4716417910447761,0.7761194029850746,0.42857142857142855,0.5,0.5321397718657992,0.34831087983321757,0.9512923385753153,2.117314131083531,1.9633064049325315,-0.264961460163106,0.3473189350923633,0.5188866799204771,0.5206611570247934,0.71900826446281,0.5,0.9509806340199827,24.920497253541484,0.6867749419953596,0.4959839357429719,0.536036036036036,0.5843373493975904,0.0,0.47,-0.5607767114889376,6.0,False
NOC,0.5271084337349398,0.7349397590361446,0.4411764705882353,0.47058823529411764,0.5460379464285714,0.33238569041397853,0.9790485653800235,2.3527492337603833,2.2135151802969104,0.3366678300469336,0.2576163809726458,0.5009940357852882,0.5483870967741935,0.7338709677419355,0.5,0.9787213369607463,26.04799074877132,0.6992230854605993,0.5060240963855421,0.4883720930232558,0.608433734939759,0.0,0.4423076923076923,-0.08787800317857433,6.0,False
CAT,0.4667931688804554,0.7590132827324478,0.5,0.53125,0.4842793774904142,0.4677376131720483,0.9412229870850464,2.782734913783273,2.5064890327736484,-0.16356394271408575,0.16910834230338376,0.49502982107355864,0.45267489711934156,0.7901234567901234,0.375,0.9858817282388861,27.782596126047988,0.6711758584807492,0.4879518072289157,0.52,0.5742971887550201,0.0,0.559748427672956,0.27225909908062257,6.0,False
DE,0.47377938517179025,0.759493670886076,0.4393939393939394,0.6060606060606061,0.5393525393525394,0.37728871005606207,0.9435842150352637,2.8519046153384875,2.5841544021414236,-0.2605524442067737,0.2367145285854152,0.5069582504970179,0.5,0.7897727272727273,0.7777777777777778,0.9737793851717902,25.75888985255854,0.6835016835016835,0.5140562248995983,0.5930735930735931,0.5421686746987951,0.0,0.47586206896551725,-0.0018678126206505006,6.0,False
QCOM,0.47772657450076805,0.7465437788018433,0.35353535353535354,0.47474747474747475,0.5309330364132987,0.4635959385590028,0.9947567923712937,3.3164688288743798,2.9617543430774127,0.2183225595716582,0.2236553885154042,0.5049701789264414,0.45422535211267606,0.7640845070422535,0.3611111111111111,0.9764987776119081,26.1271676300578,0.6946902654867256,0.4919678714859438,0.4977578475336323,0.5682730923694779,0.0,0.42657342657342656,-0.5924963600630424,6.0,False
MRVL,0.5606060606060606,0.7203856749311295,0.45180722891566266,0.4759036144578313,0.5231844305120168,0.4321578236445476,0.9755696282233486,4.3076294619616995,3.8881747467484797,1.0205731196368324,0.1243484194070439,0.48906560636182905,0.46596858638743455,0.774869109947644,0.3870967741935484,0.905362525781374,27.341040462427745,0.6501057082452432,0.46586345381526106,0.5352112676056338,0.5522088353413654,0.0,0.538860103626943,0.4983490025957938,6.0,False
KLAC,0.5021897810218978,0.727007299270073,0.4251968503937008,0.5196850393700787,0.5076236263736263,0.38552379131315473,0.9876374744434306,3.6475505459003585,3.2980709806615707,0.33640691763645414,0.2098845595139949,0.49105367793240556,0.49850746268656715,0.7492537313432835,0.44642857142857145,0.9963176816646693,28.67052023121387,0.6663306451612904,0.5602409638554217,0.4779116465863454,0.6164658634538153,0.0,0.4720496894409938,-0.2679056142680844,6.0,False
