strategy,family,direction,symbol,regime,sharpe,wr,active_days
Keltner Revert,Reversion,SHORT,COHR,CAUTIOUS,0.302,50.0,20
Keltner Revert,Reversion,SHORT,COHR,WEAK,2.125,91.7,24
Keltner Revert,Reversion,SHORT,COHR,CHOPPY,1.107,55.6,27
MFI Revert,Reversion,SHORT,COHR,ALL,0.55,50.0,42
MFI Revert,Reversion,SHORT,COHR,CHOPPY,0.785,50.0,18
RSI Momentum,Momentum,LONG,COHR,ALL,0.256,52.5,177
RSI Momentum,Momentum,LONG,COHR,STRONG,2.472,85.7,42
RSI Momentum,Momentum,LONG,COHR,NORMAL,1.296,63.3,30
RSI Momentum,Momentum,LONG,COHR,CAUTIOUS,-1.163,38.7,31
RSI Momentum,Momentum,LONG,COHR,WEAK,-1.262,10.0,30
RSI Momentum,Momentum,LONG,COHR,CHOPPY,0.019,52.3,44
RSI Momentum,Momentum,SHORT,COHR,ALL,-0.814,42.9,56
RSI Momentum,Momentum,SHORT,COHR,STRONG,-2.073,0.0,17
RSI Momentum,Momentum,SHORT,COHR,WEAK,1.708,84.2,19
Donchian/Turtle,Momentum,LONG,COHR,ALL,0.095,55.0,111
Donchian/Turtle,Momentum,LONG,COHR,STRONG,1.997,80.6,31
Donchian/Turtle,Momentum,LONG,COHR,NORMAL,0.892,61.5,26
Donchian/Turtle,Momentum,LONG,COHR,CAUTIOUS,0.004,47.1,17
Donchian/Turtle,Momentum,LONG,COHR,WEAK,-1.829,11.1,18
Donchian/Turtle,Momentum,LONG,COHR,CHOPPY,0.117,52.6,19
Donchian/Turtle,Momentum,SHORT,COHR,ALL,-0.304,42.1,38
ADX Trend,Momentum,LONG,COHR,ALL,0.585,53.8,288
ADX Trend,Momentum,LONG,COHR,STRONG,3.112,83.8,74
ADX Trend,Momentum,LONG,COHR,NORMAL,0.653,58.6,58
ADX Trend,Momentum,LONG,COHR,CAUTIOUS,-0.916,40.0,35
ADX Trend,Momentum,LONG,COHR,WEAK,-2.582,14.9,47
ADX Trend,Momentum,LONG,COHR,CHOPPY,0.014,51.4,74
ADX Trend,Momentum,SHORT,COHR,ALL,-1.417,40.1,197
ADX Trend,Momentum,SHORT,COHR,STRONG,-3.292,6.9,58
ADX Trend,Momentum,SHORT,COHR,NORMAL,-1.324,33.3,36
ADX Trend,Momentum,SHORT,COHR,CAUTIOUS,-0.938,38.1,21
ADX Trend,Momentum,SHORT,COHR,WEAK,2.526,91.9,37
ADX Trend,Momentum,SHORT,COHR,CHOPPY,-0.684,46.7,45
RSI Revert,Reversion,LONG,CRM,ALL,-0.205,47.7,132
RSI Revert,Reversion,LONG,CRM,STRONG,2.059,71.4,42
RSI Revert,Reversion,LONG,CRM,NORMAL,0.174,50.0,22
RSI Revert,Reversion,LONG,CRM,CAUTIOUS,-1.264,16.7,18
RSI Revert,Reversion,LONG,CRM,WEAK,-1.266,24.1,29
RSI Revert,Reversion,LONG,CRM,CHOPPY,0.318,57.1,21
RSI Revert,Reversion,SHORT,CRM,ALL,-0.065,46.0,126
RSI Revert,Reversion,SHORT,CRM,STRONG,-1.085,28.6,35
RSI Revert,Reversion,SHORT,CRM,NORMAL,-0.138,42.3,26
RSI Revert,Reversion,SHORT,CRM,CAUTIOUS,0.665,53.3,15
RSI Revert,Reversion,SHORT,CRM,WEAK,1.749,90.5,21
RSI Revert,Reversion,SHORT,CRM,CHOPPY,-0.911,34.5,29
Zscore Revert,Reversion,LONG,CRM,ALL,0.187,45.7,46
Zscore Revert,Reversion,SHORT,CRM,ALL,0.725,54.8,42
Keltner Revert,Reversion,LONG,CRM,ALL,0.114,47.7,86
Keltner Revert,Reversion,LONG,CRM,STRONG,1.698,70.8,24
Keltner Revert,Reversion,LONG,CRM,WEAK,-0.482,33.3,24
Keltner Revert,Reversion,SHORT,CRM,ALL,0.112,49.0,96
Keltner Revert,Reversion,SHORT,CRM,STRONG,-1.52,20.8,24
Keltner Revert,Reversion,SHORT,CRM,NORMAL,-0.524,47.8,23
Keltner Revert,Reversion,SHORT,CRM,WEAK,2.066,94.7,19
Keltner Revert,Reversion,SHORT,CRM,CHOPPY,-0.824,31.6,19
MFI Revert,Reversion,LONG,CRM,ALL,0.817,59.4,32
MFI Revert,Reversion,SHORT,CRM,ALL,0.175,45.0,20
RSI Momentum,Momentum,LONG,CRM,ALL,0.065,54.0,126
RSI Momentum,Momentum,LONG,CRM,STRONG,1.085,71.4,35
RSI Momentum,Momentum,LONG,CRM,NORMAL,0.138,57.7,26
RSI Momentum,Momentum,LONG,CRM,CAUTIOUS,-0.665,46.7,15
RSI Momentum,Momentum,LONG,CRM,WEAK,-1.749,9.5,21
RSI Momentum,Momentum,LONG,CRM,CHOPPY,0.911,65.5,29
RSI Momentum,Momentum,SHORT,CRM,ALL,0.205,52.3,132
RSI Momentum,Momentum,SHORT,CRM,STRONG,-2.059,28.6,42
RSI Momentum,Momentum,SHORT,CRM,NORMAL,-0.174,50.0,22
RSI Momentum,Momentum,SHORT,CRM,CAUTIOUS,1.264,83.3,18
RSI Momentum,Momentum,SHORT,CRM,WEAK,1.266,75.9,29
RSI Momentum,Momentum,SHORT,CRM,CHOPPY,-0.318,42.9,21
Donchian/Turtle,Momentum,LONG,CRM,ALL,-0.493,48.5,68
Donchian/Turtle,Momentum,LONG,CRM,STRONG,0.578,61.1,18
Donchian/Turtle,Momentum,LONG,CRM,NORMAL,0.252,63.2,19
Donchian/Turtle,Momentum,SHORT,CRM,ALL,0.574,56.5,62
Donchian/Turtle,Momentum,SHORT,CRM,WEAK,1.156,73.7,19
ADX Trend,Momentum,LONG,CRM,ALL,-0.684,47.2,282
ADX Trend,Momentum,LONG,CRM,STRONG,1.835,71.0,62
ADX Trend,Momentum,LONG,CRM,NORMAL,0.502,53.3,60
ADX Trend,Momentum,LONG,CRM,CAUTIOUS,-1.375,26.7,45
ADX Trend,Momentum,LONG,CRM,WEAK,-1.828,28.8,59
ADX Trend,Momentum,LONG,CRM,CHOPPY,-0.5,50.0,56
ADX Trend,Momentum,SHORT,CRM,ALL,-0.234,46.6,266
ADX Trend,Momentum,SHORT,CRM,STRONG,-2.829,19.4,72
ADX Trend,Momentum,SHORT,CRM,NORMAL,-0.585,40.8,49
ADX Trend,Momentum,SHORT,CRM,CAUTIOUS,0.129,64.5,31
ADX Trend,Momentum,SHORT,CRM,WEAK,1.716,78.1,64
ADX Trend,Momentum,SHORT,CRM,CHOPPY,-0.097,40.0,50
RSI Revert,Reversion,LONG,DECK,ALL,-0.737,43.0,128
RSI Revert,Reversion,LONG,DECK,STRONG,1.469,75.0,28
RSI Revert,Reversion,LONG,DECK,NORMAL,-0.007,48.0,25
RSI Revert,Reversion,LONG,DECK,CAUTIOUS,-0.251,41.2,17
RSI Revert,Reversion,LONG,DECK,WEAK,-2.513,10.0,30
RSI Revert,Reversion,LONG,DECK,CHOPPY,-0.66,42.9,28
RSI Revert,Reversion,SHORT,DECK,ALL,-0.197,47.6,166
RSI Revert,Reversion,SHORT,DECK,STRONG,-1.705,23.9,46
RSI Revert,Reversion,SHORT,DECK,NORMAL,-1.033,43.6,39
RSI Revert,Reversion,SHORT,DECK,CAUTIOUS,0.127,55.6,18
RSI Revert,Reversion,SHORT,DECK,WEAK,1.228,79.3,29
RSI Revert,Reversion,SHORT,DECK,CHOPPY,0.638,52.9,34
Zscore Revert,Reversion,LONG,DECK,ALL,0.361,53.4,58
Zscore Revert,Reversion,LONG,DECK,WEAK,-1.552,26.7,15
Zscore Revert,Reversion,LONG,DECK,CHOPPY,0.858,68.8,16
Zscore Revert,Reversion,SHORT,DECK,ALL,-0.753,48.6,72
Zscore Revert,Reversion,SHORT,DECK,STRONG,-1.51,34.6,26
Zscore Revert,Reversion,SHORT,DECK,NORMAL,-0.751,47.4,19
Keltner Revert,Reversion,LONG,DECK,ALL,-0.36,46.0,100
Keltner Revert,Reversion,LONG,DECK,STRONG,1.5,73.9,23
Keltner Revert,Reversion,LONG,DECK,NORMAL,-0.116,46.2,26
Keltner Revert,Reversion,LONG,DECK,WEAK,-2.382,12.5,24
Keltner Revert,Reversion,LONG,DECK,CHOPPY,-0.036,50.0,22
Keltner Revert,Reversion,SHORT,DECK,ALL,-0.992,43.8,128
Keltner Revert,Reversion,SHORT,DECK,STRONG,-1.999,22.5,40
Keltner Revert,Reversion,SHORT,DECK,NORMAL,-0.708,46.9,32
Keltner Revert,Reversion,SHORT,DECK,CAUTIOUS,0.263,64.7,17
Keltner Revert,Reversion,SHORT,DECK,WEAK,0.635,62.5,16
Keltner Revert,Reversion,SHORT,DECK,CHOPPY,0.106,47.8,23
MFI Revert,Reversion,LONG,DECK,ALL,-1.311,37.5,32
MFI Revert,Reversion,SHORT,DECK,ALL,-0.275,50.0,50
MFI Revert,Reversion,SHORT,DECK,STRONG,-0.987,29.4,17
RSI Momentum,Momentum,LONG,DECK,ALL,0.197,52.4,166
RSI Momentum,Momentum,LONG,DECK,STRONG,1.705,76.1,46
RSI Momentum,Momentum,LONG,DECK,NORMAL,1.033,56.4,39
RSI Momentum,Momentum,LONG,DECK,CAUTIOUS,-0.127,44.4,18
RSI Momentum,Momentum,LONG,DECK,WEAK,-1.228,20.7,29
RSI Momentum,Momentum,LONG,DECK,CHOPPY,-0.638,47.1,34
RSI Momentum,Momentum,SHORT,DECK,ALL,0.737,57.0,128
RSI Momentum,Momentum,SHORT,DECK,STRONG,-1.469,25.0,28
RSI Momentum,Momentum,SHORT,DECK,NORMAL,0.007,52.0,25
RSI Momentum,Momentum,SHORT,DECK,CAUTIOUS,0.251,58.8,17
RSI Momentum,Momentum,SHORT,DECK,WEAK,2.513,90.0,30
RSI Momentum,Momentum,SHORT,DECK,CHOPPY,0.66,57.1,28
Donchian/Turtle,Momentum,LONG,DECK,ALL,-0.191,48.7,76
Donchian/Turtle,Momentum,LONG,DECK,STRONG,0.9,59.3,27
Donchian/Turtle,Momentum,LONG,DECK,CAUTIOUS,-0.61,40.0,15
Donchian/Turtle,Momentum,SHORT,DECK,ALL,-0.153,51.2,80
Donchian/Turtle,Momentum,SHORT,DECK,STRONG,-1.285,31.8,22
Donchian/Turtle,Momentum,SHORT,DECK,NORMAL,0.178,52.6,19
Donchian/Turtle,Momentum,SHORT,DECK,WEAK,2.097,94.4,18
Donchian/Turtle,Momentum,SHORT,DECK,CHOPPY,-0.208,35.3,17
ADX Trend,Momentum,LONG,DECK,ALL,0.348,50.2,299
ADX Trend,Momentum,LONG,DECK,STRONG,1.849,74.7,87
ADX Trend,Momentum,LONG,DECK,NORMAL,1.352,52.5,61
ADX Trend,Momentum,LONG,DECK,CAUTIOUS,-0.111,45.0,40
ADX Trend,Momentum,LONG,DECK,WEAK,-2.539,18.5,54
ADX Trend,Momentum,LONG,DECK,CHOPPY,-0.605,43.9,57
ADX Trend,Momentum,SHORT,DECK,ALL,0.754,53.9,295
ADX Trend,Momentum,SHORT,DECK,STRONG,-2.292,23.9,71
ADX Trend,Momentum,SHORT,DECK,NORMAL,-0.336,51.7,58
ADX Trend,Momentum,SHORT,DECK,CAUTIOUS,0.611,56.8,37
ADX Trend,Momentum,SHORT,DECK,WEAK,2.379,84.7,72
ADX Trend,Momentum,SHORT,DECK,CHOPPY,0.517,52.6,57
RSI Revert,Reversion,LONG,FCX,ALL,0.918,51.8,85
RSI Revert,Reversion,LONG,FCX,STRONG,2.026,71.4,28
RSI Revert,Reversion,LONG,FCX,WEAK,-0.556,20.0,20
RSI Revert,Reversion,LONG,FCX,CHOPPY,0.074,44.4,18
RSI Revert,Reversion,SHORT,FCX,ALL,-0.203,44.8,134
RSI Revert,Reversion,SHORT,FCX,STRONG,-1.68,27.3,33
RSI Revert,Reversion,SHORT,FCX,NORMAL,-1.114,33.3,21
RSI Revert,Reversion,SHORT,FCX,CAUTIOUS,0.763,54.2,24
RSI Revert,Reversion,SHORT,FCX,WEAK,1.146,64.0,25
RSI Revert,Reversion,SHORT,FCX,CHOPPY,0.378,48.4,31
Zscore Revert,Reversion,LONG,FCX,ALL,0.672,58.0,50
Zscore Revert,Reversion,LONG,FCX,STRONG,1.791,81.2,16
Zscore Revert,Reversion,SHORT,FCX,ALL,-0.454,50.0,66
Zscore Revert,Reversion,SHORT,FCX,CAUTIOUS,0.607,58.8,17
Zscore Revert,Reversion,SHORT,FCX,CHOPPY,-0.719,41.2,17
Keltner Revert,Reversion,LONG,FCX,ALL,0.637,57.1,56
Keltner Revert,Reversion,LONG,FCX,STRONG,1.801,84.2,19
Keltner Revert,Reversion,LONG,FCX,WEAK,-0.391,29.4,17
Keltner Revert,Reversion,SHORT,FCX,ALL,0.154,49.0,104
Keltner Revert,Reversion,SHORT,FCX,STRONG,-1.552,30.4,23
Keltner Revert,Reversion,SHORT,FCX,NORMAL,-1.276,26.7,15
Keltner Revert,Reversion,SHORT,FCX,CAUTIOUS,0.898,60.0,20
Keltner Revert,Reversion,SHORT,FCX,WEAK,0.679,63.6,22
Keltner Revert,Reversion,SHORT,FCX,CHOPPY,0.621,58.3,24
MFI Revert,Reversion,LONG,FCX,ALL,-0.395,39.3,28
MFI Revert,Reversion,SHORT,FCX,ALL,-0.608,40.9,22
RSI Momentum,Momentum,LONG,FCX,ALL,0.203,55.2,134
RSI Momentum,Momentum,LONG,FCX,STRONG,1.68,72.7,33
RSI Momentum,Momentum,LONG,FCX,NORMAL,1.114,66.7,21
RSI Momentum,Momentum,LONG,FCX,CAUTIOUS,-0.763,45.8,24
RSI Momentum,Momentum,LONG,FCX,WEAK,-1.146,36.0,25
RSI Momentum,Momentum,LONG,FCX,CHOPPY,-0.378,51.6,31
RSI Momentum,Momentum,SHORT,FCX,ALL,-0.918,48.2,85
RSI Momentum,Momentum,SHORT,FCX,STRONG,-2.026,28.6,28
RSI Momentum,Momentum,SHORT,FCX,WEAK,0.556,80.0,20
RSI Momentum,Momentum,SHORT,FCX,CHOPPY,-0.074,55.6,18
Donchian/Turtle,Momentum,LONG,FCX,ALL,-0.162,45.1,82
Donchian/Turtle,Momentum,LONG,FCX,STRONG,1.523,66.7,18
Donchian/Turtle,Momentum,LONG,FCX,NORMAL,0.881,50.0,18
Donchian/Turtle,Momentum,LONG,FCX,CAUTIOUS,-0.944,31.6,19
Donchian/Turtle,Momentum,SHORT,FCX,ALL,-1.177,33.3,54
Donchian/Turtle,Momentum,SHORT,FCX,STRONG,-1.792,15.0,20
ADX Trend,Momentum,LONG,FCX,ALL,0.927,52.4,309
ADX Trend,Momentum,LONG,FCX,STRONG,3.106,78.9,76
ADX Trend,Momentum,LONG,FCX,NORMAL,0.813,54.1,61
ADX Trend,Momentum,LONG,FCX,CAUTIOUS,0.089,45.5,44
ADX Trend,Momentum,LONG,FCX,WEAK,-1.882,28.6,56
ADX Trend,Momentum,LONG,FCX,CHOPPY,-0.474,45.8,72
ADX Trend,Momentum,SHORT,FCX,ALL,-0.862,47.6,252
ADX Trend,Momentum,SHORT,FCX,STRONG,-2.839,27.5,80
ADX Trend,Momentum,SHORT,FCX,NORMAL,-1.048,45.5,33
ADX Trend,Momentum,SHORT,FCX,CAUTIOUS,-0.029,43.8,32
ADX Trend,Momentum,SHORT,FCX,WEAK,1.114,71.4,56
ADX Trend,Momentum,SHORT,FCX,CHOPPY,0.595,56.9,51
RSI Revert,Reversion,LONG,GILD,ALL,-0.002,50.0,84
RSI Revert,Reversion,LONG,GILD,STRONG,-0.213,53.8,26
RSI Revert,Reversion,LONG,GILD,CHOPPY,0.682,53.8,26
RSI Revert,Reversion,SHORT,GILD,ALL,0.362,50.0,134
RSI Revert,Reversion,SHORT,GILD,STRONG,-0.281,51.4,37
RSI Revert,Reversion,SHORT,GILD,NORMAL,0.393,50.0,26
RSI Revert,Reversion,SHORT,GILD,CAUTIOUS,-0.182,56.2,16
RSI Revert,Reversion,SHORT,GILD,WEAK,0.971,54.8,31
RSI Revert,Reversion,SHORT,GILD,CHOPPY,-0.203,37.5,24
Zscore Revert,Reversion,LONG,GILD,ALL,0.147,46.9,32
Zscore Revert,Reversion,SHORT,GILD,ALL,-0.258,50.0,74
Zscore Revert,Reversion,SHORT,GILD,NORMAL,-0.496,47.1,17
Zscore Revert,Reversion,SHORT,GILD,WEAK,1.103,66.7,15
Zscore Revert,Reversion,SHORT,GILD,CHOPPY,-0.539,38.9,18
Keltner Revert,Reversion,LONG,GILD,ALL,-0.108,52.5,40
Keltner Revert,Reversion,SHORT,GILD,ALL,-0.374,49.0,104
Keltner Revert,Reversion,SHORT,GILD,STRONG,-0.285,50.0,22
Keltner Revert,Reversion,SHORT,GILD,NORMAL,0.135,56.0,25
Keltner Revert,Reversion,SHORT,GILD,CAUTIOUS,-0.505,44.4,18
Keltner Revert,Reversion,SHORT,GILD,WEAK,-0.164,42.9,21
Keltner Revert,Reversion,SHORT,GILD,CHOPPY,0.141,50.0,18
MFI Revert,Reversion,SHORT,GILD,ALL,-0.618,44.7,38
RSI Momentum,Momentum,LONG,GILD,ALL,-0.362,50.0,134
RSI Momentum,Momentum,LONG,GILD,STRONG,0.281,48.6,37
RSI Momentum,Momentum,LONG,GILD,NORMAL,-0.393,50.0,26
RSI Momentum,Momentum,LONG,GILD,CAUTIOUS,0.182,43.8,16
RSI Momentum,Momentum,LONG,GILD,WEAK,-0.971,45.2,31
RSI Momentum,Momentum,LONG,GILD,CHOPPY,0.203,62.5,24
RSI Momentum,Momentum,SHORT,GILD,ALL,0.002,50.0,84
RSI Momentum,Momentum,SHORT,GILD,STRONG,0.213,46.2,26
RSI Momentum,Momentum,SHORT,GILD,CHOPPY,-0.682,46.2,26
Donchian/Turtle,Momentum,LONG,GILD,ALL,0.607,54.8,104
Donchian/Turtle,Momentum,LONG,GILD,STRONG,1.025,60.0,25
Donchian/Turtle,Momentum,LONG,GILD,NORMAL,-0.271,47.8,23
Donchian/Turtle,Momentum,LONG,GILD,CAUTIOUS,0.811,66.7,15
Donchian/Turtle,Momentum,LONG,GILD,WEAK,-0.714,40.9,22
Donchian/Turtle,Momentum,LONG,GILD,CHOPPY,0.487,63.2,19
Donchian/Turtle,Momentum,SHORT,GILD,ALL,-0.206,40.5,42
ADX Trend,Momentum,LONG,GILD,ALL,0.671,53.8,320
ADX Trend,Momentum,LONG,GILD,STRONG,1.238,61.4,88
ADX Trend,Momentum,LONG,GILD,NORMAL,-0.44,49.2,63
ADX Trend,Momentum,LONG,GILD,CAUTIOUS,0.745,52.3,44
ADX Trend,Momentum,LONG,GILD,WEAK,-0.359,48.4,62
ADX Trend,Momentum,LONG,GILD,CHOPPY,0.411,54.0,63
ADX Trend,Momentum,SHORT,GILD,ALL,-0.542,46.2,249
ADX Trend,Momentum,SHORT,GILD,STRONG,-0.274,47.7,65
ADX Trend,Momentum,SHORT,GILD,NORMAL,-0.466,35.3,51
ADX Trend,Momentum,SHORT,GILD,CAUTIOUS,-0.085,60.0,30
ADX Trend,Momentum,SHORT,GILD,WEAK,0.516,55.8,52
ADX Trend,Momentum,SHORT,GILD,CHOPPY,-0.909,37.3,51
RSI Revert,Reversion,LONG,HL,ALL,0.992,57.8,83
RSI Revert,Reversion,LONG,HL,STRONG,1.265,75.0,24
RSI Revert,Reversion,LONG,HL,NORMAL,-0.349,35.3,17
RSI Revert,Reversion,LONG,HL,WEAK,-0.135,35.3,17
RSI Revert,Reversion,SHORT,HL,ALL,0.105,48.9,135
RSI Revert,Reversion,SHORT,HL,STRONG,-0.948,38.2,34
RSI Revert,Reversion,SHORT,HL,NORMAL,0.556,61.1,18
RSI Revert,Reversion,SHORT,HL,CAUTIOUS,-0.435,33.3,15
RSI Revert,Reversion,SHORT,HL,WEAK,0.995,69.0,29
RSI Revert,Reversion,SHORT,HL,CHOPPY,0.02,43.6,39
Zscore Revert,Reversion,LONG,HL,ALL,1.349,56.2,32
Zscore Revert,Reversion,SHORT,HL,ALL,-0.683,46.4,84
Zscore Revert,Reversion,SHORT,HL,STRONG,-0.918,32.0,25
Zscore Revert,Reversion,SHORT,HL,WEAK,0.59,68.8,16
Zscore Revert,Reversion,SHORT,HL,CHOPPY,-0.524,47.8,23
Keltner Revert,Reversion,LONG,HL,ALL,0.623,55.0,40
Keltner Revert,Reversion,SHORT,HL,ALL,-0.662,48.4,124
Keltner Revert,Reversion,SHORT,HL,STRONG,-1.155,32.1,28
Keltner Revert,Reversion,SHORT,HL,NORMAL,-0.101,61.1,18
Keltner Revert,Reversion,SHORT,HL,CAUTIOUS,-0.081,47.4,19
Keltner Revert,Reversion,SHORT,HL,WEAK,0.632,72.7,22
Keltner Revert,Reversion,SHORT,HL,CHOPPY,-0.383,40.5,37
MFI Revert,Reversion,SHORT,HL,ALL,0.246,52.2,46
RSI Momentum,Momentum,LONG,HL,ALL,-0.105,51.1,135
RSI Momentum,Momentum,LONG,HL,STRONG,0.948,61.8,34
RSI Momentum,Momentum,LONG,HL,NORMAL,-0.556,38.9,18
RSI Momentum,Momentum,LONG,HL,CAUTIOUS,0.435,66.7,15
RSI Momentum,Momentum,LONG,HL,WEAK,-0.995,31.0,29
RSI Momentum,Momentum,LONG,HL,CHOPPY,-0.02,56.4,39
RSI Momentum,Momentum,SHORT,HL,ALL,-0.992,42.2,83
RSI Momentum,Momentum,SHORT,HL,STRONG,-1.265,25.0,24
RSI Momentum,Momentum,SHORT,HL,NORMAL,0.349,64.7,17
RSI Momentum,Momentum,SHORT,HL,WEAK,0.135,64.7,17
Donchian/Turtle,Momentum,LONG,HL,ALL,0.231,51.1,92
Donchian/Turtle,Momentum,LONG,HL,STRONG,0.833,65.4,26
Donchian/Turtle,Momentum,LONG,HL,CHOPPY,-0.023,50.0,28
Donchian/Turtle,Momentum,SHORT,HL,ALL,-0.362,50.0,56
Donchian/Turtle,Momentum,SHORT,HL,STRONG,-0.844,31.6,19
ADX Trend,Momentum,LONG,HL,ALL,1.094,54.2,286
ADX Trend,Momentum,LONG,HL,STRONG,2.444,71.8,78
ADX Trend,Momentum,LONG,HL,NORMAL,0.45,46.0,50
ADX Trend,Momentum,LONG,HL,CAUTIOUS,-0.484,54.1,37
ADX Trend,Momentum,LONG,HL,WEAK,-0.678,38.9,54
ADX Trend,Momentum,LONG,HL,CHOPPY,0.058,52.2,67
ADX Trend,Momentum,SHORT,HL,ALL,-0.437,46.6,253
ADX Trend,Momentum,SHORT,HL,STRONG,-2.381,31.2,77
ADX Trend,Momentum,SHORT,HL,NORMAL,-0.433,46.9,49
ADX Trend,Momentum,SHORT,HL,CAUTIOUS,0.086,41.9,31
ADX Trend,Momentum,SHORT,HL,WEAK,1.844,69.5,59
ADX Trend,Momentum,SHORT,HL,CHOPPY,-0.284,45.9,37
RSI Revert,Reversion,LONG,HWM,ALL,0.965,61.9,42
RSI Revert,Reversion,SHORT,HWM,ALL,-1.192,40.0,200
RSI Revert,Reversion,SHORT,HWM,STRONG,-2.114,27.8,54
RSI Revert,Reversion,SHORT,HWM,NORMAL,-1.363,31.7,41
RSI Revert,Reversion,SHORT,HWM,CAUTIOUS,-0.031,47.4,19
RSI Revert,Reversion,SHORT,HWM,WEAK,1.244,57.9,38
RSI Revert,Reversion,SHORT,HWM,CHOPPY,-0.799,43.8,48
Zscore Revert,Reversion,LONG,HWM,ALL,0.556,46.7,30
Zscore Revert,Reversion,SHORT,HWM,ALL,-0.189,44.9,78
Zscore Revert,Reversion,SHORT,HWM,STRONG,-1.297,33.3,21
Zscore Revert,Reversion,SHORT,HWM,NORMAL,-0.86,35.3,17
Keltner Revert,Reversion,SHORT,HWM,ALL,-0.354,39.9,178
Keltner Revert,Reversion,SHORT,HWM,STRONG,-2.24,24.4,45
Keltner Revert,Reversion,SHORT,HWM,NORMAL,-0.686,36.6,41
Keltner Revert,Reversion,SHORT,HWM,CAUTIOUS,0.629,58.8,17
Keltner Revert,Reversion,SHORT,HWM,WEAK,1.527,57.6,33
Keltner Revert,Reversion,SHORT,HWM,CHOPPY,-0.654,38.1,42
MFI Revert,Reversion,SHORT,HWM,ALL,-0.761,39.7,78
MFI Revert,Reversion,SHORT,HWM,STRONG,-1.89,18.2,22
MFI Revert,Reversion,SHORT,HWM,NORMAL,-0.722,31.2,16
MFI Revert,Reversion,SHORT,HWM,CHOPPY,-0.239,40.0,20
RSI Momentum,Momentum,LONG,HWM,ALL,1.192,60.0,200
RSI Momentum,Momentum,LONG,HWM,STRONG,2.114,72.2,54
RSI Momentum,Momentum,LONG,HWM,NORMAL,1.363,68.3,41
RSI Momentum,Momentum,LONG,HWM,CAUTIOUS,0.031,52.6,19
RSI Momentum,Momentum,LONG,HWM,WEAK,-1.244,42.1,38
RSI Momentum,Momentum,LONG,HWM,CHOPPY,0.799,56.2,48
RSI Momentum,Momentum,SHORT,HWM,ALL,-0.965,38.1,42
Donchian/Turtle,Momentum,LONG,HWM,ALL,-0.467,50.8,124
Donchian/Turtle,Momentum,LONG,HWM,STRONG,1.326,70.4,27
Donchian/Turtle,Momentum,LONG,HWM,NORMAL,0.158,51.9,27
Donchian/Turtle,Momentum,LONG,HWM,WEAK,-0.868,44.4,18
Donchian/Turtle,Momentum,LONG,HWM,CHOPPY,-0.237,50.0,38
Donchian/Turtle,Momentum,SHORT,HWM,ALL,-0.511,50.0,30
ADX Trend,Momentum,LONG,HWM,ALL,1.836,59.2,368
ADX Trend,Momentum,LONG,HWM,STRONG,2.755,77.2,101
ADX Trend,Momentum,LONG,HWM,NORMAL,1.221,63.7,80
ADX Trend,Momentum,LONG,HWM,CAUTIOUS,-0.615,43.5,46
ADX Trend,Momentum,LONG,HWM,WEAK,-1.652,38.1,63
ADX Trend,Momentum,LONG,HWM,CHOPPY,1.157,57.7,78
ADX Trend,Momentum,SHORT,HWM,ALL,-0.84,46.6,232
ADX Trend,Momentum,SHORT,HWM,STRONG,-2.44,14.8,61
ADX Trend,Momentum,SHORT,HWM,NORMAL,-0.37,50.0,42
ADX Trend,Momentum,SHORT,HWM,CAUTIOUS,0.013,53.3,30
ADX Trend,Momentum,SHORT,HWM,WEAK,1.999,78.3,46
ADX Trend,Momentum,SHORT,HWM,CHOPPY,-0.561,49.1,53
RSI Revert,Reversion,LONG,IREN,ALL,0.331,45.9,98
RSI Revert,Reversion,LONG,IREN,STRONG,1.399,66.7,36
RSI Revert,Reversion,LONG,IREN,NORMAL,0.518,47.1,17
RSI Revert,Reversion,LONG,IREN,WEAK,-1.61,23.8,21
RSI Revert,Reversion,SHORT,IREN,ALL,-0.764,49.4,160
RSI Revert,Reversion,SHORT,IREN,STRONG,-1.503,36.8,38
RSI Revert,Reversion,SHORT,IREN,NORMAL,-1.119,35.1,37
RSI Revert,Reversion,SHORT,IREN,CAUTIOUS,-0.317,45.5,22
RSI Revert,Reversion,SHORT,IREN,WEAK,1.818,84.2,19
RSI Revert,Reversion,SHORT,IREN,CHOPPY,0.496,59.1,44
Zscore Revert,Reversion,LONG,IREN,ALL,0.477,50.0,26
Zscore Revert,Reversion,SHORT,IREN,ALL,-0.742,48.9,92
Zscore Revert,Reversion,SHORT,IREN,STRONG,-1.144,43.5,23
Zscore Revert,Reversion,SHORT,IREN,NORMAL,-0.891,37.5,24
Zscore Revert,Reversion,SHORT,IREN,CHOPPY,0.188,52.0,25
Keltner Revert,Reversion,LONG,IREN,ALL,0.779,52.6,38
Keltner Revert,Reversion,LONG,IREN,STRONG,1.418,75.0,16
Keltner Revert,Reversion,SHORT,IREN,ALL,-0.736,49.3,138
Keltner Revert,Reversion,SHORT,IREN,STRONG,-1.424,37.5,32
Keltner Revert,Reversion,SHORT,IREN,NORMAL,-0.807,35.3,34
Keltner Revert,Reversion,SHORT,IREN,CAUTIOUS,-0.155,50.0,18
Keltner Revert,Reversion,SHORT,IREN,WEAK,1.892,85.0,20
Keltner Revert,Reversion,SHORT,IREN,CHOPPY,-0.136,52.9,34
