strategy,family,direction,symbol,regime,sharpe,wr,active_days
MFI Revert,Reversion,LONG,IREN,ALL,0.243,38.9,18
MFI Revert,Reversion,SHORT,IREN,ALL,-0.963,46.6,58
RSI Momentum,Momentum,LONG,IREN,ALL,0.764,50.6,160
RSI Momentum,Momentum,LONG,IREN,STRONG,1.503,63.2,38
RSI Momentum,Momentum,LONG,IREN,NORMAL,1.119,64.9,37
RSI Momentum,Momentum,LONG,IREN,CAUTIOUS,0.317,54.5,22
RSI Momentum,Momentum,LONG,IREN,WEAK,-1.818,15.8,19
RSI Momentum,Momentum,LONG,IREN,CHOPPY,-0.496,40.9,44
RSI Momentum,Momentum,SHORT,IREN,ALL,-0.331,54.1,98
RSI Momentum,Momentum,SHORT,IREN,STRONG,-1.399,33.3,36
RSI Momentum,Momentum,SHORT,IREN,NORMAL,-0.518,52.9,17
RSI Momentum,Momentum,SHORT,IREN,WEAK,1.61,76.2,21
Donchian/Turtle,Momentum,LONG,IREN,ALL,0.473,46.9,96
Donchian/Turtle,Momentum,LONG,IREN,STRONG,1.026,60.0,25
Donchian/Turtle,Momentum,LONG,IREN,NORMAL,0.925,60.9,23
Donchian/Turtle,Momentum,LONG,IREN,CHOPPY,-0.061,39.1,23
Donchian/Turtle,Momentum,SHORT,IREN,ALL,-0.159,56.1,57
Donchian/Turtle,Momentum,SHORT,IREN,STRONG,-1.343,30.0,20
ADX Trend,Momentum,LONG,IREN,ALL,0.973,49.7,302
ADX Trend,Momentum,LONG,IREN,STRONG,2.457,71.2,73
ADX Trend,Momentum,LONG,IREN,NORMAL,1.172,60.0,60
ADX Trend,Momentum,LONG,IREN,CAUTIOUS,0.046,47.4,38
ADX Trend,Momentum,LONG,IREN,WEAK,-2.243,22.0,59
ADX Trend,Momentum,LONG,IREN,CHOPPY,-0.155,43.1,72
ADX Trend,Momentum,SHORT,IREN,ALL,-1.142,49.8,273
ADX Trend,Momentum,SHORT,IREN,STRONG,-2.903,26.4,87
ADX Trend,Momentum,SHORT,IREN,NORMAL,-1.239,45.9,37
ADX Trend,Momentum,SHORT,IREN,CAUTIOUS,-0.599,40.0,30
ADX Trend,Momentum,SHORT,IREN,WEAK,2.946,80.0,60
ADX Trend,Momentum,SHORT,IREN,CHOPPY,0.094,61.0,59
RSI Revert,Reversion,LONG,KKR,ALL,0.205,55.1,78
RSI Revert,Reversion,LONG,KKR,STRONG,2.404,95.8,24
RSI Revert,Reversion,LONG,KKR,WEAK,-1.072,14.3,21
RSI Revert,Reversion,SHORT,KKR,ALL,0.074,46.4,168
RSI Revert,Reversion,SHORT,KKR,STRONG,-1.586,15.4,39
RSI Revert,Reversion,SHORT,KKR,NORMAL,-1.391,21.4,28
RSI Revert,Reversion,SHORT,KKR,CAUTIOUS,1.228,72.2,18
RSI Revert,Reversion,SHORT,KKR,WEAK,2.303,76.3,38
RSI Revert,Reversion,SHORT,KKR,CHOPPY,-0.482,53.3,45
Zscore Revert,Reversion,LONG,KKR,ALL,0.533,52.0,50
Zscore Revert,Reversion,LONG,KKR,WEAK,-0.495,18.8,16
Zscore Revert,Reversion,SHORT,KKR,ALL,-0.788,40.5,74
Zscore Revert,Reversion,SHORT,KKR,STRONG,-1.65,11.8,17
Zscore Revert,Reversion,SHORT,KKR,NORMAL,-0.461,45.0,20
Keltner Revert,Reversion,LONG,KKR,ALL,0.116,50.0,56
Keltner Revert,Reversion,LONG,KKR,WEAK,-0.679,17.6,17
Keltner Revert,Reversion,SHORT,KKR,ALL,-0.431,45.4,130
Keltner Revert,Reversion,SHORT,KKR,STRONG,-2.271,7.4,27
Keltner Revert,Reversion,SHORT,KKR,NORMAL,-1.437,21.4,28
Keltner Revert,Reversion,SHORT,KKR,CAUTIOUS,0.756,63.2,19
Keltner Revert,Reversion,SHORT,KKR,WEAK,1.849,79.2,24
Keltner Revert,Reversion,SHORT,KKR,CHOPPY,-0.289,62.5,32
MFI Revert,Reversion,LONG,KKR,ALL,0.064,53.1,32
MFI Revert,Reversion,SHORT,KKR,ALL,-0.207,42.3,26
RSI Momentum,Momentum,LONG,KKR,ALL,-0.074,53.6,168
RSI Momentum,Momentum,LONG,KKR,STRONG,1.586,84.6,39
RSI Momentum,Momentum,LONG,KKR,NORMAL,1.391,78.6,28
RSI Momentum,Momentum,LONG,KKR,CAUTIOUS,-1.228,27.8,18
RSI Momentum,Momentum,LONG,KKR,WEAK,-2.303,23.7,38
RSI Momentum,Momentum,LONG,KKR,CHOPPY,0.482,46.7,45
RSI Momentum,Momentum,SHORT,KKR,ALL,-0.205,44.9,78
RSI Momentum,Momentum,SHORT,KKR,STRONG,-2.404,4.2,24
RSI Momentum,Momentum,SHORT,KKR,WEAK,1.072,85.7,21
Donchian/Turtle,Momentum,LONG,KKR,ALL,0.884,60.7,112
Donchian/Turtle,Momentum,LONG,KKR,STRONG,2.308,93.9,33
Donchian/Turtle,Momentum,LONG,KKR,NORMAL,0.454,60.0,25
Donchian/Turtle,Momentum,LONG,KKR,CAUTIOUS,-0.061,53.3,15
Donchian/Turtle,Momentum,LONG,KKR,WEAK,-1.411,35.0,20
Donchian/Turtle,Momentum,LONG,KKR,CHOPPY,0.107,36.8,19
Donchian/Turtle,Momentum,SHORT,KKR,ALL,-0.328,43.5,62
Donchian/Turtle,Momentum,SHORT,KKR,STRONG,-2.051,5.9,17
ADX Trend,Momentum,LONG,KKR,ALL,0.527,55.6,304
ADX Trend,Momentum,LONG,KKR,STRONG,3.109,88.6,79
ADX Trend,Momentum,LONG,KKR,NORMAL,1.569,69.5,59
ADX Trend,Momentum,LONG,KKR,CAUTIOUS,-0.806,40.0,40
ADX Trend,Momentum,LONG,KKR,WEAK,-2.878,19.3,57
ADX Trend,Momentum,LONG,KKR,CHOPPY,0.017,44.9,69
ADX Trend,Momentum,SHORT,KKR,ALL,-0.455,48.6,257
ADX Trend,Momentum,SHORT,KKR,STRONG,-3.284,18.9,74
ADX Trend,Momentum,SHORT,KKR,NORMAL,-1.664,30.4,46
ADX Trend,Momentum,SHORT,KKR,CAUTIOUS,0.951,76.0,25
ADX Trend,Momentum,SHORT,KKR,WEAK,2.892,86.0,57
ADX Trend,Momentum,SHORT,KKR,CHOPPY,0.276,52.7,55
RSI Revert,Reversion,LONG,LLY,ALL,1.264,57.6,66
RSI Revert,Reversion,LONG,LLY,STRONG,1.079,68.8,16
RSI Revert,Reversion,LONG,LLY,WEAK,-0.365,35.3,17
RSI Revert,Reversion,LONG,LLY,CHOPPY,0.583,62.5,16
RSI Revert,Reversion,SHORT,LLY,ALL,-0.144,48.3,178
RSI Revert,Reversion,SHORT,LLY,STRONG,-1.177,39.6,48
RSI Revert,Reversion,SHORT,LLY,NORMAL,-0.442,32.5,40
RSI Revert,Reversion,SHORT,LLY,CAUTIOUS,0.128,57.9,19
RSI Revert,Reversion,SHORT,LLY,WEAK,1.288,61.8,34
RSI Revert,Reversion,SHORT,LLY,CHOPPY,0.295,59.5,37
Zscore Revert,Reversion,LONG,LLY,ALL,0.818,65.2,46
Zscore Revert,Reversion,SHORT,LLY,ALL,-0.543,48.0,50
Zscore Revert,Reversion,SHORT,LLY,STRONG,-0.88,33.3,15
Keltner Revert,Reversion,LONG,LLY,ALL,1.163,63.0,46
Keltner Revert,Reversion,SHORT,LLY,ALL,-0.945,46.4,112
Keltner Revert,Reversion,SHORT,LLY,STRONG,-1.186,33.3,33
Keltner Revert,Reversion,SHORT,LLY,NORMAL,-0.751,36.8,19
Keltner Revert,Reversion,SHORT,LLY,WEAK,1.085,63.6,22
Keltner Revert,Reversion,SHORT,LLY,CHOPPY,-0.616,52.0,25
MFI Revert,Reversion,SHORT,LLY,ALL,-0.57,50.0,64
MFI Revert,Reversion,SHORT,LLY,STRONG,-1.168,27.8,18
RSI Momentum,Momentum,LONG,LLY,ALL,0.144,51.7,178
RSI Momentum,Momentum,LONG,LLY,STRONG,1.177,60.4,48
RSI Momentum,Momentum,LONG,LLY,NORMAL,0.442,67.5,40
RSI Momentum,Momentum,LONG,LLY,CAUTIOUS,-0.128,42.1,19
RSI Momentum,Momentum,LONG,LLY,WEAK,-1.288,38.2,34
RSI Momentum,Momentum,LONG,LLY,CHOPPY,-0.295,40.5,37
RSI Momentum,Momentum,SHORT,LLY,ALL,-1.264,42.4,66
RSI Momentum,Momentum,SHORT,LLY,STRONG,-1.079,31.2,16
RSI Momentum,Momentum,SHORT,LLY,WEAK,0.365,64.7,17
RSI Momentum,Momentum,SHORT,LLY,CHOPPY,-0.583,37.5,16
Donchian/Turtle,Momentum,LONG,LLY,ALL,0.543,50.0,88
Donchian/Turtle,Momentum,LONG,LLY,STRONG,0.806,53.1,32
Donchian/Turtle,Momentum,LONG,LLY,WEAK,-0.786,37.5,16
Donchian/Turtle,Momentum,LONG,LLY,CHOPPY,0.012,33.3,15
Donchian/Turtle,Momentum,SHORT,LLY,ALL,-0.918,41.1,56
Donchian/Turtle,Momentum,SHORT,LLY,WEAK,1.119,76.5,17
ADX Trend,Momentum,LONG,LLY,ALL,0.954,52.6,312
ADX Trend,Momentum,LONG,LLY,STRONG,1.833,64.6,79
ADX Trend,Momentum,LONG,LLY,NORMAL,1.11,65.3,72
ADX Trend,Momentum,LONG,LLY,CAUTIOUS,-0.146,40.0,40
ADX Trend,Momentum,LONG,LLY,WEAK,-1.968,38.1,63
ADX Trend,Momentum,LONG,LLY,CHOPPY,0.863,44.8,58
ADX Trend,Momentum,SHORT,LLY,ALL,-1.074,43.1,216
ADX Trend,Momentum,SHORT,LLY,STRONG,-2.175,25.4,59
ADX Trend,Momentum,SHORT,LLY,NORMAL,-0.727,38.5,39
ADX Trend,Momentum,SHORT,LLY,CAUTIOUS,-0.067,60.0,20
ADX Trend,Momentum,SHORT,LLY,WEAK,1.317,68.1,47
ADX Trend,Momentum,SHORT,LLY,CHOPPY,-1.203,37.3,51
RSI Revert,Reversion,LONG,MDB,ALL,0.332,54.2,118
RSI Revert,Reversion,LONG,MDB,STRONG,2.052,87.5,32
RSI Revert,Reversion,LONG,MDB,NORMAL,-0.151,52.6,19
RSI Revert,Reversion,LONG,MDB,CAUTIOUS,-0.205,42.9,21
RSI Revert,Reversion,LONG,MDB,WEAK,-0.552,25.9,27
RSI Revert,Reversion,LONG,MDB,CHOPPY,-0.159,52.6,19
RSI Revert,Reversion,SHORT,MDB,ALL,0.561,55.9,118
RSI Revert,Reversion,SHORT,MDB,STRONG,-1.415,32.3,31
RSI Revert,Reversion,SHORT,MDB,NORMAL,0.21,60.9,23
RSI Revert,Reversion,SHORT,MDB,CAUTIOUS,1.006,73.3,15
RSI Revert,Reversion,SHORT,MDB,WEAK,1.604,75.0,24
RSI Revert,Reversion,SHORT,MDB,CHOPPY,0.259,52.0,25
Zscore Revert,Reversion,LONG,MDB,ALL,0.04,54.3,46
Zscore Revert,Reversion,LONG,MDB,WEAK,-0.337,30.0,20
Zscore Revert,Reversion,SHORT,MDB,ALL,0.023,50.0,64
Zscore Revert,Reversion,SHORT,MDB,STRONG,-0.264,53.3,15
Zscore Revert,Reversion,SHORT,MDB,NORMAL,-0.743,37.5,16
Keltner Revert,Reversion,LONG,MDB,ALL,0.314,57.6,92
Keltner Revert,Reversion,LONG,MDB,STRONG,0.585,82.1,28
Keltner Revert,Reversion,LONG,MDB,NORMAL,0.309,55.6,18
Keltner Revert,Reversion,LONG,MDB,WEAK,-0.628,25.0,24
Keltner Revert,Reversion,SHORT,MDB,ALL,0.953,61.8,76
Keltner Revert,Reversion,SHORT,MDB,STRONG,-0.548,50.0,20
Keltner Revert,Reversion,SHORT,MDB,NORMAL,0.356,66.7,15
Keltner Revert,Reversion,SHORT,MDB,CAUTIOUS,1.042,75.0,16
MFI Revert,Reversion,LONG,MDB,ALL,0.26,54.5,44
RSI Momentum,Momentum,LONG,MDB,ALL,-0.561,44.1,118
RSI Momentum,Momentum,LONG,MDB,STRONG,1.415,67.7,31
RSI Momentum,Momentum,LONG,MDB,NORMAL,-0.21,39.1,23
RSI Momentum,Momentum,LONG,MDB,CAUTIOUS,-1.006,26.7,15
RSI Momentum,Momentum,LONG,MDB,WEAK,-1.604,25.0,24
RSI Momentum,Momentum,LONG,MDB,CHOPPY,-0.259,48.0,25
RSI Momentum,Momentum,SHORT,MDB,ALL,-0.332,45.8,118
RSI Momentum,Momentum,SHORT,MDB,STRONG,-2.052,12.5,32
RSI Momentum,Momentum,SHORT,MDB,NORMAL,0.151,47.4,19
RSI Momentum,Momentum,SHORT,MDB,CAUTIOUS,0.205,57.1,21
RSI Momentum,Momentum,SHORT,MDB,WEAK,0.552,74.1,27
RSI Momentum,Momentum,SHORT,MDB,CHOPPY,0.159,47.4,19
Donchian/Turtle,Momentum,LONG,MDB,ALL,0.181,50.0,64
Donchian/Turtle,Momentum,LONG,MDB,STRONG,1.054,66.7,15
Donchian/Turtle,Momentum,LONG,MDB,NORMAL,0.214,50.0,16
Donchian/Turtle,Momentum,SHORT,MDB,ALL,-0.07,48.2,56
Donchian/Turtle,Momentum,SHORT,MDB,STRONG,-0.292,30.0,20
Donchian/Turtle,Momentum,SHORT,MDB,WEAK,0.289,66.7,18
ADX Trend,Momentum,LONG,MDB,ALL,-0.585,45.7,302
ADX Trend,Momentum,LONG,MDB,STRONG,2.213,68.7,83
ADX Trend,Momentum,LONG,MDB,NORMAL,0.413,50.0,56
ADX Trend,Momentum,LONG,MDB,CAUTIOUS,-1.785,27.3,44
ADX Trend,Momentum,LONG,MDB,WEAK,-2.492,19.6,51
ADX Trend,Momentum,LONG,MDB,CHOPPY,-0.129,45.6,68
ADX Trend,Momentum,SHORT,MDB,ALL,-0.38,50.0,302
ADX Trend,Momentum,SHORT,MDB,STRONG,-2.88,18.2,77
ADX Trend,Momentum,SHORT,MDB,NORMAL,-0.968,43.1,51
ADX Trend,Momentum,SHORT,MDB,CAUTIOUS,0.345,56.8,37
ADX Trend,Momentum,SHORT,MDB,WEAK,1.834,77.8,72
ADX Trend,Momentum,SHORT,MDB,CHOPPY,0.295,58.5,65
RSI Revert,Reversion,LONG,MRVL,ALL,0.261,57.9,76
RSI Revert,Reversion,LONG,MRVL,STRONG,2.008,84.0,25
RSI Revert,Reversion,LONG,MRVL,WEAK,-0.875,17.6,17
RSI Revert,Reversion,LONG,MRVL,CHOPPY,-0.734,35.3,17
RSI Revert,Reversion,SHORT,MRVL,ALL,-0.078,48.5,134
RSI Revert,Reversion,SHORT,MRVL,STRONG,-1.695,18.5,27
RSI Revert,Reversion,SHORT,MRVL,NORMAL,-0.694,39.4,33
RSI Revert,Reversion,SHORT,MRVL,WEAK,1.797,79.3,29
RSI Revert,Reversion,SHORT,MRVL,CHOPPY,0.438,54.8,31
Zscore Revert,Reversion,LONG,MRVL,ALL,0.379,54.8,42
Zscore Revert,Reversion,LONG,MRVL,WEAK,-0.4,33.3,15
Zscore Revert,Reversion,SHORT,MRVL,ALL,-0.018,45.7,70
Zscore Revert,Reversion,SHORT,MRVL,STRONG,-1.074,23.8,21
Zscore Revert,Reversion,SHORT,MRVL,NORMAL,-0.935,35.3,17
Keltner Revert,Reversion,LONG,MRVL,ALL,-0.058,54.0,50
Keltner Revert,Reversion,LONG,MRVL,STRONG,1.358,81.2,16
Keltner Revert,Reversion,LONG,MRVL,WEAK,-1.02,21.1,19
Keltner Revert,Reversion,SHORT,MRVL,ALL,-0.589,44.3,122
Keltner Revert,Reversion,SHORT,MRVL,STRONG,-1.868,21.6,37
Keltner Revert,Reversion,SHORT,MRVL,NORMAL,-1.072,34.6,26
Keltner Revert,Reversion,SHORT,MRVL,WEAK,1.438,69.6,23
Keltner Revert,Reversion,SHORT,MRVL,CHOPPY,0.404,59.1,22
MFI Revert,Reversion,SHORT,MRVL,ALL,-1.139,43.8,48
MFI Revert,Reversion,SHORT,MRVL,STRONG,-1.877,13.3,15
RSI Momentum,Momentum,LONG,MRVL,ALL,0.078,51.5,134
RSI Momentum,Momentum,LONG,MRVL,STRONG,1.695,81.5,27
RSI Momentum,Momentum,LONG,MRVL,NORMAL,0.694,60.6,33
RSI Momentum,Momentum,LONG,MRVL,WEAK,-1.797,20.7,29
RSI Momentum,Momentum,LONG,MRVL,CHOPPY,-0.438,45.2,31
RSI Momentum,Momentum,SHORT,MRVL,ALL,-0.261,42.1,76
RSI Momentum,Momentum,SHORT,MRVL,STRONG,-2.008,16.0,25
RSI Momentum,Momentum,SHORT,MRVL,WEAK,0.875,82.4,17
RSI Momentum,Momentum,SHORT,MRVL,CHOPPY,0.734,64.7,17
Donchian/Turtle,Momentum,LONG,MRVL,ALL,-0.365,45.7,94
Donchian/Turtle,Momentum,LONG,MRVL,STRONG,1.21,72.0,25
Donchian/Turtle,Momentum,LONG,MRVL,NORMAL,0.356,61.9,21
Donchian/Turtle,Momentum,LONG,MRVL,WEAK,-1.505,16.7,18
Donchian/Turtle,Momentum,LONG,MRVL,CHOPPY,-0.455,40.0,20
Donchian/Turtle,Momentum,SHORT,MRVL,ALL,0.031,42.6,54
Donchian/Turtle,Momentum,SHORT,MRVL,STRONG,-1.562,17.6,17
Donchian/Turtle,Momentum,SHORT,MRVL,WEAK,1.323,70.6,17
ADX Trend,Momentum,LONG,MRVL,ALL,0.424,51.0,292
ADX Trend,Momentum,LONG,MRVL,STRONG,3.243,81.8,77
ADX Trend,Momentum,LONG,MRVL,NORMAL,0.956,56.7,67
ADX Trend,Momentum,LONG,MRVL,CAUTIOUS,0.225,41.2,34
ADX Trend,Momentum,LONG,MRVL,WEAK,-2.781,14.0,57
ADX Trend,Momentum,LONG,MRVL,CHOPPY,-0.509,45.6,57
ADX Trend,Momentum,SHORT,MRVL,ALL,-0.816,46.3,231
ADX Trend,Momentum,SHORT,MRVL,STRONG,-3.079,18.8,69
ADX Trend,Momentum,SHORT,MRVL,NORMAL,-1.022,44.1,34
ADX Trend,Momentum,SHORT,MRVL,CAUTIOUS,-1.16,45.5,22
ADX Trend,Momentum,SHORT,MRVL,WEAK,1.986,78.6,56
ADX Trend,Momentum,SHORT,MRVL,CHOPPY,-0.1,50.0,50
RSI Revert,Reversion,LONG,NEM,ALL,0.43,55.4,65
RSI Revert,Reversion,LONG,NEM,STRONG,1.007,59.1,22
RSI Revert,Reversion,LONG,NEM,CHOPPY,0.553,66.7,15
RSI Revert,Reversion,SHORT,NEM,ALL,0.642,50.0,188
RSI Revert,Reversion,SHORT,NEM,STRONG,-0.848,30.0,50
RSI Revert,Reversion,SHORT,NEM,NORMAL,0.296,44.8,29
RSI Revert,Reversion,SHORT,NEM,CAUTIOUS,0.544,47.8,23
RSI Revert,Reversion,SHORT,NEM,WEAK,1.249,64.1,39
RSI Revert,Reversion,SHORT,NEM,CHOPPY,0.349,63.8,47
Zscore Revert,Reversion,LONG,NEM,ALL,0.182,56.8,37
Zscore Revert,Reversion,SHORT,NEM,ALL,0.008,51.4,74
Zscore Revert,Reversion,SHORT,NEM,STRONG,-0.809,27.8,18
Zscore Revert,Reversion,SHORT,NEM,WEAK,0.458,62.5,16
Zscore Revert,Reversion,SHORT,NEM,CHOPPY,0.188,58.8,17
Keltner Revert,Reversion,LONG,NEM,ALL,0.044,48.0,75
Keltner Revert,Reversion,LONG,NEM,STRONG,1.276,66.7,24
Keltner Revert,Reversion,LONG,NEM,CHOPPY,0.494,52.4,21
Keltner Revert,Reversion,SHORT,NEM,ALL,0.316,52.6,152
Keltner Revert,Reversion,SHORT,NEM,STRONG,-1.485,19.4,36
Keltner Revert,Reversion,SHORT,NEM,NORMAL,0.321,57.9,19
Keltner Revert,Reversion,SHORT,NEM,CAUTIOUS,0.82,58.3,24
Keltner Revert,Reversion,SHORT,NEM,WEAK,0.862,64.3,28
Keltner Revert,Reversion,SHORT,NEM,CHOPPY,0.194,66.7,45
MFI Revert,Reversion,SHORT,NEM,ALL,-0.079,44.7,38
RSI Momentum,Momentum,LONG,NEM,ALL,-0.642,50.0,188
RSI Momentum,Momentum,LONG,NEM,STRONG,0.848,70.0,50
RSI Momentum,Momentum,LONG,NEM,NORMAL,-0.296,55.2,29
RSI Momentum,Momentum,LONG,NEM,CAUTIOUS,-0.544,52.2,23
RSI Momentum,Momentum,LONG,NEM,WEAK,-1.249,35.9,39
RSI Momentum,Momentum,LONG,NEM,CHOPPY,-0.349,36.2,47
RSI Momentum,Momentum,SHORT,NEM,ALL,-0.43,44.6,65
RSI Momentum,Momentum,SHORT,NEM,STRONG,-1.007,40.9,22
RSI Momentum,Momentum,SHORT,NEM,CHOPPY,-0.553,33.3,15
Donchian/Turtle,Momentum,LONG,NEM,ALL,0.28,50.9,116
Donchian/Turtle,Momentum,LONG,NEM,STRONG,1.195,80.0,25
Donchian/Turtle,Momentum,LONG,NEM,NORMAL,0.79,46.7,15
Donchian/Turtle,Momentum,LONG,NEM,CAUTIOUS,-0.691,42.9,21
Donchian/Turtle,Momentum,LONG,NEM,WEAK,-0.646,36.0,25
Donchian/Turtle,Momentum,LONG,NEM,CHOPPY,0.089,46.7,30
Donchian/Turtle,Momentum,SHORT,NEM,ALL,-0.159,49.0,51
Donchian/Turtle,Momentum,SHORT,NEM,STRONG,-1.471,26.7,15
ADX Trend,Momentum,LONG,NEM,ALL,0.497,53.1,322
ADX Trend,Momentum,LONG,NEM,STRONG,1.594,72.6,84
ADX Trend,Momentum,LONG,NEM,NORMAL,0.462,48.3,60
ADX Trend,Momentum,LONG,NEM,CAUTIOUS,-0.161,55.6,45
ADX Trend,Momentum,LONG,NEM,WEAK,-0.888,35.4,65
ADX Trend,Momentum,LONG,NEM,CHOPPY,0.17,48.5,68
ADX Trend,Momentum,SHORT,NEM,ALL,-1.266,41.2,228
ADX Trend,Momentum,SHORT,NEM,STRONG,-2.196,27.9,68
ADX Trend,Momentum,SHORT,NEM,NORMAL,0.245,43.8,48
ADX Trend,Momentum,SHORT,NEM,CAUTIOUS,-0.791,40.0,30
ADX Trend,Momentum,SHORT,NEM,WEAK,0.8,54.9,51
ADX Trend,Momentum,SHORT,NEM,CHOPPY,-0.357,45.2,31
RSI Revert,Reversion,LONG,NU,ALL,0.093,49.5,109
RSI Revert,Reversion,LONG,NU,STRONG,1.569,82.8,29
RSI Revert,Reversion,LONG,NU,NORMAL,0.881,60.0,15
RSI Revert,Reversion,LONG,NU,WEAK,-1.246,21.2,33
RSI Revert,Reversion,LONG,NU,CHOPPY,-0.664,40.0,20
RSI Revert,Reversion,SHORT,NU,ALL,-0.806,45.7,175
RSI Revert,Reversion,SHORT,NU,STRONG,-2.338,23.9,46
RSI Revert,Reversion,SHORT,NU,NORMAL,-0.352,41.4,29
RSI Revert,Reversion,SHORT,NU,CAUTIOUS,-0.654,40.0,20
RSI Revert,Reversion,SHORT,NU,WEAK,1.493,81.2,32
RSI Revert,Reversion,SHORT,NU,CHOPPY,0.369,47.9,48
Zscore Revert,Reversion,LONG,NU,ALL,0.883,62.1,29
Zscore Revert,Reversion,SHORT,NU,ALL,-0.962,44.6,56
Zscore Revert,Reversion,SHORT,NU,STRONG,-1.494,25.0,16
Keltner Revert,Reversion,LONG,NU,ALL,0.705,50.8,59
Keltner Revert,Reversion,LONG,NU,STRONG,1.157,82.4,17
Keltner Revert,Reversion,LONG,NU,WEAK,-0.515,22.7,22
Keltner Revert,Reversion,SHORT,NU,ALL,-0.366,45.5,112
Keltner Revert,Reversion,SHORT,NU,STRONG,-1.779,22.2,27
Keltner Revert,Reversion,SHORT,NU,NORMAL,-0.963,35.0,20
Keltner Revert,Reversion,SHORT,NU,CAUTIOUS,0.349,53.3,15
Keltner Revert,Reversion,SHORT,NU,WEAK,1.269,70.0,20
Keltner Revert,Reversion,SHORT,NU,CHOPPY,0.761,53.3,30
MFI Revert,Reversion,SHORT,NU,ALL,-0.304,50.9,57
RSI Momentum,Momentum,LONG,NU,ALL,0.806,54.3,175
RSI Momentum,Momentum,LONG,NU,STRONG,2.338,76.1,46
RSI Momentum,Momentum,LONG,NU,NORMAL,0.352,58.6,29
RSI Momentum,Momentum,LONG,NU,CAUTIOUS,0.654,60.0,20
RSI Momentum,Momentum,LONG,NU,WEAK,-1.493,18.8,32
RSI Momentum,Momentum,LONG,NU,CHOPPY,-0.369,52.1,48
RSI Momentum,Momentum,SHORT,NU,ALL,-0.093,50.5,109
RSI Momentum,Momentum,SHORT,NU,STRONG,-1.569,17.2,29
RSI Momentum,Momentum,SHORT,NU,NORMAL,-0.881,40.0,15
RSI Momentum,Momentum,SHORT,NU,WEAK,1.246,78.8,33
RSI Momentum,Momentum,SHORT,NU,CHOPPY,0.664,60.0,20
Donchian/Turtle,Momentum,LONG,NU,ALL,0.126,51.1,88
Donchian/Turtle,Momentum,LONG,NU,STRONG,1.802,78.3,23
Donchian/Turtle,Momentum,LONG,NU,NORMAL,0.038,56.2,16
Donchian/Turtle,Momentum,LONG,NU,WEAK,-1.393,26.7,15
Donchian/Turtle,Momentum,LONG,NU,CHOPPY,-0.96,35.0,20
Donchian/Turtle,Momentum,SHORT,NU,ALL,0.03,51.1,45
ADX Trend,Momentum,LONG,NU,ALL,0.723,52.8,375
ADX Trend,Momentum,LONG,NU,STRONG,3.093,78.5,93
ADX Trend,Momentum,LONG,NU,NORMAL,0.665,59.7,72
ADX Trend,Momentum,LONG,NU,CAUTIOUS,0.738,62.5,40
ADX Trend,Momentum,LONG,NU,WEAK,-2.232,23.8,80
ADX Trend,Momentum,LONG,NU,CHOPPY,-0.988,42.2,90
ADX Trend,Momentum,SHORT,NU,ALL,-0.076,48.1,293
ADX Trend,Momentum,SHORT,NU,STRONG,-3.049,20.2,84
ADX Trend,Momentum,SHORT,NU,NORMAL,-0.797,35.1,57
ADX Trend,Momentum,SHORT,NU,CAUTIOUS,-0.332,50.0,32
ADX Trend,Momentum,SHORT,NU,WEAK,2.601,84.6,65
ADX Trend,Momentum,SHORT,NU,CHOPPY,0.624,60.0,55
RSI Revert,Reversion,LONG,OKTA,ALL,1.516,56.1,132
RSI Revert,Reversion,LONG,OKTA,STRONG,2.375,80.5,41
RSI Revert,Reversion,LONG,OKTA,NORMAL,0.455,56.0,25
RSI Revert,Reversion,LONG,OKTA,CAUTIOUS,0.077,38.9,18
RSI Revert,Reversion,LONG,OKTA,WEAK,0.326,25.9,27
RSI Revert,Reversion,LONG,OKTA,CHOPPY,0.71,61.9,21
RSI Revert,Reversion,SHORT,OKTA,ALL,0.697,58.3,144
RSI Revert,Reversion,SHORT,OKTA,STRONG,-1.711,35.1,37
RSI Revert,Reversion,SHORT,OKTA,NORMAL,0.217,59.3,27
RSI Revert,Reversion,SHORT,OKTA,WEAK,2.144,78.8,33
RSI Revert,Reversion,SHORT,OKTA,CHOPPY,0.424,59.5,37
Zscore Revert,Reversion,LONG,OKTA,ALL,0.822,51.8,56
Zscore Revert,Reversion,LONG,OKTA,STRONG,1.572,82.4,17
Zscore Revert,Reversion,LONG,OKTA,WEAK,-0.136,33.3,15
Zscore Revert,Reversion,SHORT,OKTA,ALL,-0.015,47.0,66
Zscore Revert,Reversion,SHORT,OKTA,STRONG,-1.835,23.8,21
Keltner Revert,Reversion,LONG,OKTA,ALL,0.778,48.6,74
Keltner Revert,Reversion,LONG,OKTA,STRONG,1.646,74.1,27
Keltner Revert,Reversion,LONG,OKTA,WEAK,-0.166,37.5,16
Keltner Revert,Reversion,LONG,OKTA,CHOPPY,-0.175,43.8,16
Keltner Revert,Reversion,SHORT,OKTA,ALL,-0.089,51.1,90
Keltner Revert,Reversion,SHORT,OKTA,STRONG,-1.658,33.3,24
Keltner Revert,Reversion,SHORT,OKTA,NORMAL,-0.877,35.0,20
Keltner Revert,Reversion,SHORT,OKTA,WEAK,1.673,71.4,21
Keltner Revert,Reversion,SHORT,OKTA,CHOPPY,0.42,55.6,18
MFI Revert,Reversion,LONG,OKTA,ALL,0.074,59.1,22
