strategy,family,direction,symbol,regime,sharpe,wr,active_days
MFI Revert,Reversion,SHORT,HL,NORMAL,0.185,59.1,22
MFI Revert,Reversion,SHORT,HL,CAUTIOUS,0.368,44.4,18
MFI Revert,Reversion,SHORT,HL,WEAK,1.411,66.7,30
MFI Revert,Reversion,SHORT,HL,CHOPPY,0.755,65.0,20
RSI Momentum,Momentum,LONG,HL,ALL,-0.359,49.2,199
RSI Momentum,Momentum,LONG,HL,STRONG,1.335,64.7,51
RSI Momentum,Momentum,LONG,HL,NORMAL,-0.781,36.4,33
RSI Momentum,Momentum,LONG,HL,CAUTIOUS,-0.362,58.3,24
RSI Momentum,Momentum,LONG,HL,WEAK,-0.818,33.3,39
RSI Momentum,Momentum,LONG,HL,CHOPPY,-0.45,50.0,52
RSI Momentum,Momentum,SHORT,HL,ALL,-0.968,44.8,143
RSI Momentum,Momentum,SHORT,HL,STRONG,-1.638,28.9,38
RSI Momentum,Momentum,SHORT,HL,NORMAL,0.08,51.5,33
RSI Momentum,Momentum,SHORT,HL,CAUTIOUS,-1.161,35.3,17
RSI Momentum,Momentum,SHORT,HL,WEAK,0.479,62.1,29
RSI Momentum,Momentum,SHORT,HL,CHOPPY,0.393,46.2,26
Donchian/Turtle,Momentum,LONG,HL,ALL,0.474,50.0,206
Donchian/Turtle,Momentum,LONG,HL,STRONG,1.023,60.4,53
Donchian/Turtle,Momentum,LONG,HL,NORMAL,0.633,45.2,31
Donchian/Turtle,Momentum,LONG,HL,CAUTIOUS,-0.37,50.0,28
Donchian/Turtle,Momentum,LONG,HL,WEAK,-0.906,33.3,39
Donchian/Turtle,Momentum,LONG,HL,CHOPPY,0.354,54.5,55
Donchian/Turtle,Momentum,SHORT,HL,ALL,-1.029,43.7,158
Donchian/Turtle,Momentum,SHORT,HL,STRONG,-2.006,28.3,46
Donchian/Turtle,Momentum,SHORT,HL,NORMAL,-0.004,45.7,35
Donchian/Turtle,Momentum,SHORT,HL,CAUTIOUS,-0.696,43.8,16
Donchian/Turtle,Momentum,SHORT,HL,WEAK,0.522,57.1,35
Donchian/Turtle,Momentum,SHORT,HL,CHOPPY,-0.006,50.0,26
ADX Trend,Momentum,LONG,HL,ALL,1.271,53.8,279
ADX Trend,Momentum,LONG,HL,STRONG,2.498,74.0,73
ADX Trend,Momentum,LONG,HL,NORMAL,0.306,43.1,51
ADX Trend,Momentum,LONG,HL,CAUTIOUS,-0.284,51.4,35
ADX Trend,Momentum,LONG,HL,WEAK,-0.391,42.0,50
ADX Trend,Momentum,LONG,HL,CHOPPY,0.004,50.0,70
ADX Trend,Momentum,SHORT,HL,ALL,-0.519,46.4,248
ADX Trend,Momentum,SHORT,HL,STRONG,-2.327,31.6,76
ADX Trend,Momentum,SHORT,HL,NORMAL,-0.689,42.9,49
ADX Trend,Momentum,SHORT,HL,CAUTIOUS,-0.001,41.4,29
ADX Trend,Momentum,SHORT,HL,WEAK,1.827,71.9,57
ADX Trend,Momentum,SHORT,HL,CHOPPY,-0.214,45.9,37
RSI Revert,Reversion,LONG,HWM,ALL,0.835,54.3,81
RSI Revert,Reversion,LONG,HWM,STRONG,1.511,76.2,21
RSI Revert,Reversion,LONG,HWM,CAUTIOUS,-0.146,50.0,18
RSI Revert,Reversion,LONG,HWM,WEAK,-1.385,18.8,16
RSI Revert,Reversion,SHORT,HWM,ALL,-1.424,41.6,279
RSI Revert,Reversion,SHORT,HWM,STRONG,-2.95,22.7,75
RSI Revert,Reversion,SHORT,HWM,NORMAL,-1.162,39.3,56
RSI Revert,Reversion,SHORT,HWM,CAUTIOUS,0.681,58.6,29
RSI Revert,Reversion,SHORT,HWM,WEAK,1.554,60.0,50
RSI Revert,Reversion,SHORT,HWM,CHOPPY,-1.11,43.5,69
Zscore Revert,Reversion,LONG,HWM,ALL,0.497,50.0,98
Zscore Revert,Reversion,LONG,HWM,STRONG,1.478,73.7,19
Zscore Revert,Reversion,LONG,HWM,CAUTIOUS,-0.272,52.4,21
Zscore Revert,Reversion,LONG,HWM,WEAK,-0.12,25.8,31
Zscore Revert,Reversion,LONG,HWM,CHOPPY,0.209,53.3,15
Zscore Revert,Reversion,SHORT,HWM,ALL,-1.08,42.6,195
Zscore Revert,Reversion,SHORT,HWM,STRONG,-2.545,24.1,54
Zscore Revert,Reversion,SHORT,HWM,NORMAL,-1.594,27.5,40
Zscore Revert,Reversion,SHORT,HWM,CAUTIOUS,0.788,64.0,25
Zscore Revert,Reversion,SHORT,HWM,WEAK,0.727,67.5,40
Zscore Revert,Reversion,SHORT,HWM,CHOPPY,-0.555,44.4,36
Keltner Revert,Reversion,LONG,HWM,ALL,0.822,57.6,33
Keltner Revert,Reversion,LONG,HWM,STRONG,1.235,80.0,15
Keltner Revert,Reversion,SHORT,HWM,ALL,-0.664,41.4,263
Keltner Revert,Reversion,SHORT,HWM,STRONG,-2.658,22.4,67
Keltner Revert,Reversion,SHORT,HWM,NORMAL,-1.391,34.6,52
Keltner Revert,Reversion,SHORT,HWM,CAUTIOUS,0.782,57.7,26
Keltner Revert,Reversion,SHORT,HWM,WEAK,2.127,66.7,51
Keltner Revert,Reversion,SHORT,HWM,CHOPPY,-1.083,40.3,67
MFI Revert,Reversion,SHORT,HWM,ALL,-0.794,42.4,139
MFI Revert,Reversion,SHORT,HWM,STRONG,-2.62,13.2,38
MFI Revert,Reversion,SHORT,HWM,NORMAL,-0.31,41.7,24
MFI Revert,Reversion,SHORT,HWM,WEAK,1.718,73.1,26
MFI Revert,Reversion,SHORT,HWM,CHOPPY,-1.035,42.5,40
RSI Momentum,Momentum,LONG,HWM,ALL,1.424,58.4,279
RSI Momentum,Momentum,LONG,HWM,STRONG,2.95,77.3,75
RSI Momentum,Momentum,LONG,HWM,NORMAL,1.162,60.7,56
RSI Momentum,Momentum,LONG,HWM,CAUTIOUS,-0.681,41.4,29
RSI Momentum,Momentum,LONG,HWM,WEAK,-1.554,40.0,50
RSI Momentum,Momentum,LONG,HWM,CHOPPY,1.11,56.5,69
RSI Momentum,Momentum,SHORT,HWM,ALL,-0.835,45.7,81
RSI Momentum,Momentum,SHORT,HWM,STRONG,-1.511,23.8,21
RSI Momentum,Momentum,SHORT,HWM,CAUTIOUS,0.146,50.0,18
RSI Momentum,Momentum,SHORT,HWM,WEAK,1.385,81.2,16
Donchian/Turtle,Momentum,LONG,HWM,ALL,1.001,59.1,298
Donchian/Turtle,Momentum,LONG,HWM,STRONG,3.089,81.0,79
Donchian/Turtle,Momentum,LONG,HWM,NORMAL,1.449,67.7,62
Donchian/Turtle,Momentum,LONG,HWM,CAUTIOUS,-1.146,38.2,34
Donchian/Turtle,Momentum,LONG,HWM,WEAK,-1.173,35.7,56
Donchian/Turtle,Momentum,LONG,HWM,CHOPPY,0.703,55.2,67
Donchian/Turtle,Momentum,SHORT,HWM,ALL,-1.138,45.5,101
Donchian/Turtle,Momentum,SHORT,HWM,STRONG,-1.829,20.7,29
Donchian/Turtle,Momentum,SHORT,HWM,CAUTIOUS,1.13,60.0,20
Donchian/Turtle,Momentum,SHORT,HWM,WEAK,-0.016,74.1,27
ADX Trend,Momentum,LONG,HWM,ALL,1.917,59.4,355
ADX Trend,Momentum,LONG,HWM,STRONG,2.708,77.0,100
ADX Trend,Momentum,LONG,HWM,NORMAL,1.249,64.9,77
ADX Trend,Momentum,LONG,HWM,CAUTIOUS,-0.679,44.4,45
ADX Trend,Momentum,LONG,HWM,WEAK,-1.471,38.7,62
ADX Trend,Momentum,LONG,HWM,CHOPPY,1.107,56.3,71
ADX Trend,Momentum,SHORT,HWM,ALL,-0.846,47.6,233
ADX Trend,Momentum,SHORT,HWM,STRONG,-2.405,16.4,61
ADX Trend,Momentum,SHORT,HWM,NORMAL,-0.389,51.3,39
ADX Trend,Momentum,SHORT,HWM,CAUTIOUS,0.205,54.8,31
ADX Trend,Momentum,SHORT,HWM,WEAK,1.892,75.5,49
ADX Trend,Momentum,SHORT,HWM,CHOPPY,-0.527,50.9,53
RSI Revert,Reversion,LONG,IREN,ALL,0.488,50.0,152
RSI Revert,Reversion,LONG,IREN,STRONG,1.814,68.6,51
RSI Revert,Reversion,LONG,IREN,NORMAL,0.567,52.4,21
RSI Revert,Reversion,LONG,IREN,CAUTIOUS,0.222,58.8,17
RSI Revert,Reversion,LONG,IREN,WEAK,-1.675,33.3,36
RSI Revert,Reversion,LONG,IREN,CHOPPY,-0.897,29.6,27
RSI Revert,Reversion,SHORT,IREN,ALL,-1.138,49.0,210
RSI Revert,Reversion,SHORT,IREN,STRONG,-1.853,34.0,50
RSI Revert,Reversion,SHORT,IREN,NORMAL,-1.152,37.0,46
RSI Revert,Reversion,SHORT,IREN,CAUTIOUS,0.338,57.1,28
RSI Revert,Reversion,SHORT,IREN,WEAK,1.473,78.6,28
RSI Revert,Reversion,SHORT,IREN,CHOPPY,-0.331,53.4,58
Zscore Revert,Reversion,LONG,IREN,ALL,0.267,48.8,80
Zscore Revert,Reversion,LONG,IREN,STRONG,1.403,72.7,22
Zscore Revert,Reversion,LONG,IREN,WEAK,-1.272,22.7,22
Zscore Revert,Reversion,SHORT,IREN,ALL,-0.873,51.0,200
Zscore Revert,Reversion,SHORT,IREN,STRONG,-1.69,40.0,45
Zscore Revert,Reversion,SHORT,IREN,NORMAL,-1.268,31.8,44
Zscore Revert,Reversion,SHORT,IREN,CAUTIOUS,-0.284,50.0,20
Zscore Revert,Reversion,SHORT,IREN,WEAK,1.635,78.8,33
Zscore Revert,Reversion,SHORT,IREN,CHOPPY,0.212,58.6,58
Keltner Revert,Reversion,LONG,IREN,ALL,0.431,47.2,106
Keltner Revert,Reversion,LONG,IREN,STRONG,1.846,80.0,30
Keltner Revert,Reversion,LONG,IREN,NORMAL,1.001,62.5,16
Keltner Revert,Reversion,LONG,IREN,WEAK,-2.088,16.1,31
Keltner Revert,Reversion,LONG,IREN,CHOPPY,-0.648,27.8,18
Keltner Revert,Reversion,SHORT,IREN,ALL,-1.032,49.0,198
Keltner Revert,Reversion,SHORT,IREN,STRONG,-1.776,34.1,44
Keltner Revert,Reversion,SHORT,IREN,NORMAL,-1.079,34.9,43
Keltner Revert,Reversion,SHORT,IREN,CAUTIOUS,-0.393,48.0,25
Keltner Revert,Reversion,SHORT,IREN,WEAK,1.503,80.0,30
Keltner Revert,Reversion,SHORT,IREN,CHOPPY,-0.017,55.4,56
MFI Revert,Reversion,LONG,IREN,ALL,0.063,38.5,52
MFI Revert,Reversion,LONG,IREN,STRONG,1.261,75.0,16
MFI Revert,Reversion,SHORT,IREN,ALL,-1.735,40.7,118
MFI Revert,Reversion,SHORT,IREN,STRONG,-1.852,22.6,31
MFI Revert,Reversion,SHORT,IREN,NORMAL,-1.015,29.6,27
MFI Revert,Reversion,SHORT,IREN,CAUTIOUS,-0.4,47.4,19
MFI Revert,Reversion,SHORT,IREN,WEAK,0.397,73.3,15
MFI Revert,Reversion,SHORT,IREN,CHOPPY,-0.383,50.0,26
RSI Momentum,Momentum,LONG,IREN,ALL,1.138,51.0,210
RSI Momentum,Momentum,LONG,IREN,STRONG,1.853,66.0,50
RSI Momentum,Momentum,LONG,IREN,NORMAL,1.152,63.0,46
RSI Momentum,Momentum,LONG,IREN,CAUTIOUS,-0.338,42.9,28
RSI Momentum,Momentum,LONG,IREN,WEAK,-1.473,21.4,28
RSI Momentum,Momentum,LONG,IREN,CHOPPY,0.331,46.6,58
RSI Momentum,Momentum,SHORT,IREN,ALL,-0.488,50.0,152
RSI Momentum,Momentum,SHORT,IREN,STRONG,-1.814,31.4,51
RSI Momentum,Momentum,SHORT,IREN,NORMAL,-0.567,47.6,21
RSI Momentum,Momentum,SHORT,IREN,CAUTIOUS,-0.222,41.2,17
RSI Momentum,Momentum,SHORT,IREN,WEAK,1.675,66.7,36
RSI Momentum,Momentum,SHORT,IREN,CHOPPY,0.897,70.4,27
Donchian/Turtle,Momentum,LONG,IREN,ALL,0.72,49.4,231
Donchian/Turtle,Momentum,LONG,IREN,STRONG,2.165,67.3,55
Donchian/Turtle,Momentum,LONG,IREN,NORMAL,1.181,64.2,53
Donchian/Turtle,Momentum,LONG,IREN,CAUTIOUS,-0.413,39.1,23
Donchian/Turtle,Momentum,LONG,IREN,WEAK,-1.688,25.0,40
Donchian/Turtle,Momentum,LONG,IREN,CHOPPY,-0.26,40.0,60
Donchian/Turtle,Momentum,SHORT,IREN,ALL,-0.541,51.8,168
Donchian/Turtle,Momentum,SHORT,IREN,STRONG,-1.985,28.3,53
Donchian/Turtle,Momentum,SHORT,IREN,NORMAL,-0.869,46.7,30
Donchian/Turtle,Momentum,SHORT,IREN,CAUTIOUS,-0.53,42.1,19
Donchian/Turtle,Momentum,SHORT,IREN,WEAK,2.051,78.9,38
Donchian/Turtle,Momentum,SHORT,IREN,CHOPPY,0.974,71.4,28
ADX Trend,Momentum,LONG,IREN,ALL,0.674,47.8,297
ADX Trend,Momentum,LONG,IREN,STRONG,2.259,67.6,74
ADX Trend,Momentum,LONG,IREN,NORMAL,1.202,60.0,60
ADX Trend,Momentum,LONG,IREN,CAUTIOUS,0.132,47.4,38
ADX Trend,Momentum,LONG,IREN,WEAK,-2.144,18.9,53
ADX Trend,Momentum,LONG,IREN,CHOPPY,-0.74,38.9,72
ADX Trend,Momentum,SHORT,IREN,ALL,-0.994,49.8,263
ADX Trend,Momentum,SHORT,IREN,STRONG,-2.699,27.9,86
ADX Trend,Momentum,SHORT,IREN,NORMAL,-1.27,44.4,36
ADX Trend,Momentum,SHORT,IREN,CAUTIOUS,-0.455,40.7,27
ADX Trend,Momentum,SHORT,IREN,WEAK,2.916,80.0,60
ADX Trend,Momentum,SHORT,IREN,CHOPPY,0.065,59.3,54
RSI Revert,Reversion,LONG,KKR,ALL,-0.122,49.6,135
RSI Revert,Reversion,LONG,KKR,STRONG,2.671,89.2,37
RSI Revert,Reversion,LONG,KKR,NORMAL,0.922,56.0,25
RSI Revert,Reversion,LONG,KKR,CAUTIOUS,-0.519,37.5,16
RSI Revert,Reversion,LONG,KKR,WEAK,-1.429,18.4,38
RSI Revert,Reversion,LONG,KKR,CHOPPY,-0.45,36.8,19
RSI Revert,Reversion,SHORT,KKR,ALL,-0.634,44.8,259
RSI Revert,Reversion,SHORT,KKR,STRONG,-2.573,18.6,70
RSI Revert,Reversion,SHORT,KKR,NORMAL,-1.736,27.5,51
RSI Revert,Reversion,SHORT,KKR,CAUTIOUS,1.45,72.0,25
RSI Revert,Reversion,SHORT,KKR,WEAK,2.754,76.5,51
RSI Revert,Reversion,SHORT,KKR,CHOPPY,-0.488,51.6,62
Zscore Revert,Reversion,LONG,KKR,ALL,0.147,51.5,130
Zscore Revert,Reversion,LONG,KKR,STRONG,2.383,80.0,40
Zscore Revert,Reversion,LONG,KKR,NORMAL,0.988,60.0,20
Zscore Revert,Reversion,LONG,KKR,CAUTIOUS,-0.281,41.2,17
Zscore Revert,Reversion,LONG,KKR,WEAK,-1.361,17.1,35
Zscore Revert,Reversion,LONG,KKR,CHOPPY,0.079,55.6,18
Zscore Revert,Reversion,SHORT,KKR,ALL,-0.982,40.6,180
Zscore Revert,Reversion,SHORT,KKR,STRONG,-2.015,14.3,42
Zscore Revert,Reversion,SHORT,KKR,NORMAL,-1.229,32.5,40
Zscore Revert,Reversion,SHORT,KKR,CAUTIOUS,0.919,57.7,26
Zscore Revert,Reversion,SHORT,KKR,WEAK,1.939,67.9,28
Zscore Revert,Reversion,SHORT,KKR,CHOPPY,-0.794,45.5,44
Keltner Revert,Reversion,LONG,KKR,ALL,-0.117,48.9,94
Keltner Revert,Reversion,LONG,KKR,STRONG,2.25,85.2,27
Keltner Revert,Reversion,LONG,KKR,WEAK,-1.049,17.9,28
Keltner Revert,Reversion,LONG,KKR,CHOPPY,0.083,60.0,15
Keltner Revert,Reversion,SHORT,KKR,ALL,-0.386,45.8,212
Keltner Revert,Reversion,SHORT,KKR,STRONG,-1.983,16.7,48
Keltner Revert,Reversion,SHORT,KKR,NORMAL,-1.648,27.3,44
Keltner Revert,Reversion,SHORT,KKR,CAUTIOUS,0.914,65.4,26
Keltner Revert,Reversion,SHORT,KKR,WEAK,2.145,75.0,36
Keltner Revert,Reversion,SHORT,KKR,CHOPPY,-0.115,56.9,58
MFI Revert,Reversion,LONG,KKR,ALL,-0.45,49.3,71
MFI Revert,Reversion,LONG,KKR,STRONG,1.654,89.5,19
MFI Revert,Reversion,LONG,KKR,WEAK,-1.67,6.7,15
MFI Revert,Reversion,SHORT,KKR,ALL,-0.033,42.9,70
MFI Revert,Reversion,SHORT,KKR,STRONG,-0.549,35.3,17
MFI Revert,Reversion,SHORT,KKR,NORMAL,-0.847,23.8,21
RSI Momentum,Momentum,LONG,KKR,ALL,0.634,55.2,259
RSI Momentum,Momentum,LONG,KKR,STRONG,2.573,81.4,70
RSI Momentum,Momentum,LONG,KKR,NORMAL,1.736,72.5,51
RSI Momentum,Momentum,LONG,KKR,CAUTIOUS,-1.45,28.0,25
RSI Momentum,Momentum,LONG,KKR,WEAK,-2.754,23.5,51
RSI Momentum,Momentum,LONG,KKR,CHOPPY,0.488,48.4,62
RSI Momentum,Momentum,SHORT,KKR,ALL,0.122,50.4,135
RSI Momentum,Momentum,SHORT,KKR,STRONG,-2.671,10.8,37
RSI Momentum,Momentum,SHORT,KKR,NORMAL,-0.922,44.0,25
RSI Momentum,Momentum,SHORT,KKR,CAUTIOUS,0.519,62.5,16
RSI Momentum,Momentum,SHORT,KKR,WEAK,1.429,81.6,38
RSI Momentum,Momentum,SHORT,KKR,CHOPPY,0.45,63.2,19
Donchian/Turtle,Momentum,LONG,KKR,ALL,0.936,58.0,238
Donchian/Turtle,Momentum,LONG,KKR,STRONG,2.667,87.3,63
Donchian/Turtle,Momentum,LONG,KKR,NORMAL,1.546,72.0,50
Donchian/Turtle,Momentum,LONG,KKR,CAUTIOUS,-1.1,33.3,30
Donchian/Turtle,Momentum,LONG,KKR,WEAK,-2.263,28.6,42
Donchian/Turtle,Momentum,LONG,KKR,CHOPPY,0.569,47.2,53
Donchian/Turtle,Momentum,SHORT,KKR,ALL,0.1,50.5,184
Donchian/Turtle,Momentum,SHORT,KKR,STRONG,-2.648,19.2,52
Donchian/Turtle,Momentum,SHORT,KKR,NORMAL,-0.501,50.0,28
Donchian/Turtle,Momentum,SHORT,KKR,CAUTIOUS,0.84,66.7,24
Donchian/Turtle,Momentum,SHORT,KKR,WEAK,1.599,82.0,50
Donchian/Turtle,Momentum,SHORT,KKR,CHOPPY,-0.372,40.0,30
ADX Trend,Momentum,LONG,KKR,ALL,0.674,56.0,300
ADX Trend,Momentum,LONG,KKR,STRONG,3.168,89.7,78
ADX Trend,Momentum,LONG,KKR,NORMAL,1.53,69.5,59
ADX Trend,Momentum,LONG,KKR,CAUTIOUS,-0.891,36.6,41
ADX Trend,Momentum,LONG,KKR,WEAK,-2.716,20.8,53
ADX Trend,Momentum,LONG,KKR,CHOPPY,-0.027,44.9,69
ADX Trend,Momentum,SHORT,KKR,ALL,-0.312,47.3,256
ADX Trend,Momentum,SHORT,KKR,STRONG,-3.214,21.1,76
ADX Trend,Momentum,SHORT,KKR,NORMAL,-1.628,30.4,46
ADX Trend,Momentum,SHORT,KKR,CAUTIOUS,0.911,75.0,24
ADX Trend,Momentum,SHORT,KKR,WEAK,2.684,84.5,58
ADX Trend,Momentum,SHORT,KKR,CHOPPY,0.054,46.2,52
RSI Revert,Reversion,LONG,LLY,ALL,1.244,55.9,111
RSI Revert,Reversion,LONG,LLY,STRONG,1.448,77.3,22
RSI Revert,Reversion,LONG,LLY,NORMAL,1.188,61.9,21
RSI Revert,Reversion,LONG,LLY,CAUTIOUS,0.196,40.0,15
RSI Revert,Reversion,LONG,LLY,WEAK,-1.141,30.8,26
RSI Revert,Reversion,LONG,LLY,CHOPPY,0.966,66.7,27
RSI Revert,Reversion,SHORT,LLY,ALL,0.181,49.0,253
RSI Revert,Reversion,SHORT,LLY,STRONG,-1.43,37.1,62
RSI Revert,Reversion,SHORT,LLY,NORMAL,-0.31,34.6,52
RSI Revert,Reversion,SHORT,LLY,CAUTIOUS,0.353,59.3,27
RSI Revert,Reversion,SHORT,LLY,WEAK,1.964,64.3,56
RSI Revert,Reversion,SHORT,LLY,CHOPPY,-0.144,55.4,56
Zscore Revert,Reversion,LONG,LLY,ALL,0.399,57.3,96
Zscore Revert,Reversion,LONG,LLY,STRONG,0.931,76.9,26
Zscore Revert,Reversion,LONG,LLY,NORMAL,0.729,73.3,15
Zscore Revert,Reversion,LONG,LLY,WEAK,-0.812,39.3,28
Zscore Revert,Reversion,LONG,LLY,CHOPPY,0.219,52.9,17
Zscore Revert,Reversion,SHORT,LLY,ALL,0.137,50.8,124
Zscore Revert,Reversion,SHORT,LLY,STRONG,-0.608,45.2,31
Zscore Revert,Reversion,SHORT,LLY,WEAK,1.527,64.5,31
Zscore Revert,Reversion,SHORT,LLY,CHOPPY,-0.501,48.6,37
Keltner Revert,Reversion,LONG,LLY,ALL,0.818,56.2,89
Keltner Revert,Reversion,LONG,LLY,STRONG,1.375,76.2,21
Keltner Revert,Reversion,LONG,LLY,NORMAL,0.635,60.0,15
Keltner Revert,Reversion,LONG,LLY,WEAK,-1.16,29.2,24
Keltner Revert,Reversion,LONG,LLY,CHOPPY,0.942,70.6,17
Keltner Revert,Reversion,SHORT,LLY,ALL,-0.283,48.8,172
Keltner Revert,Reversion,SHORT,LLY,STRONG,-1.155,40.0,45
Keltner Revert,Reversion,SHORT,LLY,NORMAL,-0.468,41.4,29
Keltner Revert,Reversion,SHORT,LLY,CAUTIOUS,-0.604,47.1,17
Keltner Revert,Reversion,SHORT,LLY,WEAK,1.722,66.7,39
Keltner Revert,Reversion,SHORT,LLY,CHOPPY,-0.52,47.6,42
MFI Revert,Reversion,SHORT,LLY,ALL,-0.104,49.7,163
MFI Revert,Reversion,SHORT,LLY,STRONG,-1.563,31.7,41
MFI Revert,Reversion,SHORT,LLY,NORMAL,-0.036,50.0,36
MFI Revert,Reversion,SHORT,LLY,CAUTIOUS,0.27,58.8,17
MFI Revert,Reversion,SHORT,LLY,WEAK,1.584,66.7,33
MFI Revert,Reversion,SHORT,LLY,CHOPPY,-0.201,50.0,36
RSI Momentum,Momentum,LONG,LLY,ALL,-0.181,51.0,253
RSI Momentum,Momentum,LONG,LLY,STRONG,1.43,62.9,62
RSI Momentum,Momentum,LONG,LLY,NORMAL,0.31,65.4,52
RSI Momentum,Momentum,LONG,LLY,CAUTIOUS,-0.353,40.7,27
RSI Momentum,Momentum,LONG,LLY,WEAK,-1.964,35.7,56
RSI Momentum,Momentum,LONG,LLY,CHOPPY,0.144,44.6,56
RSI Momentum,Momentum,SHORT,LLY,ALL,-1.244,44.1,111
RSI Momentum,Momentum,SHORT,LLY,STRONG,-1.448,22.7,22
RSI Momentum,Momentum,SHORT,LLY,NORMAL,-1.188,38.1,21
RSI Momentum,Momentum,SHORT,LLY,CAUTIOUS,-0.196,60.0,15
RSI Momentum,Momentum,SHORT,LLY,WEAK,1.141,69.2,26
RSI Momentum,Momentum,SHORT,LLY,CHOPPY,-0.966,33.3,27
Donchian/Turtle,Momentum,LONG,LLY,ALL,-0.305,49.5,208
Donchian/Turtle,Momentum,LONG,LLY,STRONG,1.07,58.8,51
Donchian/Turtle,Momentum,LONG,LLY,NORMAL,0.246,66.7,39
Donchian/Turtle,Momentum,LONG,LLY,CAUTIOUS,-0.641,34.6,26
Donchian/Turtle,Momentum,LONG,LLY,WEAK,-1.479,37.0,46
Donchian/Turtle,Momentum,LONG,LLY,CHOPPY,0.122,45.7,46
Donchian/Turtle,Momentum,SHORT,LLY,ALL,-0.701,47.1,155
Donchian/Turtle,Momentum,SHORT,LLY,STRONG,-1.651,27.3,44
Donchian/Turtle,Momentum,SHORT,LLY,NORMAL,-0.858,41.4,29
Donchian/Turtle,Momentum,SHORT,LLY,CAUTIOUS,0.155,63.2,19
Donchian/Turtle,Momentum,SHORT,LLY,WEAK,1.314,70.3,37
Donchian/Turtle,Momentum,SHORT,LLY,CHOPPY,-0.4,42.3,26
ADX Trend,Momentum,LONG,LLY,ALL,0.872,52.6,310
ADX Trend,Momentum,LONG,LLY,STRONG,1.726,63.0,81
ADX Trend,Momentum,LONG,LLY,NORMAL,1.103,65.7,70
ADX Trend,Momentum,LONG,LLY,CAUTIOUS,-0.049,41.5,41
ADX Trend,Momentum,LONG,LLY,WEAK,-1.902,38.3,60
ADX Trend,Momentum,LONG,LLY,CHOPPY,0.694,44.8,58
ADX Trend,Momentum,SHORT,LLY,ALL,-1.112,42.1,214
ADX Trend,Momentum,SHORT,LLY,STRONG,-2.208,25.9,58
ADX Trend,Momentum,SHORT,LLY,NORMAL,-0.854,35.1,37
ADX Trend,Momentum,SHORT,LLY,CAUTIOUS,-0.255,55.6,18
ADX Trend,Momentum,SHORT,LLY,WEAK,1.455,69.4,49
ADX Trend,Momentum,SHORT,LLY,CHOPPY,-1.26,34.6,52
RSI Revert,Reversion,LONG,MDB,ALL,1.127,56.5,168
RSI Revert,Reversion,LONG,MDB,STRONG,2.087,81.6,49
RSI Revert,Reversion,LONG,MDB,NORMAL,0.81,65.4,26
RSI Revert,Reversion,LONG,MDB,CAUTIOUS,-0.185,41.7,24
RSI Revert,Reversion,LONG,MDB,WEAK,-0.513,30.6,36
RSI Revert,Reversion,LONG,MDB,CHOPPY,0.408,51.5,33
RSI Revert,Reversion,SHORT,MDB,ALL,0.174,53.9,193
RSI Revert,Reversion,SHORT,MDB,STRONG,-1.894,29.1,55
RSI Revert,Reversion,SHORT,MDB,NORMAL,-0.674,54.5,33
RSI Revert,Reversion,SHORT,MDB,CAUTIOUS,1.326,80.0,20
RSI Revert,Reversion,SHORT,MDB,WEAK,2.138,72.5,40
RSI Revert,Reversion,SHORT,MDB,CHOPPY,0.727,55.6,45
Zscore Revert,Reversion,LONG,MDB,ALL,-0.412,52.3,111
Zscore Revert,Reversion,LONG,MDB,STRONG,0.911,83.9,31
Zscore Revert,Reversion,LONG,MDB,NORMAL,-0.262,43.8,16
Zscore Revert,Reversion,LONG,MDB,WEAK,-1.117,27.3,33
Zscore Revert,Reversion,LONG,MDB,CHOPPY,0.558,52.4,21
Zscore Revert,Reversion,SHORT,MDB,ALL,-0.112,52.9,170
Zscore Revert,Reversion,SHORT,MDB,STRONG,-1.213,41.7,48
Zscore Revert,Reversion,SHORT,MDB,NORMAL,-0.568,50.0,36
Zscore Revert,Reversion,SHORT,MDB,CAUTIOUS,0.624,66.7,18
Zscore Revert,Reversion,SHORT,MDB,WEAK,1.584,66.7,33
Zscore Revert,Reversion,SHORT,MDB,CHOPPY,-0.227,51.4,35
Keltner Revert,Reversion,LONG,MDB,ALL,0.092,56.3,142
Keltner Revert,Reversion,LONG,MDB,STRONG,0.879,81.4,43
Keltner Revert,Reversion,LONG,MDB,NORMAL,0.558,61.9,21
Keltner Revert,Reversion,LONG,MDB,CAUTIOUS,0.344,52.6,19
Keltner Revert,Reversion,LONG,MDB,WEAK,-1.115,20.6,34
Keltner Revert,Reversion,LONG,MDB,CHOPPY,0.844,60.0,25
Keltner Revert,Reversion,SHORT,MDB,ALL,0.966,57.5,160
Keltner Revert,Reversion,SHORT,MDB,STRONG,-1.133,39.0,41
Keltner Revert,Reversion,SHORT,MDB,NORMAL,0.258,60.0,30
Keltner Revert,Reversion,SHORT,MDB,CAUTIOUS,1.194,70.8,24
Keltner Revert,Reversion,SHORT,MDB,WEAK,1.669,75.0,32
Keltner Revert,Reversion,SHORT,MDB,CHOPPY,0.355,51.5,33
MFI Revert,Reversion,LONG,MDB,ALL,1.131,61.4,83
MFI Revert,Reversion,LONG,MDB,STRONG,2.111,90.0,30
MFI Revert,Reversion,LONG,MDB,CHOPPY,0.927,68.4,19
