symbol,gap_fill_rate,gap_go_rate,trend_1d,trend_3d,reversal_tendency,vol_move_corr,up_vol_ratio,avg_atr_pct,avg_range_pct,return_skew,vol_clustering,intraday_revert_rate,val_gap_fill,val_gap_go,val_trend_1d,drift,fvg_density,fvg_fill_rate,orb_breakout_rate,orb_hold_1h,vwap_reclaim_rate,morning_continuation,catalyst_wr,catalyst_avg,data_years,cluster,cluster_raw,cluster_dist,bt_n,bt_wr,bt_ev,bt_ann,bt_total,bt_prof_yr,bt_n_yr,bt_avg_w,bt_avg_l,passed
RUN,0.6142857142857143,0.6805194805194805,0.5370370370370371,0.5518518518518518,0.47114465128139743,0.41898872434473494,1.0571607606991682,7.649102390076523,7.017738459002275,0.5658107911418844,0.04638727514813171,0.5099403578528827,0.6058981233243967,0.6997319034852547,0.4566929133858268,0.013800006963545886,26.79343128781331,0.7129032258064516,0.46693386773547096,0.4694835680751174,0.5851703406813628,0.0,0.5698924731182796,0.8497269676218241,6.0,HIGH_VOL,0,3.579,54,87.03703703703704,87.1151851851852,784.0366666666669,4704.220000000001,6,6,113.12319148936172,-87.50999999999999,True
UCTT,0.574792243767313,0.7229916897506925,0.49238578680203043,0.5126903553299492,0.5010452961672474,0.32293582328596804,1.016472661328366,5.080158260794073,4.666265721276546,0.2916349473406034,0.1401646932334903,0.46222664015904574,0.516042780748663,0.7540106951871658,0.42168674698795183,0.044884234227561604,30.50993949870354,0.6525023607176582,0.46693386773547096,0.543778801843318,0.5711422845691383,0.0,0.5359116022099447,-0.0010696730828423312,6.0,MOMENTUM,1,3.309,50,96.0,86.759,722.9916666666667,4337.95,6,6,92.11125,-41.695,True
PTGX,0.7652892561983471,0.6429752066115703,0.47465437788018433,0.5253456221198156,0.5181623931623932,0.38212888806509415,1.2756658741535634,6.6952146953157925,6.226303652737762,4.113745893145262,0.09912017666746975,0.4990059642147117,0.6666666666666666,0.6590038314176245,0.5079365079365079,0.057325607168867365,23.94122731201383,0.7424789410348978,0.5190380761523046,0.48497854077253216,0.6232464929859719,0.0,0.5983606557377049,2.2438870565420643,6.0,HIGH_VOL,0,4.579,63,93.65079365079364,86.46349206349204,907.8666666666667,5447.2,6,6,96.27999999999999,-58.33,True
CLF,0.5849297573435505,0.685823754789272,0.5462962962962963,0.49074074074074076,0.5017102181683718,0.4695768705133239,0.9776796059129238,5.575768694572565,5.0837424617189235,0.03475959386508822,0.17713745360424663,0.474155069582505,0.5654761904761905,0.7142857142857143,0.49295774647887325,0.023957763181901126,28.242074927953887,0.65,0.4789579158316633,0.5096153846153846,0.5951903807615231,0.0,0.526595744680851,0.5942096684317003,6.0,MOMENTUM,1,2.566,62,95.16129032258065,83.87967741935482,866.7566666666665,5200.539999999999,6,6,92.71559322033896,-89.89333333333333,True
VICR,0.5858267716535434,0.7133858267716535,0.5298013245033113,0.5496688741721855,0.4683760683760684,0.36952699707052056,0.9584855677683213,4.833203266619361,4.40636315825474,1.908244855647234,0.1361895592790186,0.4840954274353877,0.5623188405797102,0.6898550724637681,0.47435897435897434,0.023519342690859313,29.47277441659464,0.6832844574780058,0.5270541082164328,0.5194805194805194,0.6372745490981964,0.0,0.554140127388535,0.8210802585857943,6.0,INSTITUTIONAL,2,4.526,56,94.64285714285714,83.24464285714286,776.9500000000002,4661.700000000001,6,6,92.31547169811321,-77.00666666666666,True
MIR,0.7042889390519187,0.6681715575620768,0.5365853658536586,0.45121951219512196,0.4466748768472907,0.2697106694864098,1.0564640732661443,3.6792815509918726,3.498718280364558,0.2705373783667965,0.28726070121918784,0.5378250591016549,0.6134751773049646,0.6808510638297872,0.5,0.05174663400733226,25.763688760806915,0.6946308724832215,0.48697394789579157,0.5321100917431193,0.6412825651302605,0.0,0.5803571428571429,0.5948399193557476,5.3,HIGH_VOL,0,4.876,42,95.23809523809523,81.99904761904759,573.9933333333333,3443.96,6,6,89.13974999999999,-60.815,True
ALGT,0.5674891146589259,0.7111756168359942,0.4057971014492754,0.42028985507246375,0.5286175979983319,0.2568170220071586,1.0336314523318961,4.821962549600053,4.333803572775082,0.3129553847689547,0.21215720247749395,0.5159045725646123,0.640625,0.6625,0.5172413793103449,0.06090575108853413,29.29991356957649,0.688298918387414,0.4909819639278557,0.5162790697674419,0.5591182364729459,0.0,0.5029239766081871,0.27078907166850474,6.0,INSTITUTIONAL,2,3.302,41,90.2439024390244,81.37926829268294,556.0916666666667,3336.55,5,6,96.39324324324325,-57.5,True
CC,0.533715925394548,0.7345767575322812,0.49673202614379086,0.49673202614379086,0.5079140089770848,0.357941894463264,1.054845057845683,4.677862071158931,4.229093421467771,0.5577696972212485,0.25757900636876707,0.47713717693836977,0.54858934169279,0.7554858934169278,0.4852941176470588,0.017891276091444253,27.0028818443804,0.6787620064034151,0.46893787575150303,0.4433497536945813,0.6152304609218436,0.0,0.5384615384615384,0.30293602744552867,6.0,INSTITUTIONAL,2,3.404,38,97.36842105263158,81.19447368421052,514.2316666666667,3085.3900000000003,6,6,83.58837837837838,-7.38,True
AMKR,0.5262390670553936,0.7026239067055393,0.4658385093167702,0.5652173913043478,0.5065147136774789,0.3414745589412472,1.0900846771218664,4.363887266734242,3.9619261430921267,-0.2509351089925629,0.20383963278733078,0.4860834990059642,0.48044692737430167,0.7849162011173184,0.4264705882352941,0.0640422170464355,28.867761452031115,0.6497005988023952,0.4709418837675351,0.5164319248826291,0.5591182364729459,0.0,0.5414012738853503,0.5617522910107148,6.0,MOMENTUM,1,2.497,62,93.54838709677419,79.61516129032258,822.6899999999999,4936.139999999999,6,6,87.75844827586207,-38.4625,True
MXL,0.570054945054945,0.75,0.44385026737967914,0.48663101604278075,0.5274553895256058,0.38781156792792526,0.9307181056332413,5.012308319574106,4.540948561148878,-0.10351008049035293,0.16561458120454528,0.4691848906560636,0.5683060109289617,0.7240437158469946,0.4909090909090909,0.013852609139494376,29.904926534140017,0.6666666666666666,0.5270541082164328,0.5371900826446281,0.5731462925851704,0.0,0.5266272189349113,0.12578766657509774,6.0,INSTITUTIONAL,2,2.972,66,96.96969696969697,78.77909090909091,866.5699999999998,5199.419999999999,6,6,84.8346875,-115.0,True
RMBS,0.5642633228840125,0.713166144200627,0.5267857142857143,0.5625,0.5128045404208195,0.3827037631167883,0.9690809190909446,3.5592194792056207,3.3389643932493693,0.22077918132088808,0.20690634716272274,0.48807157057654077,0.5,0.7668539325842697,0.38461538461538464,0.058975555633827614,28.925381734370497,0.6583665338645418,0.49298597194388777,0.5486725663716814,0.5991983967935872,0.0,0.5131578947368421,0.4280813421619303,6.0,INSTITUTIONAL,2,3.101,69,97.10144927536231,78.34855072463768,901.0083333333333,5406.05,6,6,81.39731343283583,-23.785,True
AVAV,0.5846994535519126,0.7158469945355191,0.45454545454545453,0.5,0.4545775892541534,0.4520798064152728,0.9942712395270104,4.059145313734249,3.810107490273817,0.6019933553362775,0.128234082786073,0.5178926441351889,0.6026490066225165,0.7086092715231788,0.421875,0.012593638041472177,27.657735522904062,0.6791666666666667,0.4529058116232465,0.4803921568627451,0.5851703406813628,0.0,0.5384615384615384,1.0199468021303775,6.0,MOMENTUM,1,2.708,54,94.44444444444444,78.1425925925926,703.2833333333333,4219.7,6,6,84.74372549019608,-34.07666666666666,True
P,0.5559006211180124,0.7375776397515528,0.4642857142857143,0.5,0.45739393843775145,0.3958152029776696,1.0624292318449158,3.979131045737043,3.6443477833158684,0.19954481524853154,0.09417106778878805,0.49801192842942343,0.5161290322580645,0.7565982404692082,0.5373134328358209,0.029396094788801674,26.077097505668934,0.6434782608695652,0.5555555555555556,0.3939393939393939,0.5555555555555556,0.0,0.5174418604651163,0.1260992553733997,6.0,INSTITUTIONAL,2,4.604,54,98.14814814814815,77.95648148148149,701.6083333333332,4209.65,6,6,81.59716981132075,-115.0,True
PATH,0.627254509018036,0.6813627254509018,0.41911764705882354,0.4117647058823529,0.4835125448028674,0.45234991267662383,1.138084475895804,6.09231874559494,5.56104752143402,0.35985143832051086,0.05970389370450864,0.5051546391752577,0.5848484848484848,0.7090909090909091,0.45454545454545453,0.03506710390477924,25.475504322766568,0.6957013574660633,0.46292585170340683,0.47619047619047616,0.5430861723446894,0.0,0.6086956521739131,1.3334581249296007,4.7,HIGH_VOL,0,2.786,51,88.23529411764706,77.29274509803923,788.386,3941.93,5,5,92.20866666666669,-34.57666666666667,True
UAL,0.5105782792665726,0.7334273624823695,0.5263157894736842,0.4868421052631579,0.5002983156638671,0.48780222877089136,1.0026236183856632,5.0820351581663585,4.426103559682231,0.060454691973896794,0.29981181445565125,0.4990059642147117,0.5017543859649123,0.7228070175438597,0.42424242424242425,0.009722119120085082,28.60847018150389,0.6686807653575025,0.5090180360721442,0.49783549783549785,0.5110220440881763,0.0,0.5621890547263682,0.640961298128136,6.0,MOMENTUM,1,2.911,47,95.74468085106383,77.21808510638299,604.875,3629.25,6,6,83.20555555555555,-57.5,True
STRL,0.6338028169014085,0.7059859154929577,0.5486111111111112,0.5208333333333334,0.4672334339742571,0.39667783589713057,1.107737661651338,4.289267427499443,4.0596028819361445,0.21805483716756138,0.16304892292124015,0.4860834990059642,0.5636363636363636,0.7121212121212122,0.504950495049505,0.03815087494664965,28.11869778161913,0.6905737704918032,0.5070140280561122,0.5574468085106383,0.5971943887775552,0.0,0.6078431372549019,1.3372430898804473,6.0,MOMENTUM,1,3.602,77,97.40259740259741,77.00415584415586,988.2199999999998,5929.319999999999,6,6,80.27693333333333,-45.724999999999994,True
